Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Unai Simón,es ESP,GK,26.0,35.4,1301,968,1293,8,0,0,1301,0,0,0.0,0,0.0,697,3823,2165,0,0,0,0,0,549,0,Matches
Iñaki Williams,gh GHA,FW,29.0,31.6,1435,47,134,463,859,175,1435,120,49,40.8,60,50.0,907,5587,2913,114,66,51,86,48,1063,333,Matches
Daniel Vivian,es ESP,DF,24.0,32.0,2032,161,950,1021,75,27,2032,10,5,50.0,4,40.0,1128,5846,3422,23,10,2,27,5,1206,4,Matches
Aitor Paredes,es ESP,DF,23.0,30.0,1799,158,915,852,41,24,1799,3,2,66.7,1,33.3,1004,5116,2607,6,2,0,9,2,1167,1,Matches
Gorka Guruzeta,es ESP,FW,26.0,24.6,923,22,77,456,399,110,922,33,19,57.6,13,39.4,446,1830,688,18,13,4,62,29,623,102,Matches
Nico Williams,es ESP,FW,21.0,25.1,1203,14,112,372,746,148,1203,193,86,44.6,92,47.7,800,6467,3736,143,77,62,76,51,849,302,Matches
Óscar de Marcos,es ESP,DF,34.0,25.1,1764,60,375,868,529,34,1764,22,6,27.3,16,72.7,871,3548,2012,51,40,6,15,6,1027,125,Matches
Iñigo Ruiz de Galarreta,es ESP,MF,29.0,23.2,1407,30,194,883,345,7,1407,33,22,66.7,8,24.2,782,3740,1637,26,29,1,24,29,948,36,Matches
Oihan Sancet,es ESP,MF,23.0,21.9,1058,6,67,497,516,83,1057,56,26,46.4,23,41.1,694,4286,2121,76,68,14,78,43,839,157,Matches
Iñigo Lekue,es ESP,DF,30.0,22.2,1476,82,427,779,285,9,1476,44,18,40.9,25,56.8,706,3819,1993,44,30,1,17,9,825,35,Matches
Yuri Berchiche,es ESP,DF,33.0,21.4,1504,78,437,754,327,34,1504,13,9,69.2,2,15.4,767,3300,1786,36,31,5,12,10,843,77,Matches
Mikel Vesga,es ESP,MF,30.0,17.0,1035,49,201,645,196,22,1033,12,2,16.7,10,83.3,504,2129,1002,10,13,1,18,11,655,29,Matches
Beñat Prados,es ESP,"MF,DF",22.0,16.1,990,30,156,614,233,14,990,19,12,63.2,6,31.6,536,2501,1229,23,21,1,19,19,613,30,Matches
Álex Berenguer,es ESP,FW,28.0,17.7,818,17,87,259,480,74,816,61,21,34.4,35,57.4,442,2812,1430,61,35,23,42,36,522,143,Matches
Yeray Álvarez,es ESP,DF,28.0,12.8,810,52,344,440,31,7,810,3,2,66.7,1,33.3,428,2689,1856,13,9,1,8,0,485,2,Matches
Ander Herrera,es ESP,MF,33.0,11.4,903,37,171,525,220,13,903,10,5,50.0,4,40.0,477,1767,839,11,21,0,6,6,600,17,Matches
Unai Gómez,es ESP,MF,20.0,9.7,366,8,38,176,160,26,366,29,12,41.4,14,48.3,221,1400,649,20,17,2,14,22,244,48,Matches
Dani García,es ESP,MF,33.0,8.3,398,21,81,258,64,7,398,3,3,100.0,0,0.0,176,711,287,3,6,0,4,2,228,4,Matches
Iker Muniain,es ESP,"MF,FW",30.0,6.6,479,4,32,256,192,24,479,31,13,41.9,16,51.6,304,1446,659,18,13,4,16,11,367,50,Matches
Imanol,es ESP,DF,23.0,5.8,395,17,88,219,94,4,395,5,4,80.0,1,20.0,181,901,473,13,11,2,5,3,204,15,Matches
Asier Villalibre,es ESP,FW,25.0,5.7,179,6,18,64,98,31,179,11,4,36.4,6,54.5,105,389,195,6,5,6,12,11,143,29,Matches
Adu Ares,es ESP,FW,21.0,2.9,147,1,21,63,70,6,147,24,15,62.5,7,29.2,103,881,361,13,3,5,8,4,110,39,Matches
Julen Agirrezabala,es ESP,GK,22.0,2.6,104,84,104,0,0,0,104,0,0,0.0,0,0.0,58,348,192,0,0,0,0,0,42,0,Matches
Raúl García,es ESP,"FW,MF",37.0,4.7,202,10,28,96,80,22,202,5,2,40.0,3,60.0,95,390,124,4,7,2,9,5,146,15,Matches
Mikel Jauregizar,es ESP,MF,19.0,1.7,101,3,20,43,38,0,101,3,1,33.3,2,66.7,48,220,104,2,1,0,4,4,60,3,Matches
Peru Nolaskoain,es ESP,"DF,MF",24.0,0.1,10,0,6,5,0,0,10,0,0,0.0,0,0.0,4,19,1,0,0,0,0,0,5,0,Matches
Aingeru Olabarrieta,es ESP,FW,17.0,0.1,6,0,0,1,5,0,6,0,0,0.0,0,0.0,3,33,26,1,0,0,0,0,4,0,Matches
Squad Total,0,0,27.3,38.0,22845,1965,6376,10617,6083,901,22839,743,338,45.5,349,47.0,12487,65998,34507,735,528,193,571,366,14367,1596,0
Opponent Total,0,0,26.9,38.0,23484,2691,8965,10228,4515,674,23479,707,330,46.7,305,43.1,12385,62315,30852,521,413,127,636,276,14757,1281,0
