Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Unai Simón,es ESP,GK,26.0,36,3182.0,88.0,93.0,35.4,36,88.0,34,0,0.0,1,1.81,58.0,33.0,25.0,0.71,1.09,50.1,38.4,11.6,0.33,0.41,Matches
Iñaki Williams,gh GHA,FW,29.0,34,2844.0,84.0,83.2,31.6,32,87.0,19,2,37.0,0,1.74,52.0,31.0,21.0,0.66,0.2,45.7,32.7,13.0,0.41,0.65,Matches
Daniel Vivian,es ESP,DF,24.0,33,2878.0,87.0,84.2,32.0,31,89.0,29,2,56.0,2,1.82,54.0,34.0,20.0,0.63,-0.04,48.5,33.3,15.2,0.48,1.11,Matches
Aitor Paredes,es ESP,DF,23.0,34,2704.0,80.0,79.1,30.0,31,84.0,24,3,35.0,2,1.76,47.0,27.0,20.0,0.67,0.16,41.5,29.8,11.7,0.39,0.42,Matches
Gorka Guruzeta,es ESP,FW,26.0,32,2217.0,69.0,64.8,24.6,30,72.0,4,2,33.0,1,1.78,43.0,20.0,23.0,0.93,0.86,36.6,22.0,14.6,0.59,0.83,Matches
Nico Williams,es ESP,FW,21.0,31,2263.0,73.0,66.2,25.1,29,76.0,7,2,23.0,0,1.9,44.0,23.0,21.0,0.84,0.6,38.6,25.9,12.8,0.51,0.61,Matches
Óscar de Marcos,es ESP,DF,34.0,28,2258.0,81.0,66.0,25.1,26,84.0,21,2,36.0,4,1.75,46.0,27.0,19.0,0.76,0.37,35.9,31.1,4.8,0.19,-0.32,Matches
Iñigo Ruiz de Galarreta,es ESP,MF,29.0,29,2091.0,72.0,61.1,23.2,25,79.0,9,4,27.0,0,1.79,44.0,19.0,25.0,1.08,1.14,36.3,22.9,13.4,0.58,0.71,Matches
Oihan Sancet,es ESP,MF,23.0,30,1975.0,66.0,57.7,21.9,25,73.0,3,5,31.0,1,1.73,36.0,17.0,19.0,0.87,0.55,32.1,21.7,10.4,0.47,0.41,Matches
Iñigo Lekue,es ESP,DF,30.0,27,2002.0,74.0,58.5,22.2,22,83.0,18,5,35.0,9,1.89,34.0,23.0,11.0,0.49,-0.33,31.5,25.8,5.6,0.25,-0.11,Matches
Yuri Berchiche,es ESP,DF,33.0,27,1930.0,71.0,56.4,21.4,22,81.0,16,5,28.0,0,1.85,33.0,16.0,17.0,0.79,0.37,30.4,18.5,11.9,0.55,0.58,Matches
Mikel Vesga,es ESP,MF,30.0,27,1534.0,57.0,44.9,17.0,18,75.0,8,9,20.0,6,1.78,26.0,18.0,8.0,0.47,-0.29,25.0,21.5,3.6,0.21,-0.16,Matches
Beñat Prados,es ESP,"MF,DF",22.0,26,1449.0,56.0,42.4,16.1,16,79.0,5,10,19.0,12,1.65,26.0,15.0,11.0,0.68,0.09,21.5,19.2,2.3,0.14,-0.28,Matches
Álex Berenguer,es ESP,FW,28.0,35,1592.0,45.0,46.5,17.7,15,79.0,8,20,20.0,1,1.74,19.0,19.0,0.0,0.0,-1.18,19.2,17.1,2.1,0.12,-0.34,Matches
Yeray Álvarez,es ESP,DF,28.0,19,1152.0,61.0,33.7,12.8,14,72.0,8,5,30.0,3,1.84,19.0,12.0,7.0,0.55,-0.13,13.8,12.5,1.2,0.1,-0.31,Matches
Ander Herrera,es ESP,MF,33.0,23,1030.0,45.0,30.1,11.4,10,75.0,3,13,22.0,6,1.78,17.0,10.0,7.0,0.61,-0.03,13.7,11.2,2.5,0.22,-0.11,Matches
Unai Gómez,es ESP,MF,20.0,25,875.0,35.0,25.6,9.7,9,64.0,1,16,19.0,12,1.92,17.0,11.0,6.0,0.62,-0.02,12.2,9.4,2.8,0.28,-0.02,Matches
Dani García,es ESP,MF,33.0,17,745.0,44.0,21.8,8.3,7,81.0,3,10,18.0,11,1.71,7.0,11.0,-4.0,-0.48,-1.43,8.0,13.1,-5.1,-0.62,-1.18,Matches
Iker Muniain,es ESP,"MF,FW",30.0,20,594.0,30.0,17.4,6.6,5,61.0,0,15,19.0,15,1.8,12.0,14.0,-2.0,-0.3,-1.13,10.7,8.7,2.0,0.31,0.01,Matches
Imanol,es ESP,DF,23.0,9,525.0,58.0,15.4,5.8,5,84.0,3,4,27.0,26,1.56,10.0,7.0,3.0,0.51,-0.14,7.5,7.6,-0.1,-0.02,-0.38,Matches
Asier Villalibre,es ESP,FW,25.0,18,513.0,29.0,15.0,5.7,4,55.0,0,14,21.0,20,1.72,9.0,7.0,2.0,0.35,-0.33,7.6,6.7,1.0,0.17,-0.15,Matches
