Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Unai Simón,es ESP,GK,26.0,35.4,2,1,1,1,0,2,3,66.7,1,0,0,0,1,3,9,0,Matches
Iñaki Williams,gh GHA,FW,29.0,31.6,24,17,6,8,10,13,34,38.2,21,42,8,34,14,38,29,0,Matches
Daniel Vivian,es ESP,DF,24.0,32.0,42,28,29,11,2,28,45,62.2,17,49,25,24,31,73,104,0,Matches
Aitor Paredes,es ESP,DF,23.0,30.0,20,11,11,9,0,7,14,50.0,7,23,11,12,33,53,104,0,Matches
Gorka Guruzeta,es ESP,FW,26.0,24.6,34,23,6,25,3,9,30,30.0,21,36,2,34,17,51,23,0,Matches
Nico Williams,es ESP,FW,21.0,25.1,31,12,9,15,7,13,36,36.1,23,18,2,16,3,34,4,1,Matches
Óscar de Marcos,es ESP,DF,34.0,25.1,56,39,26,24,6,42,71,59.2,29,28,6,22,15,71,44,0,Matches
Iñigo Ruiz de Galarreta,es ESP,MF,29.0,23.2,49,31,15,26,8,24,49,49.0,25,18,5,13,12,61,17,0,Matches
Oihan Sancet,es ESP,MF,23.0,21.9,19,11,3,10,6,8,21,38.1,13,5,1,4,10,29,5,0,Matches
Iñigo Lekue,es ESP,DF,30.0,22.2,40,22,25,10,5,27,53,50.9,26,24,6,18,15,55,50,0,Matches
Yuri Berchiche,es ESP,DF,33.0,21.4,33,25,13,14,6,19,33,57.6,14,28,9,19,20,53,62,0,Matches
Mikel Vesga,es ESP,MF,30.0,17.0,40,20,11,23,6,19,49,38.8,30,19,7,12,32,72,35,1,Matches
Beñat Prados,es ESP,"MF,DF",22.0,16.1,45,28,11,23,11,23,42,54.8,19,32,5,27,23,68,27,0,Matches
Álex Berenguer,es ESP,FW,28.0,17.7,23,14,9,9,5,7,24,29.2,17,23,0,23,5,28,13,0,Matches
Yeray Álvarez,es ESP,DF,28.0,12.8,18,9,15,3,0,12,19,63.2,7,8,5,3,11,29,34,1,Matches
Ander Herrera,es ESP,MF,33.0,11.4,44,32,11,26,7,20,36,55.6,16,16,6,10,15,59,18,1,Matches
Unai Gómez,es ESP,MF,20.0,9.7,12,10,2,6,4,5,10,50.0,5,13,2,11,2,14,9,0,Matches
Dani García,es ESP,MF,33.0,8.3,17,11,4,7,6,12,24,50.0,12,9,3,6,8,25,11,0,Matches
Iker Muniain,es ESP,"MF,FW",30.0,6.6,5,1,2,3,0,1,3,33.3,2,4,1,3,0,5,0,0,Matches
Imanol,es ESP,DF,23.0,5.8,7,5,1,5,1,5,18,27.8,13,6,0,6,7,14,15,0,Matches
Asier Villalibre,es ESP,FW,25.0,5.7,2,1,0,0,2,2,2,100.0,0,2,1,1,0,2,6,0,Matches
Adu Ares,es ESP,FW,21.0,2.9,8,4,4,2,2,2,3,66.7,1,1,0,1,1,9,0,0,Matches
Julen Agirrezabala,es ESP,GK,22.0,2.6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Raúl García,es ESP,"FW,MF",37.0,4.7,9,6,2,4,3,4,9,44.4,5,10,1,9,3,12,9,0,Matches
Mikel Jauregizar,es ESP,MF,19.0,1.7,0,0,0,0,0,0,6,0.0,6,5,0,5,0,0,2,0,Matches
Peru Nolaskoain,es ESP,"DF,MF",24.0,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
Aingeru Olabarrieta,es ESP,FW,17.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,27.3,38.0,581,362,217,264,100,305,635,48.0,330,419,106,313,278,859,631,4,0
Opponent Total,0,0,26.9,38.0,715,428,371,284,60,349,687,50.8,338,411,119,292,370,1085,843,27,0
