Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Unai Simón,es ESP,GK,26.0,35.4,33,1,0,2,4,38.0,0.28,9.0,0.26,220,679,32.4,982,144,48.5,38.7,240,84.6,60.9,450,31,6.9,46,1.3,16.3,Matches
Julen Agirrezabala,es ESP,GK,22.0,2.6,4,0,0,0,0,2.4,0.2,-1.6,-0.61,18,49,36.7,78,20,35.9,32.4,22,95.5,64.5,41,2,4.9,3,1.13,15.3,Matches
Squad Total,0,0,27.3,38.0,37,1,0,2,4,40.4,0.28,7.4,0.2,238,728,32.7,1050,164,48.0,0.0,272,82.4,59.3,491,33,6.7,49,1.29,0.0,0
Opponent Total,0,0,26.9,38.0,61,3,0,6,2,59.7,0.34,0.7,0.02,216,576,37.5,1189,170,34.4,33.3,306,54.6,43.4,651,32,4.9,45,1.18,15.0,0
