Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches,League,Team,Playing Time MP
Alberto Reina,es ESP,MF,26-286,40.0,32,2987.0,33.2,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,1.7,1.7,4.1,5.7,43.0,165.0,48.0,0.03,0.03,0.06,0.03,0.06,0.05,0.12,0.17,0.05,0.17,Matches,Segunda Division,CD Mirandes,
Alvaro Sanz,es ESP,MF,23-128,41.0,28,2501.0,27.8,1.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,2.5,1.7,2.9,4.6,35.0,134.0,56.0,0.04,0.07,0.11,0.04,0.11,0.09,0.1,0.19,0.06,0.17,Matches,Segunda Division,CD Mirandes,
Tachi,es ESP,"MF,DF",26-285,30.0,25,2051.0,22.8,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.6,0.6,0.9,1.5,5.0,71.0,12.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.06,0.03,0.06,Matches,Segunda Division,CD Mirandes,
Rubén,es ESP,DF,23-138,21.0,19,1595.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,2.3,3.0,56.0,40.0,111.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.17,0.04,0.17,Matches,Segunda Division,CD Mirandes,
Juan María,es ESP,"DF,MF",23-137,30.0,18,1552.0,17.2,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.8,1.8,1.8,3.6,18.0,64.0,62.0,0.06,0.12,0.17,0.06,0.17,0.1,0.11,0.21,0.1,0.21,Matches,Segunda Division,CD Mirandes,
Javi Martón,es ESP,FW,25-046,20.0,16,1218.0,13.5,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,4.3,4.3,1.1,5.5,8.0,21.0,54.0,0.3,0.0,0.3,0.3,0.3,0.32,0.08,0.41,0.32,0.41,Matches,Segunda Division,CD Mirandes,
Pablo Tomeo,es ESP,"MF,DF",24-150,29.0,15,1413.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.3,0.3,0.1,0.4,6.0,30.0,6.0,0.06,0.0,0.06,0.06,0.06,0.02,0.0,0.02,0.02,0.02,Matches,Segunda Division,CD Mirandes,
Barbu,es ESP,DF,23-027,24.0,14,1302.0,14.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,0.1,0.8,9.0,37.0,1.0,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,Matches,Segunda Division,CD Mirandes,
Mathis Lachuer,fr FRA,MF,23-295,23.0,13,1152.0,12.8,1.0,2.0,3.0,1.0,0.0,0.0,6.0,1.0,0.5,0.5,0.7,1.1,12.0,47.0,6.0,0.08,0.16,0.23,0.08,0.23,0.04,0.05,0.09,0.04,0.09,Matches,Segunda Division,CD Mirandes,
Antonino La Gumina,it ITA,FW,28-107,16.0,11,919.0,10.2,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,1.7,0.9,0.8,1.7,6.0,9.0,26.0,0.1,0.1,0.2,0.0,0.1,0.17,0.07,0.24,0.09,0.17,Matches,Segunda Division,CD Mirandes,
Luis López,es ESP,GK,23-044,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,CD Mirandes,
Diego Moreno,es ESP,DF,23-000,10.0,5,542.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.3,17.0,18.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Segunda Division,CD Mirandes,
Miguel Baeza,es ESP,"MF,FW",24-086,7.0,4,320.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,3.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.15,0.06,0.21,0.15,0.21,Matches,Segunda Division,CD Mirandes,
Alan Godoy,es ESP,FW,21-048,10.0,3,363.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.1,1.0,3.0,5.0,22.0,0.25,0.0,0.25,0.25,0.25,0.22,0.03,0.25,0.22,0.25,Matches,Segunda Division,CD Mirandes,
Houboulang Mendes,gw GNB,DF,26-048,5.0,3,259.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Segunda Division,CD Mirandes,
Ivan Durdov,hr CRO,FW,23-340,20.0,2,389.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,0.5,2.1,1.0,3.0,15.0,0.23,0.0,0.23,0.23,0.23,0.35,0.12,0.48,0.35,0.48,Matches,Segunda Division,CD Mirandes,
Nikita Iosifov,ru RUS,"FW,MF",23-071,6.0,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,7.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,Matches,Segunda Division,CD Mirandes,
Lauti,uy URU,"FW,MF",23-133,13.0,1,314.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.0,0.6,6.0,9.0,16.0,0.29,0.0,0.29,0.29,0.29,0.18,0.0,0.18,0.18,0.18,Matches,Segunda Division,CD Mirandes,
David Vicente,es ESP,"MF,DF",25-059,9.0,1,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,CD Mirandes,
Ibrahima Kebe,ml MLI,MF,23-324,4.0,1,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,CD Mirandes,
Daniel Luna,co COL,"MF,FW",21-045,9.0,0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.07,0.39,0.46,0.07,0.46,Matches,Segunda Division,CD Mirandes,
Diogo Verdasca,pt POR,DF,27-239,2.0,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,CD Mirandes,
Ekhiotz Orobio,es ESP,FW,22-047,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,CD Mirandes,
Diego Rosales,es ESP,DF,21-053,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,CD Mirandes,
Iago Domínguez,es ESP,GK,22-212,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,CD Mirandes,
Asier Ortiz de Guinea,es ESP,MF,22-042,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,CD Mirandes,
Andoni Zubiaurre,es ESP,GK,27-200,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,CD Mirandes,
Luca Zidane,fr FRA,GK,26-039,42.0,42,3780.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Eibar,
Anaitz Arbilla,es ESP,DF,37-037,41.0,39,3513.0,39.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,1.1,1.9,31.0,189.0,3.0,0.03,0.03,0.05,0.03,0.05,0.02,0.03,0.05,0.02,0.05,Matches,Segunda Division,Eibar,
Matheus Pereira da Silva,br BRA,MF,26-117,40.0,39,3377.0,37.5,1.0,7.0,8.0,1.0,0.0,0.0,11.0,0.0,1.5,1.5,3.0,4.5,68.0,317.0,78.0,0.03,0.19,0.21,0.03,0.21,0.04,0.08,0.12,0.04,0.12,Matches,Segunda Division,Eibar,
Mario Soriano,es ESP,MF,22-060,41.0,38,3031.0,33.7,3.0,4.0,7.0,3.0,0.0,0.0,4.0,0.0,3.7,3.7,3.8,7.5,75.0,152.0,162.0,0.09,0.12,0.21,0.09,0.21,0.11,0.11,0.22,0.11,0.22,Matches,Segunda Division,Eibar,
Stoichkov,es ESP,FW,30-229,39.0,37,3070.0,34.1,12.0,7.0,19.0,12.0,0.0,2.0,5.0,0.0,14.2,12.7,4.7,17.3,35.0,65.0,294.0,0.35,0.21,0.56,0.35,0.56,0.42,0.14,0.55,0.37,0.51,Matches,Segunda Division,Eibar,
Álvaro Tejero,es ESP,DF,27-337,36.0,34,3005.0,33.4,2.0,7.0,9.0,2.0,0.0,0.0,6.0,0.0,2.0,1.9,4.5,6.5,92.0,188.0,239.0,0.06,0.21,0.27,0.06,0.27,0.06,0.13,0.19,0.06,0.19,Matches,Segunda Division,Eibar,
Juan Berrocal,es ESP,DF,25-048,34.0,34,2875.0,31.9,1.0,0.0,1.0,1.0,0.0,0.0,10.0,4.0,0.5,0.5,0.2,0.7,17.0,120.0,2.0,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.02,0.02,0.02,Matches,Segunda Division,Eibar,
Ager Aketxe,es ESP,"FW,MF",30-174,40.0,34,2770.0,30.8,11.0,6.0,17.0,6.0,5.0,5.0,4.0,0.0,7.8,3.8,5.1,8.9,47.0,242.0,230.0,0.36,0.19,0.55,0.19,0.39,0.25,0.17,0.42,0.12,0.29,Matches,Segunda Division,Eibar,
Jon Bautista,es ESP,FW,28-354,34.0,27,2297.0,25.5,17.0,2.0,19.0,17.0,0.0,0.0,6.0,0.0,10.1,10.1,2.6,12.7,37.0,28.0,160.0,0.67,0.08,0.74,0.67,0.74,0.4,0.1,0.5,0.4,0.5,Matches,Segunda Division,Eibar,
Cristian Gutierrez,es ESP,DF,23-204,35.0,24,2055.0,22.8,0.0,6.0,6.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,3.2,3.5,60.0,61.0,180.0,0.0,0.26,0.26,0.0,0.26,0.01,0.14,0.16,0.01,0.16,Matches,Segunda Division,Eibar,
Sergio Álvarez,es ESP,"MF,DF",32-150,34.0,22,2113.0,23.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.6,0.6,0.6,1.1,15.0,112.0,10.0,0.04,0.0,0.04,0.04,0.04,0.02,0.02,0.05,0.02,0.05,Matches,Segunda Division,Eibar,
José Corpas,es ESP,"FW,DF",32-350,37.0,22,2073.0,23.0,6.0,3.0,9.0,3.0,3.0,3.0,8.0,1.0,5.5,3.2,2.3,5.5,41.0,82.0,195.0,0.26,0.13,0.39,0.13,0.26,0.24,0.1,0.34,0.14,0.24,Matches,Segunda Division,Eibar,
José Antonio Ríos,es ESP,DF,34-042,28.0,17,1666.0,18.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.7,1.0,20.0,68.0,105.0,0.0,0.11,0.11,0.0,0.11,0.01,0.04,0.05,0.01,0.05,Matches,Segunda Division,Eibar,
Unai Vencedor Paris,es ESP,MF,23-219,38.0,14,1358.0,15.1,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.6,0.6,2.0,2.6,26.0,110.0,28.0,0.13,0.2,0.33,0.13,0.33,0.04,0.13,0.17,0.04,0.17,Matches,Segunda Division,Eibar,
Peru Nolaskoain,es ESP,MF,25-240,16.0,11,1027.0,11.4,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.2,0.2,0.5,0.7,7.0,67.0,18.0,0.18,0.09,0.26,0.18,0.26,0.02,0.04,0.06,0.02,0.06,Matches,Segunda Division,Eibar,
Frederico Venâncio,pt POR,DF,31-138,19.0,10,1005.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,12.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Segunda Division,Eibar,
Quique,es ESP,FW,34-036,15.0,7,573.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.6,1.6,0.1,1.8,9.0,7.0,33.0,0.16,0.0,0.16,0.16,0.16,0.25,0.02,0.27,0.25,0.27,Matches,Segunda Division,Eibar,
Yanis Rahmani,fr FRA,FW,29-039,16.0,5,556.0,6.2,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,1.0,2.8,25.0,23.0,70.0,0.32,0.16,0.49,0.32,0.49,0.29,0.16,0.45,0.29,0.45,Matches,Segunda Division,Eibar,
Sergio León,es ESP,FW,35-167,15.0,4,399.0,4.4,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,0.3,2.2,5.0,9.0,28.0,0.68,0.23,0.9,0.68,0.9,0.44,0.06,0.5,0.44,0.5,Matches,Segunda Division,Eibar,
Konrad De La Fuente,us USA,"FW,MF",22-341,19.0,1,372.0,4.1,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.2,2.2,0.7,2.9,25.0,6.0,36.0,0.73,0.24,0.97,0.73,0.97,0.53,0.17,0.7,0.53,0.7,Matches,Segunda Division,Eibar,
Rober Correa,es ESP,DF,31-275,6.0,1,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,2.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Segunda Division,Eibar,
Angel Troncho,es ESP,"FW,DF",21-263,5.0,0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,4.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches,Segunda Division,Eibar,
Yacine Qasmi,ma MAR,FW,33-170,11.0,0,76.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,0.0,1.0,5.0,1.18,0.0,1.18,1.18,1.18,0.47,0.0,0.47,0.47,0.47,Matches,Segunda Division,Eibar,
Jorge Yriarte,ve VEN,MF,24-109,5.0,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,Segunda Division,Eibar,
Ander Madariaga,es ESP,"MF,FW",22-102,4.0,0,53.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.7,1.7,0.0,1.7,0.0,0.3,0.3,0.0,0.3,Matches,Segunda Division,Eibar,
Stefan Simić,cz CZE,DF,29-153,1.0,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,Segunda Division,Eibar,
Iker Alday,es ESP,"FW,DF",21-172,2.0,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Eibar,
Arana,es ESP,FW,24-134,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Eibar,
Hodei Arrillaga,0,DF,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Eibar,
Oscar Carrasco Sojo,es ESP,MF,21-298,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Eibar,
Franchu Feuillassier,ar ARG,MF,26-040,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Eibar,
Ibon Ispizua,es ESP,GK,21-074,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Eibar,
Aritz Muguruza,es ESP,DF,22-172,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Eibar,
Eric Pérez,es ESP,FW,23-034,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Eibar,
Yoel,es ESP,GK,35-298,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Eibar,
Nicolás Ezequiel Fernández,ar ARG,"MF,FW",24-162,40.0,39,3252.0,36.1,4.0,1.0,5.0,4.0,0.0,0.0,14.0,0.0,4.3,4.3,5.5,9.8,128.0,161.0,242.0,0.11,0.03,0.14,0.11,0.14,0.12,0.15,0.27,0.12,0.27,Matches,Segunda Division,Elche,
Pedro Bigas,es ESP,DF,33-280,38.0,38,3134.0,34.8,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,2.3,2.3,0.9,3.2,32.0,115.0,4.0,0.03,0.03,0.06,0.03,0.06,0.07,0.03,0.09,0.07,0.09,Matches,Segunda Division,Elche,
Tete Morente,es ESP,"MF,DF",27-200,39.0,37,3241.0,36.0,8.0,2.0,10.0,7.0,1.0,1.0,4.0,0.0,6.1,5.3,3.8,9.1,128.0,144.0,433.0,0.22,0.06,0.28,0.19,0.25,0.17,0.11,0.27,0.15,0.25,Matches,Segunda Division,Elche,
Carlos Clerc,es ESP,DF,32-121,34.0,34,3012.0,33.5,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,1.8,2.2,78.0,221.0,46.0,0.0,0.06,0.06,0.0,0.06,0.01,0.05,0.07,0.01,0.07,Matches,Segunda Division,Elche,
Mario Gaspar,es ESP,"DF,MF",33-210,32.0,32,2703.0,30.0,3.0,0.0,3.0,3.0,0.0,0.0,7.0,1.0,2.3,2.3,1.2,3.5,27.0,86.0,50.0,0.1,0.0,0.1,0.1,0.1,0.08,0.04,0.12,0.08,0.12,Matches,Segunda Division,Elche,
Nicolás Castro,ar ARG,MF,23-233,38.0,31,2572.0,28.6,5.0,5.0,10.0,4.0,1.0,1.0,5.0,1.0,6.1,5.3,4.4,9.7,62.0,176.0,95.0,0.17,0.17,0.35,0.14,0.31,0.21,0.15,0.37,0.19,0.34,Matches,Segunda Division,Elche,
Aleix Febas,es ESP,MF,28-140,39.0,26,2517.0,28.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,2.6,3.5,70.0,142.0,85.0,0.0,0.07,0.07,0.0,0.07,0.03,0.09,0.12,0.03,0.12,Matches,Segunda Division,Elche,
Mourad El Ghezouani,ma MAR,FW,26-025,37.0,26,2235.0,24.8,5.0,1.0,6.0,4.0,1.0,1.0,5.0,0.0,8.2,7.4,1.6,9.1,9.0,17.0,82.0,0.2,0.04,0.24,0.16,0.2,0.33,0.07,0.4,0.3,0.36,Matches,Segunda Division,Elche,
Josan,es ESP,DF,34-201,32.0,26,2163.0,24.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,1.6,1.6,4.4,5.9,94.0,134.0,100.0,0.0,0.08,0.08,0.0,0.08,0.07,0.18,0.25,0.07,0.25,Matches,Segunda Division,Elche,
Matías Dituro,ar ARG,GK,37-044,21.0,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Elche,
John Donald,es ESP,"MF,DF",23-296,20.0,19,1704.0,18.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.2,1.2,11.0,70.0,8.0,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06,Matches,Segunda Division,Elche,
Sergio Carreira,es ESP,"DF,MF",23-252,20.0,16,1486.0,16.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.4,1.9,34.0,77.0,66.0,0.0,0.06,0.06,0.0,0.06,0.03,0.08,0.12,0.03,0.12,Matches,Segunda Division,Elche,
Óscar Plano,es ESP,"FW,MF",33-131,28.0,14,1356.0,15.1,7.0,0.0,7.0,6.0,1.0,1.0,0.0,0.0,5.3,4.5,0.9,5.4,27.0,83.0,74.0,0.46,0.0,0.46,0.4,0.4,0.35,0.06,0.41,0.3,0.36,Matches,Segunda Division,Elche,
San Román,es ESP,GK,26-343,14.0,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Elche,
Fidel,es ESP,"MF,FW",34-238,17.0,12,935.0,10.4,1.0,2.0,3.0,0.0,1.0,1.0,3.0,0.0,2.0,1.2,1.7,2.9,43.0,107.0,81.0,0.1,0.19,0.29,0.0,0.19,0.19,0.16,0.36,0.12,0.28,Matches,Segunda Division,Elche,
Rodrigo Mendoza,es ESP,MF,19-098,23.0,10,1015.0,11.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.6,2.6,1.6,4.2,28.0,34.0,73.0,0.09,0.0,0.09,0.09,0.09,0.23,0.14,0.37,0.23,0.37,Matches,Segunda Division,Elche,
José Salinas,es ESP,"DF,MF",23-265,21.0,10,986.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,25.0,50.0,49.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches,Segunda Division,Elche,
Édgar Badía,es ESP,GK,32-130,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Segunda Division,Elche,
Arnau Puigmal,es ESP,"MF,DF",23-163,13.0,7,592.0,6.6,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,1.4,2.2,6.0,9.0,66.0,0.0,0.61,0.61,0.0,0.61,0.13,0.21,0.33,0.13,0.33,Matches,Segunda Division,Elche,
Borja Garcés,es ESP,FW,24-320,25.0,5,609.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.4,2.4,0.1,2.5,2.0,7.0,29.0,0.15,0.0,0.15,0.15,0.15,0.36,0.01,0.37,0.36,0.37,Matches,Segunda Division,Elche,
Sergio Bermejo,es ESP,"MF,FW",26-309,12.0,5,508.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.2,0.7,19.0,31.0,23.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.12,0.08,0.12,Matches,Segunda Division,Elche,
Sergio León,es ESP,FW,35-167,12.0,5,488.0,5.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.1,2.1,0.5,2.6,6.0,7.0,28.0,0.37,0.0,0.37,0.37,0.37,0.39,0.1,0.49,0.39,0.49,Matches,Segunda Division,Elche,
Raúl Guti,es ESP,"MF,FW",27-174,11.0,4,392.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.21,0.02,0.24,0.21,0.24,Matches,Segunda Division,Elche,
Álex Martín,es ESP,"DF,MF",26-148,5.0,4,316.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Segunda Division,Elche,
Jhegson Méndez,ec ECU,MF,27-056,4.0,4,299.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,Matches,Segunda Division,Elche,
Diego González,es ESP,DF,29-145,10.0,3,410.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,Matches,Segunda Division,Elche,
