Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Nico Schlotterbeck,de GER,DF,23.0,31.8,3024,330,1351,1543,155,39,3024,17,8,47.1,7,41.2,1883,9985,6376,55,42,2,19,3,2160,11,Matches
Gregor Kobel,ch SUI,GK,25.0,26.3,1239,945,1232,8,0,0,1239,1,1,100.0,0,0.0,746,3692,1728,0,0,0,0,0,731,0,Matches
Niclas Füllkrug,de GER,FW,30.0,24.6,782,31,71,353,360,105,779,20,5,25.0,10,50.0,409,1511,560,17,16,11,50,23,620,119,Matches
Julian Brandt,de GER,"MF,FW",27.0,24.7,1547,28,196,682,679,57,1547,67,27,40.3,38,56.7,884,5436,2228,74,58,17,44,42,1108,158,Matches
Marcel Sabitzer,at AUT,MF,29.0,21.8,1305,69,271,694,346,56,1304,30,11,36.7,15,50.0,711,3258,1767,39,21,7,23,14,883,69,Matches
Emre Can,de GER,"MF,DF",29.0,21.7,1702,102,568,972,177,18,1700,29,15,51.7,11,37.9,969,5308,2363,35,16,3,29,21,1173,18,Matches
Donyell Malen,nl NED,"FW,MF",24.0,19.8,800,10,78,262,475,118,800,95,42,44.2,40,42.1,558,3933,1957,73,49,45,51,39,631,163,Matches
Julian Ryerson,no NOR,DF,25.0,19.6,1346,60,430,588,343,32,1346,40,16,40.0,18,45.0,813,4244,2096,41,41,6,29,26,867,118,Matches
Mats Hummels,de GER,DF,34.0,17.6,1649,167,698,888,76,20,1649,7,2,28.6,4,57.1,1095,5594,3224,11,13,1,7,6,1183,1,Matches
Marco Reus,de GER,"MF,FW",34.0,17.8,907,31,150,404,363,77,907,21,8,38.1,10,47.6,497,2587,1275,31,33,7,42,15,633,89,Matches
Ian Maatsen,nl NED,DF,21.0,14.0,1216,40,320,645,268,23,1216,23,13,56.5,10,43.5,738,4424,2362,41,23,8,23,9,849,49,Matches
Niklas Süle,de GER,DF,27.0,16.8,1656,179,749,851,63,11,1656,4,3,75.0,1,25.0,1062,5019,2689,19,13,0,3,6,1266,9,Matches
Jamie Bynoe-Gittens,eng ENG,"FW,MF",18.0,11.8,574,10,68,213,308,67,574,99,43,43.4,42,42.4,399,3408,1669,64,50,40,35,31,434,105,Matches
Salih Özcan,tr TUR,MF,25.0,13.2,933,34,212,613,111,3,933,11,6,54.5,4,36.4,486,2247,1091,16,15,0,13,7,617,24,Matches
