Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Nico Schlotterbeck,de GER,DF,23.0,31.8,4,0,0,17,32,0,8,45,50,1,0,1,245,58,41,58.6,Matches
Gregor Kobel,ch SUI,GK,25.0,26.3,1,0,0,2,3,0,0,0,0,0,2,0,41,5,0,100.0,Matches
Niclas Füllkrug,de GER,FW,30.0,24.6,1,0,0,26,37,11,5,2,2,0,0,0,39,67,104,39.2,Matches
Julian Brandt,de GER,"MF,FW",27.0,24.7,2,0,0,8,15,5,165,8,14,0,0,0,117,9,28,24.3,Matches
Marcel Sabitzer,at AUT,MF,29.0,21.8,3,1,0,15,28,1,30,12,24,0,0,0,89,6,20,23.1,Matches
Emre Can,de GER,"MF,DF",29.0,21.7,5,0,0,27,23,0,2,22,45,0,0,0,156,29,21,58.0,Matches
Donyell Malen,nl NED,"FW,MF",24.0,19.8,5,0,0,11,24,3,39,2,7,1,0,0,71,7,19,26.9,Matches
Julian Ryerson,no NOR,DF,25.0,19.6,3,0,0,18,25,0,40,10,23,0,0,0,121,8,12,40.0,Matches
Mats Hummels,de GER,DF,34.0,17.6,4,1,0,12,9,0,3,33,34,0,2,0,99,38,24,61.3,Matches
Marco Reus,de GER,"MF,FW",34.0,17.8,2,0,0,21,21,4,32,5,25,0,0,0,58,13,18,41.9,Matches
Ian Maatsen,nl NED,DF,21.0,14.0,5,0,0,19,9,0,26,13,22,0,0,0,79,2,9,18.2,Matches
Niklas Süle,de GER,DF,27.0,16.8,0,0,0,9,1,0,2,25,10,0,0,0,83,22,14,61.1,Matches
Jamie Bynoe-Gittens,eng ENG,"FW,MF",18.0,11.8,1,0,0,12,25,0,13,4,7,2,0,0,37,4,10,28.6,Matches
Salih Özcan,tr TUR,MF,25.0,13.2,3,0,0,22,22,2,1,17,12,0,0,0,86,16,15,51.6,Matches
Marius Wolf,de GER,DF,28.0,13.0,2,0,0,12,7,1,45,8,12,0,1,0,79,6,8,42.9,Matches
Ramy Bensebaini,dz ALG,DF,28.0,11.5,4,1,1,15,29,0,21,16,21,0,0,1,84,18,13,58.1,Matches
Jadon Sancho,eng ENG,"FW,MF",23.0,10.5,1,0,0,3,10,3,29,4,4,1,0,0,40,1,1,50.0,Matches
Felix Nmecha,de GER,MF,22.0,11.3,3,0,0,9,27,1,3,11,13,0,0,0,47,20,8,71.4,Matches
Karim Adeyemi,de GER,"FW,MF",21.0,10.1,6,1,1,20,19,1,25,3,14,0,0,0,60,14,9,60.9,Matches
Alexander Meyer,de GER,GK,32.0,7.7,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0.0,Matches
Thomas Meunier,be BEL,DF,31.0,6.5,0,0,0,10,0,0,17,4,1,0,0,0,43,7,6,53.8,Matches
Sébastien Haller,ci CIV,FW,29.0,4.4,2,0,0,8,10,3,0,0,0,0,1,0,10,19,21,47.5,Matches
Youssoufa Moukoko,de GER,FW,18.0,6.9,1,0,0,8,2,7,4,2,1,0,0,0,21,6,10,37.5,Matches
Mateu Morey,es ESP,DF,23.0,1.2,0,0,0,3,5,1,1,1,2,0,0,0,7,2,2,50.0,Matches
Gio Reyna,us USA,"MF,FW",20.0,3.1,1,0,0,2,5,1,4,2,6,0,0,0,19,4,5,44.4,Matches
Antonios Papadopoulos,de GER,DF,23.0,1.3,0,0,0,1,1,0,0,2,3,0,0,0,7,5,4,55.6,Matches
Kjell-Arik Wätjen,de GER,"MF,FW",17.0,1.2,0,0,0,1,1,0,0,0,2,0,0,0,9,0,1,0.0,Matches
Ole Pohlmann,de GER,MF,22.0,0.6,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,100.0,Matches
Samuel Bamba,de GER,FW,19.0,0.5,0,0,0,1,1,0,4,0,1,0,0,0,1,0,0,0.0,Matches
Hendry Blank,de GER,DF,18.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50.0,Matches
Julien Duranville,be BEL,"FW,MF",17.0,0.1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Thorgan Hazard,be BEL,DF,30.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Squad Total,0,0,26.8,34.0,59,4,2,315,391,44,522,251,356,5,6,2,1763,390,426,47.8,0
Opponent Total,0,0,26.6,34.0,70,1,0,406,301,90,602,336,376,5,6,0,1755,426,389,52.3,0
