Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Nico Schlotterbeck,de GER,DF,23.0,31.8,2,27,6,22.2,0.85,0.19,0.07,0.33,13.4,0,0,0,3.0,3.0,0.11,-1.0,-1.0,Matches
Gregor Kobel,ch SUI,GK,25.0,26.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Niclas Füllkrug,de GER,FW,30.0,24.6,12,50,23,46.0,2.03,0.94,0.18,0.39,12.2,0,3,3,12.4,10.0,0.2,-0.4,-1.0,Matches
Julian Brandt,de GER,"MF,FW",27.0,24.7,7,33,16,48.5,1.34,0.65,0.21,0.44,19.1,2,0,0,4.4,4.4,0.13,2.6,2.6,Matches
Marcel Sabitzer,at AUT,MF,29.0,21.8,4,46,19,41.3,2.11,0.87,0.07,0.16,22.6,5,1,1,3.6,2.8,0.06,0.4,0.2,Matches
Emre Can,de GER,"MF,DF",29.0,21.7,2,15,1,6.7,0.69,0.05,0.0,0.0,27.4,0,2,2,2.2,0.6,0.04,-0.2,-0.6,Matches
Donyell Malen,nl NED,"FW,MF",24.0,19.8,13,72,36,50.0,3.64,1.82,0.18,0.36,16.5,2,0,0,9.5,9.5,0.14,3.5,3.5,Matches
Julian Ryerson,no NOR,DF,25.0,19.6,4,18,8,44.4,0.92,0.41,0.22,0.5,19.5,0,0,0,1.8,1.8,0.1,2.2,2.2,Matches
Mats Hummels,de GER,DF,34.0,17.6,3,16,6,37.5,0.91,0.34,0.19,0.5,11.7,0,0,0,3.2,3.2,0.23,-0.2,-0.2,Matches
Marco Reus,de GER,"MF,FW",34.0,17.8,6,42,20,47.6,2.36,1.12,0.14,0.3,14.2,8,0,0,6.5,6.5,0.16,-0.5,-0.5,Matches
