Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Juan Soriano,es ESP,GK,26-303,39.2,776,1242,62.5,27106,22180,106,106,100.0,287,292,98.3,381,836,45.6,0,0.2,0.1,-0.2,1,48,1,0,0,Matches
Roberto López,es ESP,"FW,MF",24-058,31.7,1123,1489,75.4,19492,4370,542,639,84.8,396,489,81.0,144,264,54.5,4,5.1,5.6,-1.1,50,88,30,7,122,Matches
Álex Corredera,es ESP,MF,28-094,36.2,1524,1753,86.9,25483,6294,730,792,92.2,632,686,92.1,125,190,65.8,1,2.9,3.4,-1.9,35,145,18,3,185,Matches
Jérémy Mellot,fr FRA,DF,30-085,31.9,1291,1718,75.1,23029,9262,560,648,86.4,585,722,81.0,128,295,43.4,2,1.6,1.9,0.4,23,118,27,12,130,Matches
Enric Gallego,es ESP,FW,37-283,26.7,336,585,57.4,4709,1184,196,298,65.8,99,171,57.9,20,32,62.5,2,3.5,2.4,-1.5,37,34,17,2,45,Matches
Jose Amo,es ESP,DF,26-073,27.6,1098,1347,81.5,22383,9662,304,340,89.4,661,730,90.5,125,248,50.4,0,0.3,0.4,-0.3,4,103,3,0,106,Matches
Sergio González,es ESP,"MF,DF",27-038,26.7,1005,1218,82.5,18777,6386,377,430,87.7,503,559,90.0,109,178,61.2,1,0.6,1.1,0.4,9,83,4,0,93,Matches
José León Bernal,es ESP,DF,29-139,24.2,842,1065,79.1,17904,6796,223,271,82.3,482,540,89.3,132,232,56.9,0,0.0,0.2,0.0,1,77,5,0,63,Matches
Luismi,es ESP,"MF,FW",23-029,22.2,473,632,74.8,7666,2272,242,287,84.3,179,216,82.9,37,76,48.7,3,3.8,3.5,-0.8,37,46,30,6,79,Matches
Aitor Sanz,es ESP,MF,39-282,18.4,715,874,81.8,13507,4438,290,333,87.1,316,365,86.6,96,137,70.1,0,0.4,0.5,-0.4,9,96,6,1,90,Matches
Fernando Medrano,es ESP,DF,24-087,17.1,599,823,72.8,10081,4182,312,364,85.7,228,295,77.3,49,116,42.2,2,2.3,1.6,-0.3,13,42,14,4,68,Matches
Ángel Rodríguez,es ESP,FW,37-056,20.5,275,365,75.3,4337,622,153,191,80.1,85,106,80.2,27,31,87.1,1,1.1,1.3,-0.1,12,20,3,0,30,Matches
Nacho,es ESP,DF,35-106,19.6,782,1086,72.0,13981,5429,364,417,87.3,303,394,76.9,97,210,46.2,2,1.8,2.6,0.2,32,57,36,18,85,Matches
Waldo Rubio,es ESP,"MF,FW",28-309,15.3,414,661,62.6,6835,2166,223,292,76.4,149,226,65.9,36,90,40.0,4,2.2,2.0,1.8,20,35,32,11,61,Matches
Loïc Williams,es ESP,DF,22-166,15.3,550,692,79.5,10285,3737,194,226,85.8,303,345,87.8,46,100,46.0,0,0.3,0.3,-0.3,2,37,3,0,42,Matches
Aitor Buñuel,es ESP,DF,26-132,17.1,620,856,72.4,10163,3500,313,361,86.7,238,310,76.8,53,133,39.8,0,0.9,1.6,-0.9,19,36,23,17,51,Matches
Teto,es ESP,"MF,FW",22-221,13.6,315,395,79.7,4756,915,170,200,85.0,104,117,88.9,23,35,65.7,2,1.5,1.1,0.5,13,30,7,2,37,Matches
Yann Bodiger,fr FRA,MF,29-133,12.1,505,629,80.3,8299,2590,236,278,84.9,225,259,86.9,32,56,57.1,1,0.4,0.4,0.6,7,69,5,1,61,Matches
Nikola Šipčić,me MNE,DF,29-035,10.4,370,463,79.9,7277,2530,114,131,87.0,217,254,85.4,36,68,52.9,0,0.1,0.1,-0.1,1,23,0,0,32,Matches
