Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Juan Soriano,es ESP,GK,26-303,39.2,1242,776,461,160,0,1,0,1,0,0,0,0,776,5,1,Matches
Roberto López,es ESP,"FW,MF",24-058,31.7,1489,1267,216,69,6,16,140,7,89,33,35,0,1123,6,29,Matches
Álex Corredera,es ESP,MF,28-094,36.2,1753,1657,90,59,5,11,52,6,22,8,10,0,1524,6,27,Matches
Jérémy Mellot,fr FRA,DF,30-085,31.9,1718,1447,265,27,0,8,66,238,0,0,0,0,1291,6,24,Matches
Enric Gallego,es ESP,FW,37-283,26.7,585,573,4,0,3,2,9,1,0,0,0,0,336,8,16,Matches
Jose Amo,es ESP,DF,26-073,27.6,1347,1307,35,30,1,13,1,2,0,0,0,0,1098,5,4,Matches
Sergio González,es ESP,"MF,DF",27-038,26.7,1218,1185,30,29,1,9,7,1,0,0,0,0,1005,3,25,Matches
José León Bernal,es ESP,DF,29-139,24.2,1065,1026,34,28,0,9,1,6,0,0,0,0,842,5,7,Matches
Luismi,es ESP,"MF,FW",23-029,22.2,632,598,30,6,11,5,40,13,7,3,2,0,473,4,22,Matches
Aitor Sanz,es ESP,MF,39-282,18.4,874,851,18,17,3,11,5,0,0,0,0,0,715,5,14,Matches
Fernando Medrano,es ESP,DF,24-087,17.1,823,669,148,11,1,1,25,137,0,0,0,0,599,6,21,Matches
Ángel Rodríguez,es ESP,FW,37-056,20.5,365,343,20,0,1,3,8,4,0,0,0,0,275,2,18,Matches
Nacho,es ESP,DF,35-106,19.6,1086,854,221,26,2,1,109,167,28,11,14,0,782,11,26,Matches
Waldo Rubio,es ESP,"MF,FW",28-309,15.3,661,618,37,1,6,11,77,22,14,6,3,0,414,6,29,Matches
Loïc Williams,es ESP,DF,22-166,15.3,692,652,38,24,1,5,1,14,0,0,0,0,550,2,9,Matches
Aitor Buñuel,es ESP,DF,26-132,17.1,856,685,168,6,0,2,57,159,3,1,0,0,620,3,25,Matches
Teto,es ESP,"MF,FW",22-221,13.6,395,385,10,1,1,4,15,1,4,2,1,0,315,0,20,Matches
Yann Bodiger,fr FRA,MF,29-133,12.1,629,600,25,20,2,1,4,5,0,0,0,0,505,4,12,Matches
Nikola Šipčić,me MNE,DF,29-035,10.4,463,451,10,9,0,2,0,1,0,0,0,0,370,2,3,Matches
Yanis Rahmani,fr FRA,"MF,FW",29-039,9.3,241,227,13,1,0,2,15,10,2,0,1,0,164,1,9,Matches
Elady Zorrilla,es ESP,"MF,FW",33-344,5.7,171,164,5,1,1,5,17,3,1,0,1,0,119,2,3,Matches
Álvaro Jiménez,es ESP,MF,29-033,4.2,122,110,12,3,0,1,19,2,7,1,3,0,76,0,6,Matches
Jesús Belza,es ESP,"MF,FW",20-116,3.5,150,142,8,0,0,0,8,7,1,1,0,0,113,0,4,Matches
Dauda Mohammed,gh GHA,"MF,FW",26-122,4.0,113,108,3,1,0,1,7,1,1,1,0,0,77,2,4,Matches
Tomeu Nadal,es ESP,GK,35-134,2.8,78,43,35,5,0,0,0,0,0,0,0,0,51,0,0,Matches
Alassán,es ESP,"FW,MF",21-283,2.1,50,50,0,0,0,0,8,0,0,0,0,0,31,0,0,Matches
Álvaro Romero,es ESP,"MF,FW",28-040,1.1,35,33,2,1,0,0,1,0,0,0,0,0,27,0,2,Matches
Dylan,es ESP,FW,18-041,0.4,26,24,1,0,1,0,0,0,0,0,0,0,18,1,3,Matches
Etyan,es ESP,"FW,MF",22-015,0.3,11,10,0,0,0,0,1,0,0,0,0,0,2,1,0,Matches
Cacho Guzmán,es ESP,MF,21-326,0.3,10,9,0,0,0,0,0,0,0,0,0,0,6,1,0,Matches
Daniel Fernández,es ESP,FW,16-147,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Javier Alonso,es ESP,MF,25-325,0.2,23,23,0,0,0,0,0,0,0,0,0,0,19,0,0,Matches
Salifo Caropitche,gw GNB,"MF,FW",23-002,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Pablo Hernández,0,MF,0,0.1,13,12,1,1,0,0,0,0,0,0,0,0,13,0,0,Matches
Squad Total,0,0,28.8,42.0,18939,16902,1940,536,46,124,693,808,179,67,70,0,14332,97,363,0
Opponent Total,0,0,27.6,42.0,19450,17122,2243,703,34,176,790,929,213,69,65,3,14823,85,403,0
