Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Juan Soriano,es ESP,GK,26-303,39.2,6,0.15,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Roberto López,es ESP,"FW,MF",24-058,31.7,102,3.22,53,35,3,4,6,1,5,0.16,4,1,0,0,0,0,Matches
Álex Corredera,es ESP,MF,28-094,36.2,67,1.85,51,9,0,1,4,2,4,0.11,3,1,0,0,0,0,Matches
Jérémy Mellot,fr FRA,DF,30-085,31.9,50,1.57,43,5,0,1,1,0,4,0.13,4,0,0,0,0,0,Matches
Enric Gallego,es ESP,FW,37-283,26.7,63,2.36,48,0,2,7,5,1,4,0.15,3,0,0,1,0,0,Matches
Jose Amo,es ESP,DF,26-073,27.6,14,0.51,11,0,0,2,1,0,2,0.07,1,0,0,1,0,0,Matches
Sergio González,es ESP,"MF,DF",27-038,26.7,31,1.16,22,0,0,3,5,1,6,0.22,2,0,0,0,3,1,Matches
José León Bernal,es ESP,DF,29-139,24.2,10,0.41,9,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
Luismi,es ESP,"MF,FW",23-029,22.2,82,3.7,58,3,12,4,4,1,9,0.41,3,0,3,0,3,0,Matches
Aitor Sanz,es ESP,MF,39-282,18.4,27,1.47,25,0,0,1,0,1,2,0.11,1,0,0,0,0,1,Matches
Fernando Medrano,es ESP,DF,24-087,17.1,38,2.22,30,2,5,0,1,0,5,0.29,3,0,2,0,0,0,Matches
Ángel Rodríguez,es ESP,FW,37-056,20.5,35,1.71,23,0,3,8,1,0,3,0.15,1,0,1,0,1,0,Matches
Nacho,es ESP,DF,35-106,19.6,65,3.32,45,17,1,1,1,0,5,0.26,2,3,0,0,0,0,Matches
Waldo Rubio,es ESP,"MF,FW",28-309,15.3,46,3.01,35,1,8,2,0,0,5,0.33,5,0,0,0,0,0,Matches
Loïc Williams,es ESP,DF,22-166,15.3,9,0.59,8,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Aitor Buñuel,es ESP,DF,26-132,17.1,29,1.7,28,0,0,0,0,1,1,0.06,1,0,0,0,0,0,Matches
Teto,es ESP,"MF,FW",22-221,13.6,38,2.8,25,1,1,3,7,1,4,0.3,3,0,0,0,1,0,Matches
Yann Bodiger,fr FRA,MF,29-133,12.1,13,1.07,11,0,0,0,1,1,1,0.08,1,0,0,0,0,0,Matches
Nikola Šipčić,me MNE,DF,29-035,10.4,5,0.48,5,0,0,0,0,0,2,0.19,2,0,0,0,0,0,Matches
Yanis Rahmani,fr FRA,"MF,FW",29-039,9.3,17,1.83,11,0,0,0,5,1,1,0.11,0,0,0,0,1,0,Matches
Elady Zorrilla,es ESP,"MF,FW",33-344,5.7,10,1.75,7,1,0,2,0,0,1,0.18,1,0,0,0,0,0,Matches
Álvaro Jiménez,es ESP,MF,29-033,4.2,14,3.33,9,0,2,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Jesús Belza,es ESP,"MF,FW",20-116,3.5,7,2.03,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Dauda Mohammed,gh GHA,"MF,FW",26-122,4.0,12,3.02,9,0,1,0,2,0,0,0.0,0,0,0,0,0,0,Matches
Tomeu Nadal,es ESP,GK,35-134,2.8,1,0.36,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alassán,es ESP,"FW,MF",21-283,2.1,6,2.87,4,0,0,1,1,0,1,0.48,1,0,0,0,0,0,Matches
Álvaro Romero,es ESP,"MF,FW",28-040,1.1,6,5.63,3,0,0,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Dylan,es ESP,FW,18-041,0.4,1,2.73,1,0,0,0,0,0,1,2.73,1,0,0,0,0,0,Matches
Etyan,es ESP,"FW,MF",22-015,0.3,1,3.0,1,0,0,0,0,0,1,3.0,1,0,0,0,0,0,Matches
Cacho Guzmán,es ESP,MF,21-326,0.3,2,7.2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Daniel Fernández,es ESP,FW,16-147,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Javier Alonso,es ESP,MF,25-325,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Salifo Caropitche,gw GNB,"MF,FW",23-002,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pablo Hernández,0,MF,0,0.1,1,7.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,28.8,42.0,808,19.24,591,75,39,45,47,11,68,1.62,44,5,6,2,9,2,0
Opponent Total,0,0,27.6,42.0,852,20.29,587,94,49,53,53,16,67,1.6,40,7,6,7,6,1,0
