Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Yvon Mvogo,ch SUI,GK,29.0,34.0,1,0,0,0,3,0,0,0,0,0,0,0,28,5,1,83.3,Matches
Laurent Abergel,fr FRA,MF,30.0,31.8,4,0,0,36,36,1,34,61,52,0,0,0,226,15,14,51.7,Matches
Julien Ponceau,fr FRA,MF,22.0,24.9,5,0,0,30,34,5,49,19,15,0,0,0,145,10,28,26.3,Matches
Montassar Talbi,tn TUN,DF,25.0,24.5,2,0,0,18,8,1,3,32,22,0,0,0,116,51,37,58.0,Matches
Souleymane Touré,fr FRA,DF,20.0,22.8,6,0,0,36,15,0,5,36,12,0,1,0,87,43,16,72.9,Matches
Julien Laporte,fr FRA,DF,29.0,20.2,4,0,0,20,9,1,1,11,14,0,1,0,73,38,34,52.8,Matches
Romain Faivre,fr FRA,"MF,FW",25.0,16.1,1,0,0,5,47,1,38,7,6,0,0,0,85,3,8,27.3,Matches
Théo Le Bris,fr FRA,"DF,MF",20.0,16.8,2,0,0,7,10,0,33,12,22,0,0,0,61,7,11,38.9,Matches
Tiemoué Bakayoko,fr FRA,MF,28.0,14.6,5,0,0,25,23,2,1,26,17,0,0,0,94,24,17,58.5,Matches
Nathaniel Adjei,gh GHA,DF,20.0,13.8,2,0,0,10,12,2,2,18,9,0,0,0,60,30,22,57.7,Matches
Mohamed Bamba,ci CIV,FW,21.0,12.6,3,0,0,22,14,11,2,2,9,0,0,0,35,23,29,44.2,Matches
Formose Mendy,sn SEN,DF,22.0,14.0,6,0,0,16,11,0,13,20,19,0,2,1,90,43,15,74.1,Matches
Panos Katseris,gr GRE,DF,22.0,11.6,4,0,0,19,11,2,45,8,20,0,1,0,58,11,15,42.3,Matches
Ayman Kari,fr FRA,MF,18.0,9.9,1,0,0,10,28,0,1,6,14,0,0,0,50,2,7,22.2,Matches
Darlin Yongwa,cm CMR,DF,22.0,12.9,3,0,0,21,32,3,76,15,23,0,1,0,88,11,11,50.0,Matches
Eli Junior Kroupi,fr FRA,"FW,MF",17.0,12.0,1,0,0,16,8,8,14,10,4,0,0,0,35,8,21,27.6,Matches
Gedeon Kalulu,cd COD,DF,25.0,10.8,0,0,0,18,7,0,21,5,17,0,0,0,60,10,11,47.6,Matches
Tosin Aiyegun,bj BEN,"MF,FW",25.0,10.0,0,1,0,13,16,3,8,2,4,1,0,0,33,6,10,37.5,Matches
Imran Louza,ma MAR,MF,24.0,9.6,1,0,0,16,15,0,53,9,7,0,0,0,57,9,8,52.9,Matches
Vincent Le Goff,fr FRA,"DF,MF",33.0,6.0,1,0,0,3,5,2,18,3,0,0,0,0,35,2,2,50.0,Matches
Benjamin Mendy,fr FRA,DF,29.0,7.9,3,0,0,12,4,4,96,7,1,0,0,0,31,4,7,36.4,Matches
Bamba Dieng,sn SEN,FW,23.0,6.1,3,0,0,7,19,6,5,0,3,0,0,0,12,17,19,47.2,Matches
Jean-Victor Makengo,fr FRA,"MF,FW",25.0,5.3,0,0,0,7,7,0,5,8,4,0,0,0,29,2,2,50.0,Matches
Siriné Doucouré,ml MLI,FW,21.0,4.7,2,0,0,10,6,2,1,1,6,0,0,0,8,17,24,41.5,Matches
Badredine Bouanani,dz ALG,MF,18.0,4.9,0,0,0,1,10,0,10,2,2,0,0,0,18,0,3,0.0,Matches
Bonke Innocent,ng NGA,MF,27.0,2.3,1,0,0,5,4,0,0,4,4,0,0,0,11,3,2,60.0,Matches
Pablo Pagis,fr FRA,MF,20.0,1.8,1,0,0,4,4,0,2,3,6,0,0,0,6,2,2,50.0,Matches
Igor Carioca,br BRA,"DF,MF",26.0,2.9,2,0,0,7,4,0,10,3,6,0,2,0,18,4,5,44.4,Matches
Joel Mvuka,no NOR,"DF,FW",20.0,2.2,1,0,0,1,5,1,12,2,3,0,0,0,11,0,2,0.0,Matches
Bamo Meïté,ci CIV,DF,21.0,1.6,0,0,0,0,1,0,0,3,1,0,0,0,6,1,2,33.3,Matches
Loris Mouyokolo,fr FRA,DF,22.0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,1,0.0,Matches
Aurélien Pelon,fr FRA,DF,19.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches
Bassirou Ndiaye,sn SEN,FW,21.0,1.7,0,0,0,5,5,0,1,1,2,0,0,0,9,3,5,37.5,Matches
Dembo Sylla,gn GUI,DF,20.0,0.5,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0.0,Matches
Ibrahima Koné,ml MLI,FW,24.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,75.0,Matches
Adrian Grbić,at AUT,FW,26.0,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,66.7,Matches
Royce Openda Owaga,ga GAB,FW,21.0,0.2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Gino Caoki,fr FRA,MF,19.0,0.1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0.0,Matches
Squad Total,0,0,24.7,34.0,66,1,0,403,416,56,565,337,326,1,8,1,1684,410,394,51.0,0
Opponent Total,0,0,25.9,34.0,61,4,1,431,384,38,733,293,389,8,1,2,1781,394,410,49.0,0
