Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Yvon Mvogo,ch SUI,GK,29.0,34.0,1239,1056,1235,4,0,0,1239,1,1,100.0,0,0.0,875,4776,2834,0,0,0,0,0,577,0,Matches
Laurent Abergel,fr FRA,MF,30.0,31.8,2164,105,553,1288,349,10,2164,65,44,67.7,18,27.7,1649,8707,3892,38,49,3,32,30,1502,51,Matches
Julien Ponceau,fr FRA,MF,22.0,24.9,1471,30,233,771,499,52,1471,85,42,49.4,38,44.7,1139,8029,3775,106,93,14,47,41,1058,152,Matches
Montassar Talbi,tn TUN,DF,25.0,24.5,1453,207,760,654,52,12,1453,15,10,66.7,5,33.3,1034,6757,3816,15,12,0,23,4,935,7,Matches
Souleymane Touré,fr FRA,DF,20.0,22.8,1537,220,676,727,140,40,1537,14,11,78.6,3,21.4,1086,5950,3186,24,21,4,17,12,1025,25,Matches
Julien Laporte,fr FRA,DF,29.0,20.2,1234,238,656,550,32,16,1234,2,1,50.0,1,50.0,876,4611,2433,5,3,1,1,2,819,3,Matches
Romain Faivre,fr FRA,"MF,FW",25.0,16.1,798,10,117,365,335,40,798,93,44,47.3,43,46.2,657,5115,2142,68,48,11,37,17,599,78,Matches
Théo Le Bris,fr FRA,"DF,MF",20.0,16.8,876,49,248,320,317,34,876,35,16,45.7,17,48.6,597,3700,1724,56,38,8,30,7,551,117,Matches
Tiemoué Bakayoko,fr FRA,MF,28.0,14.6,785,39,209,491,94,15,785,15,5,33.3,10,66.7,581,3428,1264,14,21,1,23,15,525,15,Matches
Nathaniel Adjei,gh GHA,DF,20.0,13.8,811,94,374,397,46,10,811,5,4,80.0,1,20.0,554,3506,1609,10,12,0,12,5,511,4,Matches
Mohamed Bamba,ci CIV,FW,21.0,12.6,405,9,32,195,187,76,404,29,11,37.9,17,58.6,278,1675,762,25,22,13,31,25,281,69,Matches
Formose Mendy,sn SEN,DF,22.0,14.0,900,101,371,479,67,11,900,11,6,54.5,5,45.5,568,3364,1569,14,9,1,14,8,493,13,Matches
Panos Katseris,gr GRE,DF,22.0,11.6,574,29,137,212,233,36,574,37,13,35.1,23,62.2,356,2355,923,24,17,5,37,14,314,86,Matches
Ayman Kari,fr FRA,MF,18.0,9.9,508,10,103,244,174,23,508,30,16,53.3,12,40.0,409,2706,1060,22,23,3,21,14,382,53,Matches
