Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Yvon Mvogo,ch SUI,GK,29.0,34,34,3060,34.0,66,1.94,207,142,72.0,7,8,19,4,11.8,8,8,0,0,0.0,Matches
Squad Total,0,0,24.7,34,34,3060,34.0,66,1.94,207,142,72.0,7,8,19,4,11.8,8,8,0,0,0.0,0
Opponent Total,0,0,25.9,34,34,3060,34.0,43,1.26,136,95,69.1,19,8,7,14,41.2,1,1,0,0,0.0,0
