Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Yvon Mvogo,ch SUI,GK,29.0,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,15,3,Matches
Laurent Abergel,fr FRA,MF,30.0,31.8,85,52,43,34,8,38,96,39.6,58,29,6,23,61,146,61,3,Matches
Julien Ponceau,fr FRA,MF,22.0,24.9,32,15,12,14,6,9,30,30.0,21,22,1,21,19,51,20,0,Matches
Montassar Talbi,tn TUN,DF,25.0,24.5,38,22,23,13,2,19,32,59.4,13,39,23,16,32,70,114,0,Matches
Souleymane Touré,fr FRA,DF,20.0,22.8,25,12,16,9,0,8,14,57.1,6,38,20,18,36,61,101,2,Matches
Julien Laporte,fr FRA,DF,29.0,20.2,23,14,15,7,1,16,36,44.4,20,36,26,10,11,34,116,1,Matches
Romain Faivre,fr FRA,"MF,FW",25.0,16.1,13,6,5,4,4,6,15,40.0,9,6,1,5,7,20,3,1,Matches
Théo Le Bris,fr FRA,"DF,MF",20.0,16.8,35,22,25,7,3,19,40,47.5,21,24,3,21,12,47,42,0,Matches
Tiemoué Bakayoko,fr FRA,MF,28.0,14.6,34,17,14,17,3,15,28,53.6,13,10,4,6,26,60,15,1,Matches
Nathaniel Adjei,gh GHA,DF,20.0,13.8,13,9,8,3,2,6,7,85.7,1,15,8,7,18,31,64,1,Matches
Mohamed Bamba,ci CIV,FW,21.0,12.6,14,9,3,8,3,4,10,40.0,6,7,1,6,2,16,3,0,Matches
Formose Mendy,sn SEN,DF,22.0,14.0,33,19,24,8,1,20,33,60.6,13,23,12,11,20,53,59,1,Matches
Panos Katseris,gr GRE,DF,22.0,11.6,26,20,16,8,2,16,25,64.0,9,20,4,16,8,34,18,0,Matches
Ayman Kari,fr FRA,MF,18.0,9.9,18,14,9,9,0,12,19,63.2,7,19,2,17,6,24,9,1,Matches
Darlin Yongwa,cm CMR,DF,22.0,12.9,30,23,17,11,2,14,25,56.0,11,14,2,12,15,45,36,0,Matches
Eli Junior Kroupi,fr FRA,"FW,MF",17.0,12.0,7,4,2,2,3,1,9,11.1,8,6,0,6,10,17,5,0,Matches
Gedeon Kalulu,cd COD,DF,25.0,10.8,23,17,13,8,2,12,22,54.5,10,18,2,16,5,28,30,0,Matches
Tosin Aiyegun,bj BEN,"MF,FW",25.0,10.0,6,4,2,3,1,3,9,33.3,6,4,1,3,2,8,8,0,Matches
Imran Louza,ma MAR,MF,24.0,9.6,13,7,2,8,3,2,8,25.0,6,8,1,7,9,22,4,0,Matches
Vincent Le Goff,fr FRA,"DF,MF",33.0,6.0,5,0,4,0,1,4,8,50.0,4,11,3,8,3,8,10,0,Matches
Benjamin Mendy,fr FRA,DF,29.0,7.9,3,1,2,1,0,1,5,20.0,4,8,2,6,7,10,20,0,Matches
Bamba Dieng,sn SEN,FW,23.0,6.1,3,3,0,3,0,1,3,33.3,2,3,0,3,0,3,7,0,Matches
Jean-Victor Makengo,fr FRA,"MF,FW",25.0,5.3,5,4,3,2,0,2,6,33.3,4,12,1,11,8,13,5,0,Matches
Siriné Doucouré,ml MLI,FW,21.0,4.7,8,6,0,4,4,3,3,100.0,0,4,0,4,1,9,6,0,Matches
Badredine Bouanani,dz ALG,MF,18.0,4.9,4,2,1,1,2,2,4,50.0,2,3,0,3,2,6,3,0,Matches
Bonke Innocent,ng NGA,MF,27.0,2.3,6,4,2,2,2,2,9,22.2,7,2,1,1,4,10,2,0,Matches
Pablo Pagis,fr FRA,MF,20.0,1.8,10,6,5,4,1,6,10,60.0,4,2,0,2,3,13,1,0,Matches
Igor Carioca,br BRA,"DF,MF",26.0,2.9,8,6,6,1,1,4,6,66.7,2,0,0,0,3,11,6,0,Matches
Joel Mvuka,no NOR,"DF,FW",20.0,2.2,5,3,3,1,1,3,7,42.9,4,1,0,1,2,7,1,0,Matches
Bamo Meïté,ci CIV,DF,21.0,1.6,2,1,2,0,0,0,1,0.0,1,3,2,1,3,5,9,0,Matches
Loris Mouyokolo,fr FRA,DF,22.0,1.0,4,1,4,0,0,1,1,100.0,0,1,0,1,0,4,3,0,Matches
Aurélien Pelon,fr FRA,DF,19.0,1.0,1,0,1,0,0,0,2,0.0,2,2,2,0,0,1,7,0,Matches
Bassirou Ndiaye,sn SEN,FW,21.0,1.7,5,2,2,2,1,3,5,60.0,2,1,1,0,1,6,0,0,Matches
Dembo Sylla,gn GUI,DF,20.0,0.5,1,1,0,1,0,0,0,0.0,0,0,0,0,1,2,2,0,Matches
Ibrahima Koné,ml MLI,FW,24.0,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Adrian Grbić,at AUT,FW,26.0,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Royce Openda Owaga,ga GAB,FW,21.0,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Gino Caoki,fr FRA,MF,19.0,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,0,0,24.7,34.0,538,326,284,195,59,252,531,47.5,279,391,129,262,337,875,805,14,0
Opponent Total,0,0,25.9,34.0,631,389,284,244,103,316,657,48.1,341,351,93,258,293,924,585,15,0
