Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Yvon Mvogo,ch SUI,GK,29.0,34.0,7,0.21,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Laurent Abergel,fr FRA,MF,30.0,31.8,81,2.55,67,3,2,1,2,6,5,0.16,3,0,1,0,0,1,Matches
Julien Ponceau,fr FRA,MF,22.0,24.9,83,3.33,58,7,7,6,4,1,8,0.32,6,0,0,2,0,0,Matches
Montassar Talbi,tn TUN,DF,25.0,24.5,16,0.65,15,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Souleymane Touré,fr FRA,DF,20.0,22.8,20,0.88,20,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
Julien Laporte,fr FRA,DF,29.0,20.2,8,0.4,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Romain Faivre,fr FRA,"MF,FW",25.0,16.1,43,2.66,28,7,3,3,2,0,6,0.37,4,0,0,2,0,0,Matches
Théo Le Bris,fr FRA,"DF,MF",20.0,16.8,28,1.66,20,1,1,4,2,0,4,0.24,1,0,0,2,1,0,Matches
Tiemoué Bakayoko,fr FRA,MF,28.0,14.6,13,0.89,10,1,0,1,0,1,3,0.21,2,0,0,1,0,0,Matches
Nathaniel Adjei,gh GHA,DF,20.0,13.8,11,0.8,8,0,0,0,1,2,0,0.0,0,0,0,0,0,0,Matches
Mohamed Bamba,ci CIV,FW,21.0,12.6,32,2.53,24,0,3,2,2,1,3,0.24,3,0,0,0,0,0,Matches
Formose Mendy,sn SEN,DF,22.0,14.0,10,0.72,8,0,0,1,0,1,1,0.07,1,0,0,0,0,0,Matches
Panos Katseris,gr GRE,DF,22.0,11.6,20,1.73,15,0,1,2,1,1,3,0.26,2,0,0,1,0,0,Matches
Ayman Kari,fr FRA,MF,18.0,9.9,33,3.32,29,0,1,1,2,0,3,0.3,3,0,0,0,0,0,Matches
Darlin Yongwa,cm CMR,DF,22.0,12.9,27,2.09,16,2,4,1,4,0,2,0.16,2,0,0,0,0,0,Matches
Eli Junior Kroupi,fr FRA,"FW,MF",17.0,12.0,20,1.66,13,3,3,1,0,0,3,0.25,2,0,1,0,0,0,Matches
Gedeon Kalulu,cd COD,DF,25.0,10.8,17,1.58,15,0,0,1,0,1,3,0.28,2,0,0,1,0,0,Matches
Tosin Aiyegun,bj BEN,"MF,FW",25.0,10.0,13,1.3,12,0,0,0,1,0,1,0.1,0,0,0,0,1,0,Matches
Imran Louza,ma MAR,MF,24.0,9.6,46,4.8,25,16,1,3,1,0,3,0.31,2,1,0,0,0,0,Matches
Vincent Le Goff,fr FRA,"DF,MF",33.0,6.0,13,2.17,11,2,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
Benjamin Mendy,fr FRA,DF,29.0,7.9,23,2.91,15,5,1,2,0,0,2,0.25,2,0,0,0,0,0,Matches
Bamba Dieng,sn SEN,FW,23.0,6.1,19,3.11,9,0,1,3,6,0,4,0.65,2,0,0,2,0,0,Matches
Jean-Victor Makengo,fr FRA,"MF,FW",25.0,5.3,4,0.75,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Siriné Doucouré,ml MLI,FW,21.0,4.7,13,2.78,11,0,1,1,0,0,4,0.86,4,0,0,0,0,0,Matches
Badredine Bouanani,dz ALG,MF,18.0,4.9,24,4.89,16,5,1,0,2,0,2,0.41,2,0,0,0,0,0,Matches
Bonke Innocent,ng NGA,MF,27.0,2.3,2,0.86,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Pablo Pagis,fr FRA,MF,20.0,1.8,3,1.65,0,0,1,0,2,0,0,0.0,0,0,0,0,0,0,Matches
Igor Carioca,br BRA,"DF,MF",26.0,2.9,7,2.4,6,1,0,0,0,0,1,0.34,1,0,0,0,0,0,Matches
Joel Mvuka,no NOR,"DF,FW",20.0,2.2,1,0.45,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bamo Meïté,ci CIV,DF,21.0,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Loris Mouyokolo,fr FRA,DF,22.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Aurélien Pelon,fr FRA,DF,19.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bassirou Ndiaye,sn SEN,FW,21.0,1.7,3,1.76,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Dembo Sylla,gn GUI,DF,20.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
