Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Bento,br BRA,GK,25-010,7,7,630,7.0,4,0.57,25,20,84.0,4,1,2,4,57.1,1,0,1,0,100.0,Matches
Leonardo Linck,br BRA,GK,23-109,3,3,270,3.0,3,1.0,11,8,72.7,1,2,0,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,27.7,10,10,900,10.0,7,0.7,36,28,80.6,5,3,2,4,40.0,1,0,1,0,100.0,0
Opponent Total,0,0,28.5,10,10,900,10.0,14,1.4,49,36,73.5,2,3,5,2,20.0,1,1,0,0,0.0,0
