Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Kaique Rocha,br BRA,DF,23-113,10.0,0,5,0,0.0,0.5,0.0,0.0,0.0,13.1,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Erick,br BRA,MF,26-219,9.9,1,18,4,22.2,1.82,0.4,0.06,0.25,18.9,0.0,0,0,1.8,1.8,0.1,-0.8,-0.8,Matches
Fernandinho,br BRA,MF,39-047,8.7,1,8,5,62.5,0.92,0.58,0.0,0.0,31.7,1.0,1,1,1.1,0.3,0.04,-0.1,-0.3,Matches
Lucas Esquivel,ar ARG,DF,22-250,8.4,0,4,0,0.0,0.47,0.0,0.0,0.0,32.2,0.0,0,0,0.1,0.1,0.01,-0.1,-0.1,Matches
Bento,br BRA,GK,25-010,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Thiago Heleno,br BRA,DF,35-277,7.0,0,7,1,14.3,1.0,0.14,0.0,0.0,14.0,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Leonardo Godoy,ar ARG,DF,29-053,6.0,1,4,1,25.0,0.67,0.17,0.25,1.0,16.7,0.0,0,0,0.2,0.2,0.06,0.8,0.8,Matches
Tomás Cuello,ar ARG,"FW,MF",24-107,5.6,1,19,6,31.6,3.39,1.07,0.05,0.17,25.1,0.0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
Pablo,br BRA,"FW,MF",31-363,5.0,2,11,5,45.5,2.2,1.0,0.18,0.4,21.9,3.0,0,0,0.8,0.8,0.07,1.2,1.2,Matches
Nikão,br BRA,"FW,MF",31-327,5.1,1,20,7,35.0,3.93,1.38,0.05,0.14,20.7,0.0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
Christian,br BRA,"FW,MF",23-184,4.7,0,5,2,40.0,1.06,0.42,0.0,0.0,16.3,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Agustín Canobbio,uy URU,"FW,MF",25-263,4.0,2,12,3,25.0,2.98,0.75,0.17,0.67,19.0,0.0,0,0,0.6,0.6,0.05,1.4,1.4,Matches
Gonzalo Mastriani,uy URU,FW,31-053,4.4,4,12,5,41.7,2.72,1.13,0.33,0.8,13.4,0.0,0,0,2.2,2.2,0.19,1.8,1.8,Matches
Julimar,br BRA,"FW,MF",23-147,4.3,0,13,6,46.2,3.02,1.39,0.0,0.0,15.7,0.0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
Mádson,br BRA,DF,32-159,4.0,0,3,0,0.0,0.74,0.0,0.0,0.0,16.7,0.0,0,0,0.3,0.3,0.1,-0.3,-0.3,Matches
Bruno Zapelli,ar ARG,"MF,FW",22-034,3.5,0,6,1,16.7,1.71,0.28,0.0,0.0,19.4,0.0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
Mateo Gamarra,py PAR,DF,23-244,3.1,0,4,2,50.0,1.29,0.65,0.0,0.0,14.9,0.0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches
Leonardo Linck,br BRA,GK,23-109,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Filipinho,br BRA,MF,22-246,1.7,0,2,0,0.0,1.19,0.0,0.0,0.0,21.7,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Fernando,br BRA,DF,24-280,1.3,0,1,0,0.0,0.77,0.0,0.0,0.0,24.3,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
José Vitor Silva Neves,br BRA,"MF,FW",24-049,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Alex Santana,br BRA,"MF,FW",29-038,1.1,0,1,0,0.0,0.89,0.0,0.0,0.0,25.5,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Lucas Di Yorio,ar ARG,MF,27-211,0.5,0,1,0,0.0,2.0,0.0,0.0,0.0,12.4,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Kayke Santos,br BRA,FW,16-055,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,27.7,10.0,13,156,48,30.8,15.6,4.8,0.08,0.25,19.8,4.0,1,1,13.4,12.7,0.08,-0.4,-0.7,0
Opponent Total,0,0,28.5,10.0,7,119,35,29.4,11.9,3.5,0.06,0.2,19.9,6.0,0,1,10.1,9.6,0.09,-3.1,-2.6,0
