Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Kaique Rocha,br BRA,DF,23-113,10.0,13.0,1.3,9.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Erick,br BRA,MF,26-219,9.9,20.0,2.02,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernandinho,br BRA,MF,39-047,8.7,50.0,5.75,39.0,7.0,1.0,0.0,2.0,1.0,5.0,0.58,5.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Esquivel,ar ARG,DF,22-250,8.4,23.0,2.73,19.0,1.0,1.0,0.0,2.0,0.0,5.0,0.59,3.0,0.0,0.0,0.0,2.0,0.0,Matches
Bento,br BRA,GK,25-010,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Thiago Heleno,br BRA,DF,35-277,7.0,9.0,1.29,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonardo Godoy,ar ARG,DF,29-053,6.0,5.0,0.84,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Tomás Cuello,ar ARG,"FW,MF",24-107,5.6,25.0,4.46,18.0,1.0,2.0,2.0,2.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Pablo,br BRA,"FW,MF",31-363,5.0,14.0,2.81,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nikão,br BRA,"FW,MF",31-327,5.1,23.0,4.52,18.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Christian,br BRA,"FW,MF",23-184,4.7,14.0,2.96,11.0,0.0,0.0,1.0,2.0,0.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Agustín Canobbio,uy URU,"FW,MF",25-263,4.0,18.0,4.48,13.0,1.0,1.0,1.0,2.0,0.0,2.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,Matches
Gonzalo Mastriani,uy URU,FW,31-053,4.4,3.0,0.68,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Julimar,br BRA,"FW,MF",23-147,4.3,15.0,3.48,10.0,0.0,2.0,2.0,0.0,1.0,2.0,0.46,0.0,0.0,0.0,2.0,0.0,0.0,Matches
Mádson,br BRA,DF,32-159,4.0,11.0,2.7,8.0,2.0,0.0,0.0,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Zapelli,ar ARG,"MF,FW",22-034,3.5,22.0,6.27,17.0,4.0,0.0,0.0,1.0,0.0,3.0,0.85,2.0,1.0,0.0,0.0,0.0,0.0,Matches
Mateo Gamarra,py PAR,DF,23-244,3.1,5.0,1.61,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.65,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonardo Linck,br BRA,GK,23-109,3.0,2.0,0.67,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Filipinho,br BRA,MF,22-246,1.7,2.0,1.19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando,br BRA,DF,24-280,1.3,3.0,2.31,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
José Vitor Silva Neves,br BRA,"MF,FW",24-049,1.2,2.0,1.61,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alex Santana,br BRA,"MF,FW",29-038,1.1,2.0,1.78,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Di Yorio,ar ARG,MF,27-211,0.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kayke Santos,br BRA,FW,16-055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,27.7,10.0,282.0,28.2,218.0,23.0,10.0,11.0,14.0,6.0,23.0,2.3,16.0,1.0,2.0,2.0,2.0,0.0,0
Opponent Total,0,0,28.5,10.0,216.0,21.6,166.0,19.0,12.0,8.0,9.0,2.0,11.0,1.1,5.0,4.0,0.0,2.0,0.0,0.0,0
