Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Kaique Rocha,br BRA,DF,23-113,10.0,0,0,0,5,6,0,0,13,13,0.0,0.0,0,39.0,31.0,9.0,77.5,Matches
Erick,br BRA,MF,26-219,9.9,1,0,0,16,11,1,2,19,9,0.0,0.0,0,41.0,15.0,14.0,51.7,Matches
Fernandinho,br BRA,MF,39-047,8.7,3,0,0,14,13,1,29,5,10,0.0,0.0,0,49.0,8.0,9.0,47.1,Matches
Lucas Esquivel,ar ARG,DF,22-250,8.4,4,1,1,10,11,0,26,6,10,0.0,0.0,0,36.0,7.0,6.0,53.8,Matches
Bento,br BRA,GK,25-010,7.0,1,0,0,1,0,0,0,0,0,0.0,1.0,0,4.0,2.0,0.0,100.0,Matches
Thiago Heleno,br BRA,DF,35-277,7.0,1,0,0,7,3,0,0,7,6,0.0,0.0,0,25.0,20.0,8.0,71.4,Matches
Leonardo Godoy,ar ARG,DF,29-053,6.0,2,0,0,13,1,1,22,3,7,0.0,0.0,0,18.0,2.0,3.0,40.0,Matches
Tomás Cuello,ar ARG,"FW,MF",24-107,5.6,0,0,0,6,9,4,21,7,4,0.0,0.0,0,42.0,5.0,6.0,45.5,Matches
Pablo,br BRA,"FW,MF",31-363,5.0,3,0,0,10,1,0,1,1,5,0.0,0.0,0,16.0,9.0,20.0,31.0,Matches
Nikão,br BRA,"FW,MF",31-327,5.1,0,0,0,1,10,1,15,5,10,0.0,0.0,0,33.0,3.0,7.0,30.0,Matches
Christian,br BRA,"FW,MF",23-184,4.7,2,0,0,13,9,1,8,2,5,0.0,0.0,0,9.0,6.0,1.0,85.7,Matches
Agustín Canobbio,uy URU,"FW,MF",25-263,4.0,2,1,1,8,5,2,3,0,4,0.0,0.0,0,20.0,2.0,1.0,66.7,Matches
Gonzalo Mastriani,uy URU,FW,31-053,4.4,0,0,0,3,4,3,2,1,7,0.0,0.0,0,21.0,12.0,13.0,48.0,Matches
Julimar,br BRA,"FW,MF",23-147,4.3,1,0,0,9,2,1,8,4,6,0.0,0.0,0,17.0,14.0,9.0,60.9,Matches
Mádson,br BRA,DF,32-159,4.0,2,0,0,3,5,0,12,5,1,0.0,0.0,0,10.0,13.0,4.0,76.5,Matches
Bruno Zapelli,ar ARG,"MF,FW",22-034,3.5,1,0,0,8,3,0,26,1,2,0.0,0.0,0,18.0,2.0,5.0,28.6,Matches
Mateo Gamarra,py PAR,DF,23-244,3.1,1,0,0,1,2,0,0,4,5,0.0,0.0,0,15.0,9.0,10.0,47.4,Matches
Leonardo Linck,br BRA,GK,23-109,3.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,Matches
Filipinho,br BRA,MF,22-246,1.7,1,0,0,2,6,0,1,4,8,0.0,0.0,0,8.0,0.0,0.0,0.0,Matches
Fernando,br BRA,DF,24-280,1.3,0,0,0,2,0,0,4,0,2,0.0,0.0,0,4.0,1.0,1.0,50.0,Matches
José Vitor Silva Neves,br BRA,"MF,FW",24-049,1.2,2,0,0,4,1,0,2,0,2,0.0,0.0,0,6.0,7.0,5.0,58.3,Matches
Alex Santana,br BRA,"MF,FW",29-038,1.1,2,0,0,3,1,0,0,0,0,0.0,0.0,0,6.0,2.0,4.0,33.3,Matches
Lucas Di Yorio,ar ARG,MF,27-211,0.5,0,0,0,2,0,1,1,0,0,0.0,0.0,0,1.0,3.0,1.0,75.0,Matches
Kayke Santos,br BRA,FW,16-055,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,27.7,10.0,29,3,2,141,103,16,183,87,116,0.0,1.0,0,440.0,173.0,136.0,56.0,0
Opponent Total,0,0,28.5,10.0,22,1,0,111,138,13,165,86,99,1.0,1.0,1,392.0,137.0,173.0,44.2,0
