D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,17:00,La Liga 2,Matchweek 1,Sun,Away,D,1,1,Burgos,0.2,2.2,51.0,7358,Óscar Sielva,5-4-1,Andrés Fuentes,Match Report,0
2023-08-21,21:30,La Liga 2,Matchweek 2,Mon,Home,L,0,2,Tenerife,1.1,1.3,54.0,5434,Jorge Pulido,5-4-1,José López,Match Report,0
2023-08-28,21:30,La Liga 2,Matchweek 3,Mon,Away,D,0,0,Racing Sant,0.4,0.8,40.0,13043,Jorge Pulido,4-4-2,Miguel Sesma,Match Report,0
2023-09-03,21:00,La Liga 2,Matchweek 4,Sun,Home,D,1,1,CD Mirandés,0.8,1.5,36.0,4710,Jorge Pulido,4-4-2,Rubén Ávalos,Match Report,0
2023-09-09,21:00,La Liga 2,Matchweek 5,Sat,Away,L,0,2,Leganés,0.3,0.9,46.0,6948,Óscar Sielva,4-4-2,Dámaso Arcediano,Match Report,0
2023-09-16,16:15,La Liga 2,Matchweek 6,Sat,Home,D,2,2,Villarreal B,0.4,0.5,54.0,5025,Jorge Pulido,4-1-4-1,Salvador Lax,Match Report,0
2023-09-23,21:00,La Liga 2,Matchweek 7,Sat,Away,W,2,0,Alcorcón,0.6,0.8,35.0,3302,Jorge Pulido,4-4-2,Iván Caparrós,Match Report,0
2023-10-01,21:00,La Liga 2,Matchweek 8,Sun,Home,L,0,1,Sporting Gijón,0.6,1.3,48.0,4884,Jorge Pulido,4-4-2,Manuel Orellana,Match Report,0
2023-10-04,19:00,La Liga 2,Matchweek 9,Wed,Away,L,0,1,Oviedo,0.4,1.6,39.0,12119,Álvaro Fernández,4-3-3,Germán Cid Camacho,Match Report,0
2023-10-07,16:15,La Liga 2,Matchweek 10,Sat,Home,L,0,1,Eldense,0.6,0.7,47.0,4708,Jorge Pulido,4-4-2,Adrián Cordero,Match Report,0
2023-10-15,18:30,La Liga 2,Matchweek 11,Sun,Away,D,1,1,Eibar,0.2,0.7,32.0,5438,Óscar Sielva,3-1-4-2,Daniel Trujillo,Match Report,0
2023-10-22,16:15,La Liga 2,Matchweek 12,Sun,Home,L,0,1,Elche,0.2,0.6,53.0,5363,Óscar Sielva,5-3-2,Iosu Galech,Match Report,0
2023-10-29,16:15,La Liga 2,Matchweek 13,Sun,Home,D,0,0,Albacete,0.4,0.4,52.0,5021,Jorge Pulido,4-4-2,Rafael Sánchez,Match Report,0
