Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Álvaro Fernández,es ESP,GK,26-069,41.0,4,0,0,0,4,0,0,0,1,0,0,0,44,11,1,91.7,Matches
Miguel Loureiro,es ESP,DF,27-213,36.6,8,0,0,42,22,0,38,48,69,0,0,0,182,98,71,58.0,Matches
Jorge Pulido,es ESP,DF,33-074,35.9,9,1,1,20,26,3,7,38,12,0,1,0,131,72,51,58.5,Matches
Óscar Sielva,es ESP,MF,32-320,33.7,11,1,0,42,40,0,167,40,28,0,0,0,161,44,29,60.3,Matches
Javi Martínez,es ESP,MF,24-182,31.4,7,0,0,46,62,1,40,22,27,0,1,0,163,36,49,42.4,Matches
Ignasi Vilarrasa,es ESP,DF,24-303,29.8,1,0,0,15,13,1,137,12,35,0,0,0,122,18,14,56.3,Matches
Gerard Valentín,es ESP,"MF,DF",30-329,26.1,9,0,0,34,51,5,103,12,25,0,1,0,119,17,32,34.7,Matches
Samuel Obeng,gh GHA,FW,27-037,25.8,4,0,0,35,37,26,12,9,9,0,0,0,56,71,138,34.0,Matches
Jérémy Blasco,fr FRA,DF,25-130,24.7,4,0,0,20,11,2,3,18,15,0,1,0,79,35,33,51.5,Matches
Juanjo Nieto,es ESP,DF,29-262,24.1,8,0,0,32,48,2,38,39,37,0,1,1,112,18,18,50.0,Matches
Joaquín Muñoz,es ESP,"FW,MF",25-103,22.5,2,0,0,20,45,13,75,7,18,0,0,0,82,12,27,30.8,Matches
Kento Hashimoto,jp JPN,MF,30-310,20.4,4,1,0,34,14,2,5,41,36,0,0,0,90,38,18,67.9,Matches
Hugo Vallejo,es ESP,"MF,FW",24-127,19.0,1,0,0,12,38,3,19,10,11,1,0,0,110,25,30,45.5,Matches
Iván Martos,es ESP,DF,27-037,17.2,5,0,0,20,13,0,21,30,17,0,0,0,70,24,19,55.8,Matches
Iker Kortajarena,es ESP,MF,24-000,15.2,7,0,0,19,14,4,5,6,5,0,0,0,71,31,23,57.4,Matches
Elady Zorrilla,es ESP,"FW,MF",33-344,13.5,6,0,0,35,23,2,12,3,7,0,0,0,32,24,45,34.8,Matches
Javier Mier,es ESP,MF,25-138,11.8,3,0,0,17,10,2,16,7,15,0,0,0,50,21,16,56.8,Matches
Ruben Pulido Peñas,es ESP,DF,23-293,5.8,3,0,0,8,7,0,0,13,5,0,0,1,30,13,8,61.9,Matches
Enzo Lombardo,fr FRA,"MF,FW",27-066,6.3,0,0,0,7,15,0,25,6,4,0,0,0,26,5,11,31.3,Matches
Alex Balboa,gq EQG,MF,23-107,4.5,2,1,0,10,12,0,2,10,5,0,0,0,21,5,5,50.0,Matches
Aboubakary Kanté,gm GAM,"FW,MF",29-315,4.0,2,0,0,15,3,3,0,2,3,0,0,0,13,9,31,22.5,Matches
Rafa Tresaco,es ESP,"MF,FW",23-298,3.2,0,0,0,6,4,2,13,4,2,0,0,0,13,1,16,5.9,Matches
Jovanny Bolívar,ve VEN,"FW,MF",22-188,3.4,3,0,0,7,3,1,1,0,4,0,0,0,20,17,22,43.6,Matches
Carlos Gutiérrez,es ESP,DF,32-230,1.2,0,0,0,0,2,0,0,2,2,0,0,0,1,7,1,87.5,Matches
Manuel Rico,es ESP,MF,21-172,1.2,1,0,0,2,2,0,0,0,5,0,0,0,9,4,3,57.1,Matches
Juan Pérez,es ESP,GK,27-342,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Iker Gil,es ESP,FW,19-104,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,50.0,Matches
Dani Escriche,es ESP,"FW,MF",26-089,0.9,0,0,0,4,2,1,0,1,0,0,0,0,4,6,8,42.9,Matches
Diego Aznar,es ESP,"FW,MF",20-275,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,25.0,Matches
Ayman Arguigue,ma MAR,FW,19-172,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Squad Total,0,0,27.8,42.0,105,4,1,504,521,73,739,380,397,1,5,2,1814,666,724,47.9,0
Opponent Total,0,0,27.7,42.0,100,4,1,556,485,93,884,310,375,3,2,2,2050,724,666,52.1,0
