Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Oliver Baumann,de GER,GK,33.0,34.0,1521,1225,1492,31,0,0,1521,0,0,0.0,0,0.0,817,3787,2092,0,0,0,0,0,735,0,Matches
Maximilian Beier,de GER,"FW,MF",20.0,26.9,872,14,61,315,505,145,872,87,33,37.9,45,51.7,547,2949,1373,61,32,36,79,32,628,224,Matches
Pavel Kadeřábek,cz CZE,"DF,FW",31.0,26.8,1494,80,334,633,533,62,1494,15,3,20.0,11,73.3,681,3034,1483,38,24,9,11,11,905,153,Matches
Ozan Kabak,tr TUR,DF,23.0,25.4,1665,175,659,895,116,28,1665,15,9,60.0,5,33.3,947,4383,2383,21,21,2,13,5,1093,11,Matches
Grischa Prömel,de GER,MF,28.0,23.8,1209,54,222,698,297,36,1209,31,12,38.7,15,48.4,672,3350,1408,35,36,1,32,25,841,60,Matches
Anton Stach,de GER,MF,24.0,25.8,1718,94,408,974,363,26,1718,60,25,41.7,30,50.0,885,5233,2621,49,43,4,40,14,978,46,Matches
Florian Grillitsch,at AUT,"DF,MF",27.0,25.5,2055,228,747,1137,184,8,2055,23,13,56.5,8,34.8,1186,6789,3813,32,17,3,12,12,1324,22,Matches
Andrej Kramarić,hr CRO,"MF,FW",32.0,24.4,1366,29,149,589,640,102,1361,51,25,49.0,22,43.1,812,4823,2426,71,49,24,47,27,956,175,Matches
Wout Weghorst,nl NED,FW,30.0,22.0,790,32,69,371,355,108,789,17,3,17.6,12,70.6,443,1499,532,14,15,7,52,19,589,132,Matches
John Brooks,us USA,DF,30.0,17.1,1115,180,588,509,28,14,1115,4,3,75.0,1,25.0,564,2964,1574,5,2,0,3,4,615,1,Matches
Ihlas Bebou,tg TOG,"FW,DF",29.0,18.2,755,18,101,272,393,76,755,63,26,41.3,32,50.8,430,2222,1052,42,36,22,63,25,516,145,Matches
Marius Bülter,de GER,"DF,FW",30.0,15.0,859,33,189,350,329,49,859,48,18,37.5,21,43.8,475,2645,1295,37,31,13,24,19,548,107,Matches
Kevin Vogt,de GER,DF,31.0,14.7,1051,89,474,539,43,1,1051,6,5,83.3,1,16.7,629,3294,1909,16,7,0,4,1,718,12,Matches
Robert Skov,dk DEN,"DF,FW",27.0,14.0,918,42,185,412,325,44,918,28,9,32.1,13,46.4,480,2439,1197,28,19,13,27,6,551,92,Matches
Umut Tohumcu,de GER,MF,18.0,11.2,524,22,109,306,115,9,524,18,3,16.7,12,66.7,324,1528,788,18,13,2,10,11,373,27,Matches
Kevin Akpoguma,ng NGA,DF,28.0,12.2,861,72,360,449,59,5,861,13,9,69.2,4,30.8,483,2251,1054,10,11,2,10,1,564,9,Matches
Stanley N'Soki,fr FRA,DF,24.0,7.0,500,53,210,237,58,2,500,15,9,60.0,6,40.0,261,1176,615,7,7,0,7,1,288,14,Matches
Tim Drexler,de GER,DF,18.0,6.4,417,35,197,208,13,4,417,5,1,20.0,3,60.0,263,1190,603,6,2,0,4,1,289,0,Matches
Finn Ole Becker,de GER,MF,23.0,6.7,387,24,88,197,106,5,387,18,5,27.8,12,66.7,224,1295,708,16,13,0,14,12,245,23,Matches
David Jurásek,cz CZE,DF,22.0,5.5,334,37,132,102,102,5,334,13,3,23.1,9,69.2,155,754,425,12,7,2,7,1,167,38,Matches
Attila Szalai,hu HUN,DF,25.0,3.2,202,12,83,100,19,0,202,1,0,0.0,1,100.0,123,397,218,2,2,0,1,0,135,3,Matches
Tom Bischof,de GER,"MF,FW",18.0,2.0,141,3,19,65,58,5,141,3,2,66.7,1,33.3,87,464,242,2,7,0,5,3,99,18,Matches
Angelo Stiller,de GER,MF,22.0,0.9,50,2,9,26,15,0,50,0,0,0.0,0,0.0,28,129,40,2,0,0,1,0,33,3,Matches
Mergim Berisha,de GER,FW,25.0,1.6,55,1,5,18,33,9,55,2,2,100.0,0,0.0,42,189,96,2,1,1,8,8,44,13,Matches
Dennis Geiger,de GER,MF,25.0,0.7,17,2,8,6,3,1,17,0,0,0.0,0,0.0,9,49,19,1,0,0,1,0,10,2,Matches
Julian Justvan,de GER,"FW,MF",25.0,0.5,57,1,11,19,28,3,57,0,0,0.0,0,0.0,32,307,222,8,4,1,1,1,47,12,Matches
Bambasé Conté,de GER,"MF,FW",20.0,0.5,39,2,6,15,18,5,39,6,2,33.3,3,50.0,23,166,79,3,2,2,1,2,27,8,Matches
Max Moerstedt,de GER,"DF,FW",0.0,0.1,4,1,1,0,3,0,4,0,0,0.0,0,0.0,2,9,8,0,0,0,0,0,2,1,Matches
Kasim Nuhu,gh GHA,DF,28.0,0.1,3,0,2,0,1,0,3,0,0,0.0,0,0.0,3,7,6,0,0,0,0,0,3,0,Matches
Diadie Samassékou,ml MLI,MF,27.0,0.0,4,1,2,2,0,0,4,0,0,0.0,0,0.0,3,10,3,0,0,0,0,0,2,0,Matches
Squad Total,0,0,27.7,34.0,20983,2561,6920,9475,4742,752,20977,542,220,40.6,267,49.3,11630,59332,30284,538,401,144,477,241,13325,1351,0
Opponent Total,0,0,26.4,34.0,21315,2099,6345,9388,5782,990,21310,594,282,47.5,259,43.6,12206,65876,34174,683,476,188,501,258,13693,1498,0
