Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Oliver Baumann,de GER,GK,33.0,34.0,1412,1072,336,87,0,1,0,0,0,0,0,0,1055,4,0,Matches
Maximilian Beier,de GER,"FW,MF",20.0,26.9,550,498,50,0,4,1,38,8,1,1,0,0,384,2,26,Matches
Pavel Kadeřábek,cz CZE,"DF,FW",31.0,26.8,1273,1027,239,11,1,2,101,228,0,0,0,0,888,7,29,Matches
Ozan Kabak,tr TUR,DF,23.0,25.4,1358,1337,19,19,4,11,3,0,0,0,0,0,1159,2,8,Matches
Grischa Prömel,de GER,MF,28.0,23.8,983,963,17,14,6,5,10,3,0,0,0,0,802,3,27,Matches
Anton Stach,de GER,MF,24.0,25.8,1309,1255,51,18,8,11,54,1,30,12,13,1,1031,3,21,Matches
Florian Grillitsch,at AUT,"DF,MF",27.0,25.5,1753,1643,107,71,7,4,17,7,5,1,4,0,1496,3,20,Matches
Andrej Kramarić,hr CRO,"MF,FW",32.0,24.4,1139,971,164,44,9,4,113,21,73,27,27,1,904,4,30,Matches
Wout Weghorst,nl NED,FW,30.0,22.0,571,551,19,1,9,2,4,0,0,0,0,0,414,1,16,Matches
John Brooks,us USA,DF,30.0,17.1,892,828,64,42,0,5,3,1,0,0,0,0,740,0,11,Matches
Ihlas Bebou,tg TOG,"FW,DF",29.0,18.2,514,462,49,0,2,2,35,40,0,0,0,0,360,3,25,Matches
Marius Bülter,de GER,"DF,FW",30.0,15.0,695,589,106,5,2,4,73,98,3,1,0,0,500,0,30,Matches
Kevin Vogt,de GER,DF,31.0,14.7,939,897,41,29,0,6,3,10,0,0,0,0,813,1,7,Matches
Robert Skov,dk DEN,"DF,FW",27.0,14.0,736,587,147,24,4,2,70,98,25,12,9,0,542,2,27,Matches
Umut Tohumcu,de GER,MF,18.0,11.2,419,409,6,5,2,2,6,0,0,0,0,0,366,4,6,Matches
Kevin Akpoguma,ng NGA,DF,28.0,12.2,711,680,30,17,0,2,4,13,0,0,0,0,611,1,6,Matches
Stanley N'Soki,fr FRA,DF,24.0,7.0,399,358,40,12,0,3,7,28,0,0,0,0,318,1,10,Matches
Tim Drexler,de GER,DF,18.0,6.4,349,341,7,6,0,0,0,1,0,0,0,0,315,1,1,Matches
Finn Ole Becker,de GER,MF,23.0,6.7,315,302,11,2,1,1,7,4,5,4,0,0,247,2,6,Matches
David Jurásek,cz CZE,DF,22.0,5.5,256,206,47,2,0,0,24,45,0,0,0,0,166,3,9,Matches
Attila Szalai,hu HUN,DF,25.0,3.2,178,171,6,1,2,3,5,5,0,0,0,0,131,1,2,Matches
Tom Bischof,de GER,"MF,FW",18.0,2.0,112,106,6,1,0,1,11,0,5,1,3,0,90,0,4,Matches
Angelo Stiller,de GER,MF,22.0,0.9,43,37,5,3,0,1,3,0,2,0,0,0,36,1,2,Matches
Mergim Berisha,de GER,FW,25.0,1.6,33,30,2,0,1,1,2,0,0,0,0,0,22,1,2,Matches
Dennis Geiger,de GER,MF,25.0,0.7,12,12,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
Julian Justvan,de GER,"FW,MF",25.0,0.5,55,49,6,0,0,0,9,6,0,0,0,0,35,0,3,Matches
Bambasé Conté,de GER,"MF,FW",20.0,0.5,24,24,0,0,0,0,1,0,0,0,0,0,19,0,0,Matches
Max Moerstedt,de GER,"DF,FW",0.0,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Kasim Nuhu,gh GHA,DF,28.0,0.1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,Matches
Diadie Samassékou,ml MLI,MF,27.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,0,0,27.7,34.0,17038,15411,1575,414,62,74,603,617,149,59,56,2,13457,52,328,0
Opponent Total,0,0,26.4,34.0,17443,15782,1609,363,50,99,697,699,193,61,78,0,13823,52,310,0
