Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Oliver Baumann,de GER,GK,33.0,34.0,1055,1412,74.7,29010,21712,217,219,99.1,508,513,99.0,318,664,47.9,1,0.2,0.1,0.8,2,24,2,0,1,Matches
Maximilian Beier,de GER,"FW,MF",20.0,26.9,384,550,69.8,4753,790,241,299,80.6,101,152,66.4,7,17,41.2,1,2.4,3.0,-1.4,24,7,27,9,30,Matches
Pavel Kadeřábek,cz CZE,"DF,FW",31.0,26.8,888,1273,69.8,14192,5402,465,555,83.8,361,523,69.0,52,135,38.5,4,4.7,5.4,-0.7,36,70,31,21,88,Matches
Ozan Kabak,tr TUR,DF,23.0,25.4,1159,1358,85.3,21139,7126,441,488,90.4,618,677,91.3,93,172,54.1,0,1.1,1.7,-1.1,8,92,16,2,110,Matches
Grischa Prömel,de GER,MF,28.0,23.8,802,983,81.6,12526,2950,414,470,88.1,317,360,88.1,47,87,54.0,5,2.8,2.2,2.2,21,74,17,2,96,Matches
Anton Stach,de GER,MF,24.0,25.8,1031,1309,78.8,16987,4924,527,603,87.4,396,476,83.2,83,164,50.6,3,3.5,2.5,-0.5,19,115,22,3,143,Matches
Florian Grillitsch,at AUT,"DF,MF",27.0,25.5,1496,1753,85.3,27923,11022,580,642,90.3,750,826,90.8,148,234,63.2,6,1.7,1.9,4.3,19,152,20,3,152,Matches
Andrej Kramarić,hr CRO,"MF,FW",32.0,24.4,904,1139,79.4,13884,3748,494,558,88.5,305,373,81.8,72,132,54.5,6,7.3,7.0,-1.3,78,67,22,3,119,Matches
Wout Weghorst,nl NED,FW,30.0,22.0,414,571,72.5,5269,1114,262,339,77.3,102,138,73.9,17,23,73.9,3,3.5,2.8,-0.5,34,27,20,0,57,Matches
John Brooks,us USA,DF,30.0,17.1,740,892,83.0,15150,6266,230,255,90.2,400,447,89.5,103,170,60.6,0,0.1,0.3,-0.1,3,56,3,1,61,Matches
Ihlas Bebou,tg TOG,"FW,DF",29.0,18.2,360,514,70.0,5117,1476,208,262,79.4,106,158,67.1,20,34,58.8,5,2.6,3.0,2.4,15,9,15,4,38,Matches
Marius Bülter,de GER,"DF,FW",30.0,15.0,500,695,71.9,8626,3041,243,275,88.4,202,274,73.7,48,104,46.2,4,3.4,4.3,0.6,21,35,22,11,60,Matches
Kevin Vogt,de GER,DF,31.0,14.7,813,939,86.6,17137,7528,237,252,94.0,413,460,89.8,146,201,72.6,0,0.1,0.4,-0.1,2,79,11,0,84,Matches
Robert Skov,dk DEN,"DF,FW",27.0,14.0,542,736,73.6,9703,3351,226,260,86.9,252,315,80.0,56,116,48.3,4,1.9,1.8,2.1,23,50,19,5,71,Matches
Umut Tohumcu,de GER,MF,18.0,11.2,366,419,87.4,5711,1505,203,216,94.0,134,150,89.3,24,33,72.7,2,1.1,2.0,0.9,9,45,11,2,46,Matches
Kevin Akpoguma,ng NGA,DF,28.0,12.2,611,711,85.9,10584,3879,275,302,91.1,277,307,90.2,50,79,63.3,0,0.3,0.4,-0.3,5,71,2,0,55,Matches
Stanley N'Soki,fr FRA,DF,24.0,7.0,318,399,79.7,5355,2302,141,162,87.0,148,173,85.5,20,41,48.8,0,0.1,0.3,-0.1,2,21,3,0,37,Matches
Tim Drexler,de GER,DF,18.0,6.4,315,349,90.3,5021,1532,158,168,94.0,141,148,95.3,11,22,50.0,0,0.0,0.0,0.0,1,14,0,0,12,Matches
Finn Ole Becker,de GER,MF,23.0,6.7,247,315,78.4,3882,1192,132,151,87.4,86,104,82.7,22,40,55.0,0,0.4,0.7,-0.4,6,15,11,0,36,Matches
David Jurásek,cz CZE,DF,22.0,5.5,166,256,64.8,2795,1295,71,81,87.7,84,120,70.0,8,36,22.2,1,1.0,0.8,0.0,6,6,6,5,12,Matches
Attila Szalai,hu HUN,DF,25.0,3.2,131,178,73.6,2249,1119,53,62,85.5,63,77,81.8,10,30,33.3,0,0.5,0.8,-0.5,2,10,2,1,13,Matches
Tom Bischof,de GER,"MF,FW",18.0,2.0,90,112,80.4,1501,532,45,53,84.9,33,37,89.2,7,11,63.6,2,0.8,0.8,1.2,5,11,4,2,18,Matches
Angelo Stiller,de GER,MF,22.0,0.9,36,43,83.7,683,273,17,19,89.5,13,13,100.0,5,7,71.4,0,0.0,0.1,0.0,1,7,1,1,7,Matches
Mergim Berisha,de GER,FW,25.0,1.6,22,33,66.7,290,91,11,15,73.3,7,10,70.0,1,2,50.0,0,0.3,0.1,-0.3,2,2,1,0,3,Matches
Dennis Geiger,de GER,MF,25.0,0.7,8,12,66.7,162,64,3,5,60.0,5,6,83.3,0,1,0.0,0,0.2,0.1,-0.2,1,3,0,0,3,Matches
Julian Justvan,de GER,"FW,MF",25.0,0.5,35,55,63.6,560,223,20,27,74.1,12,19,63.2,3,5,60.0,0,0.0,0.1,0.0,0,4,3,1,5,Matches
Bambasé Conté,de GER,"MF,FW",20.0,0.5,19,24,79.2,228,61,14,15,93.3,4,6,66.7,1,3,33.3,0,0.0,0.0,0.0,1,3,1,0,2,Matches
Max Moerstedt,de GER,"DF,FW",0.0,0.1,2,3,66.7,18,0,2,3,66.7,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Kasim Nuhu,gh GHA,DF,28.0,0.1,1,3,33.3,25,0,0,0,0.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
