Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Filip Jørgensen,dk DEN,GK,21.0,36.0,3,1,3,0,0,3,4,75.0,1,0,0,0,2,5,10,3,Matches
Alex Baena,es ESP,"MF,FW",22.0,28.7,34,21,10,16,8,20,47,42.6,27,23,2,21,13,47,17,1,Matches
Alexander Sørloth,no NOR,FW,27.0,27.7,6,3,1,2,3,2,6,33.3,4,9,4,5,0,6,26,0,Matches
Daniel Parejo,es ESP,MF,34.0,28.7,43,30,16,21,6,20,46,43.5,26,25,9,16,21,64,29,3,Matches
Gerard Moreno,es ESP,FW,31.0,24.6,25,12,10,7,8,11,25,44.0,14,24,7,17,9,34,24,0,Matches
Raúl Albiol,es ESP,DF,37.0,22.6,25,14,15,9,1,18,27,66.7,9,31,24,7,16,41,102,0,Matches
Jorge Cuenca,es ESP,DF,23.0,21.8,42,29,26,10,6,19,30,63.3,11,26,15,11,21,63,114,0,Matches
Santi Comesaña,es ESP,MF,26.0,18.4,44,26,15,21,8,19,38,50.0,19,33,9,24,22,66,27,1,Matches
Ilias Akhomach,ma MAR,"MF,FW",19.0,16.8,36,21,11,16,9,10,20,50.0,10,10,2,8,13,49,13,0,Matches
Alberto Moreno,es ESP,DF,31.0,16.5,31,21,19,10,2,10,30,33.3,20,12,2,10,24,55,33,0,Matches
Kiko Femenía,es ESP,DF,32.0,17.6,35,25,19,13,3,19,34,55.9,15,21,6,15,31,66,45,0,Matches
Étienne Capoue,fr FRA,MF,35.0,16.2,32,18,17,12,3,15,22,68.2,7,20,4,16,22,54,24,1,Matches
Yerson Mosquera,co COL,DF,22.0,13.7,27,13,18,7,2,12,15,80.0,3,12,2,10,17,44,65,0,Matches
Alfonso Pedraza,es ESP,DF,27.0,12.4,25,9,18,5,2,9,17,52.9,8,16,7,9,13,38,19,0,Matches
Aïssa Mandi,dz ALG,DF,31.0,12.4,13,8,8,5,0,7,14,50.0,7,10,7,3,8,21,41,0,Matches
Juan Foyth,ar ARG,DF,25.0,11.8,26,15,18,8,0,12,27,44.4,15,17,4,13,12,38,44,0,Matches
Francis Coquelin,fr FRA,MF,32.0,10.1,20,12,8,10,2,5,13,38.5,8,14,4,10,16,36,15,0,Matches
Adrià Altimira,es ESP,"DF,MF",22.0,8.6,16,7,9,6,1,9,24,37.5,15,18,5,13,5,21,18,0,Matches
Gonçalo Guedes,pt POR,"FW,MF",26.0,10.6,6,4,1,2,3,2,7,28.6,5,8,0,8,2,8,3,0,Matches
Eric Bailly,ci CIV,DF,29.0,9.3,5,3,4,1,0,2,2,100.0,0,8,8,0,9,14,38,2,Matches
José Luis Morales,es ESP,"FW,MF",36.0,11.6,5,3,1,4,0,3,13,23.1,10,9,1,8,7,12,4,0,Matches
Yeremi Pino,es ESP,"MF,FW",20.0,5.3,25,18,12,10,3,9,18,50.0,9,11,1,10,5,30,5,0,Matches
Ramón Terrats,es ESP,"MF,DF",22.0,8.7,17,13,8,8,1,7,15,46.7,8,11,1,10,3,20,9,0,Matches
Bertrand Traoré,bf BFA,MF,27.0,6.3,5,4,2,1,2,1,4,25.0,3,6,0,6,1,6,2,0,Matches
Matteo Gabbia,it ITA,DF,23.0,5.3,10,6,4,6,0,5,8,62.5,3,5,2,3,8,18,36,1,Matches
Manu Trigueros,es ESP,MF,31.0,3.4,7,5,6,1,0,4,10,40.0,6,1,1,0,3,10,9,0,Matches
Ben Brereton,cl CHI,"FW,MF",24.0,3.0,2,2,1,0,1,0,2,0.0,2,0,0,0,0,2,0,0,Matches
Carlos Romero,es ESP,DF,21.0,2.9,11,5,8,1,2,7,12,58.3,5,3,0,3,1,12,11,0,Matches
Pepe Reina,es ESP,GK,40.0,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,Matches
Denis Suárez,es ESP,"MF,FW",29.0,1.5,0,0,0,0,0,0,2,0.0,2,2,2,0,0,0,4,0,Matches
Stefan Lekovic,rs SRB,DF,19.0,0.3,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,0,Matches
Pascu,es ESP,FW,20.0,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,27.9,38.0,576,348,288,212,76,260,532,48.9,272,386,130,256,304,880,789,12,0
Opponent Total,0,0,27.1,38.0,685,436,331,258,96,329,680,48.4,351,422,126,296,346,1031,584,11,0
