Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Filip Jørgensen,dk DEN,GK,21.0,36.0,1397,1240,1395,2,0,0,1397,1,1,100.0,0,0.0,798,4097,2334,0,0,0,4,1,663,0,Matches
Alex Baena,es ESP,"MF,FW",22.0,28.7,1550,29,224,650,693,102,1549,53,26,49.1,24,45.3,908,5282,2765,84,58,23,66,33,1120,181,Matches
Alexander Sørloth,no NOR,FW,27.0,27.7,797,33,61,326,417,150,797,72,30,41.7,40,55.6,474,3292,1104,48,35,29,97,61,638,159,Matches
Daniel Parejo,es ESP,MF,34.0,28.7,2021,87,538,1164,342,10,2018,30,19,63.3,9,30.0,1055,4476,1919,11,15,1,15,23,1471,28,Matches
Gerard Moreno,es ESP,FW,31.0,24.6,1273,32,135,594,558,125,1270,84,43,51.2,36,42.9,768,4065,1591,48,41,23,49,53,1015,199,Matches
Raúl Albiol,es ESP,DF,37.0,22.6,1476,244,853,605,26,14,1476,0,0,0.0,0,0.0,811,4596,2552,8,1,0,10,3,1019,0,Matches
Jorge Cuenca,es ESP,DF,23.0,21.8,1418,230,694,606,123,25,1418,14,8,57.1,6,42.9,668,3349,2078,11,13,2,10,4,861,30,Matches
Santi Comesaña,es ESP,MF,26.0,18.4,1077,61,265,593,229,32,1077,32,21,65.6,11,34.4,510,2802,1414,23,25,7,22,19,734,48,Matches
Ilias Akhomach,ma MAR,"MF,FW",19.0,16.8,745,12,89,271,403,70,745,128,57,44.5,59,46.1,491,3523,2006,68,47,27,49,36,551,160,Matches
Alberto Moreno,es ESP,DF,31.0,16.5,885,53,279,349,266,27,885,10,5,50.0,4,40.0,402,2042,1033,26,21,2,17,3,523,79,Matches
Kiko Femenía,es ESP,DF,32.0,17.6,1275,62,460,604,228,9,1275,11,6,54.5,5,45.5,627,3750,2073,46,27,1,18,5,743,45,Matches
Étienne Capoue,fr FRA,MF,35.0,16.2,1020,41,240,575,217,24,1020,45,22,48.9,21,46.7,573,2737,1248,24,27,5,32,20,747,38,Matches
Yerson Mosquera,co COL,DF,22.0,13.7,885,142,497,324,67,21,885,10,4,40.0,4,40.0,438,2218,1116,8,8,2,5,4,535,12,Matches
Alfonso Pedraza,es ESP,DF,27.0,12.4,734,42,234,287,222,26,734,30,10,33.3,19,63.3,404,2815,1491,56,36,10,12,2,441,97,Matches
Aïssa Mandi,dz ALG,DF,31.0,12.4,825,139,431,378,21,6,825,0,0,0.0,0,0.0,450,2516,1489,6,6,0,2,2,579,4,Matches
Juan Foyth,ar ARG,DF,25.0,11.8,827,69,270,389,175,16,827,27,20,74.1,6,22.2,426,2278,1192,19,28,3,17,7,494,28,Matches
Francis Coquelin,fr FRA,MF,32.0,10.1,525,33,126,305,99,10,525,8,3,37.5,5,62.5,231,1026,409,5,7,0,9,8,335,14,Matches
Adrià Altimira,es ESP,"DF,MF",22.0,8.6,552,38,200,278,82,2,552,16,11,68.8,4,25.0,257,1338,644,10,6,0,7,5,329,15,Matches
Gonçalo Guedes,pt POR,"FW,MF",26.0,10.6,434,6,32,155,248,42,434,15,10,66.7,5,33.3,264,1721,925,38,18,10,33,12,331,88,Matches
Eric Bailly,ci CIV,DF,29.0,9.3,459,79,282,175,9,3,459,8,7,87.5,0,0.0,243,1616,816,3,2,0,4,3,288,1,Matches
José Luis Morales,es ESP,"FW,MF",36.0,11.6,337,10,47,144,153,44,337,32,9,28.1,22,68.8,203,1306,720,29,16,19,25,13,243,79,Matches
Yeremi Pino,es ESP,"MF,FW",20.0,5.3,261,8,57,83,126,22,261,17,9,52.9,6,35.3,156,787,333,11,5,8,16,9,166,49,Matches
