Player,Nation,Pos,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Kiko Femenía,es ESP,DF,32.0,23,1583.0,69.0,46.3,17.6,16,88.0,12,7,25.0,13,1.52,31.0,19.0,12.0,0.68,1.27,26.5,23.4,3.2,0.18,0.49,Matches
Étienne Capoue,fr FRA,MF,35.0,32,1455.0,45.0,42.5,16.2,15,80.0,9,17,15.0,5,1.31,29.0,34.0,-5.0,-0.31,-0.54,24.5,27.4,-2.9,-0.18,-0.17,Matches
Yerson Mosquera,co COL,DF,22.0,16,1229.0,77.0,35.9,13.7,14,87.0,13,2,7.0,1,2.0,31.0,17.0,14.0,1.03,1.6,21.6,18.8,2.9,0.21,0.46,Matches
Alfonso Pedraza,es ESP,DF,27.0,19,1116.0,59.0,32.6,12.4,14,68.0,6,5,33.0,0,1.0,17.0,27.0,-10.0,-0.81,-1.2,19.0,20.2,-1.2,-0.1,-0.02,Matches
Aïssa Mandi,dz ALG,DF,31.0,16,1113.0,70.0,32.5,12.4,12,85.0,10,4,22.0,16,1.38,21.0,21.0,0.0,0.0,0.0,18.4,17.9,0.5,0.04,0.18,Matches
Juan Foyth,ar ARG,DF,25.0,12,1062.0,89.0,31.1,11.8,12,89.0,11,0,0.0,0,1.0,15.0,20.0,-5.0,-0.42,-0.61,16.3,17.4,-1.2,-0.1,-0.02,Matches
Francis Coquelin,fr FRA,MF,32.0,17,910.0,54.0,26.6,10.1,10,74.0,2,7,25.0,2,1.59,20.0,10.0,10.0,0.99,1.35,14.2,13.4,0.8,0.08,0.22,Matches
Adrià Altimira,es ESP,"DF,MF",22.0,11,775.0,70.0,22.7,8.6,10,74.0,4,1,37.0,7,1.0,11.0,22.0,-11.0,-1.28,-1.65,12.8,18.7,-5.9,-0.68,-0.77,Matches
Gonçalo Guedes,pt POR,"FW,MF",26.0,17,951.0,56.0,27.8,10.6,9,79.0,3,8,30.0,1,1.82,24.0,16.0,8.0,0.76,1.05,14.8,15.0,-0.2,-0.02,0.08,Matches
Eric Bailly,ci CIV,DF,29.0,10,839.0,84.0,24.5,9.3,9,85.0,8,1,74.0,3,2.0,24.0,18.0,6.0,0.64,0.85,15.7,12.4,3.3,0.35,0.57,Matches
José Luis Morales,es ESP,"FW,MF",36.0,29,1048.0,36.0,30.6,11.6,8,71.0,0,21,23.0,9,1.38,15.0,25.0,-10.0,-0.86,-1.24,17.1,20.8,-3.6,-0.31,-0.33,Matches
Yeremi Pino,es ESP,"MF,FW",20.0,7,475.0,68.0,13.9,5.3,7,68.0,1,0,0.0,1,0.71,6.0,8.0,-2.0,-0.38,-0.44,5.9,8.4,-2.5,-0.47,-0.44,Matches
Ramón Terrats,es ESP,"MF,DF",22.0,19,785.0,41.0,23.0,8.7,6,78.0,1,13,24.0,7,1.16,13.0,18.0,-5.0,-0.57,-0.74,11.7,16.0,-4.3,-0.49,-0.53,Matches
Bertrand Traoré,bf BFA,MF,27.0,11,568.0,52.0,16.6,6.3,6,77.0,1,5,22.0,2,2.0,17.0,5.0,12.0,1.9,2.28,11.3,5.7,5.6,0.88,1.16,Matches
Matteo Gabbia,it ITA,DF,23.0,7,477.0,68.0,13.9,5.3,6,77.0,3,1,13.0,8,1.43,8.0,10.0,-2.0,-0.38,-0.44,6.2,9.2,-3.0,-0.57,-0.56,Matches
Manu Trigueros,es ESP,MF,31.0,14,309.0,22.0,9.0,3.4,2,82.0,1,12,12.0,24,1.36,3.0,5.0,-2.0,-0.58,-0.64,5.0,3.8,1.1,0.33,0.45,Matches
Ben Brereton,cl CHI,"FW,MF",24.0,14,270.0,19.0,7.9,3.0,2,67.0,0,12,11.0,5,0.86,3.0,3.0,0.0,0.0,0.0,3.3,3.5,-0.1,-0.04,0.05,Matches
Carlos Romero,es ESP,DF,21.0,7,262.0,37.0,7.7,2.9,2,53.0,0,5,31.0,7,1.86,3.0,8.0,-5.0,-1.72,-1.86,3.9,6.0,-2.2,-0.74,-0.71,Matches
Pepe Reina,es ESP,GK,40.0,2,180.0,90.0,5.3,2.0,2,90.0,2,0,0.0,29,1.8,11.0,5.0,6.0,3.0,3.17,3.6,1.4,2.2,1.11,1.26,Matches
Denis Suárez,es ESP,"MF,FW",29.0,4,133.0,33.0,3.9,1.5,1,90.0,1,3,14.0,1,0.75,1.0,5.0,-4.0,-2.71,-2.82,0.9,4.4,-3.5,-2.33,-2.34,Matches
Stefan Lekovic,rs SRB,DF,19.0,1,29.0,29.0,0.8,0.3,0,0.0,0,1,29.0,3,3.0,1.0,1.0,0.0,0.0,0.0,0.4,0.3,0.1,0.25,0.34,Matches
Pascu,es ESP,FW,20.0,1,14.0,14.0,0.4,0.2,0,0.0,0,1,14.0,2,0.0,2.0,0.0,2.0,12.86,12.91,0.2,0.2,0.0,0.22,0.31,Matches
Iker Álvarez,ad AND,GK,22.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniel Budesca,es ESP,DF,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Abraham Rando,es ESP,DF,22.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,27.9,38,3420.0,90.0,100.0,38.0,418,80.0,235,178,22.0,186,1.39,65.0,65.0,0.0,0.0,0.0,55.6,58.7,-3.2,-0.08,0.0,0
Opponent Total,0,0,27.1,38,3420.0,90.0,100.0,38.0,418,80.0,239,178,21.0,233,1.32,65.0,65.0,0.0,0.0,0.0,58.7,55.6,3.2,0.08,0.0,0
