Player,Nation,Pos,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Filip Jørgensen,dk DEN,GK,21.0,36,3240.0,90.0,94.7,36.0,36,90.0,36,0,0.0,2,1.36,59.0,63.0,-4.0,-0.11,-2.11,51.9,57.3,-5.4,-0.15,-1.26,Matches
Alex Baena,es ESP,"MF,FW",22.0,34,2579.0,76.0,75.4,28.7,33,77.0,12,1,26.0,0,1.5,50.0,45.0,5.0,0.17,0.71,45.0,42.9,2.2,0.08,0.65,Matches
Alexander Sørloth,no NOR,FW,27.0,34,2489.0,73.0,72.8,27.7,30,79.0,23,4,27.0,1,1.41,56.0,46.0,10.0,0.36,1.33,43.1,41.3,1.8,0.06,0.54,Matches
Daniel Parejo,es ESP,MF,34.0,33,2580.0,78.0,75.4,28.7,29,85.0,19,4,28.0,1,1.42,47.0,54.0,-7.0,-0.24,-0.99,41.2,46.0,-4.8,-0.17,-0.34,Matches
Gerard Moreno,es ESP,FW,31.0,30,2215.0,74.0,64.8,24.6,28,78.0,9,2,20.0,2,1.3,39.0,45.0,-6.0,-0.24,-0.69,34.6,36.6,-2.0,-0.08,0.01,Matches
Raúl Albiol,es ESP,DF,37.0,26,2031.0,78.0,59.4,22.6,24,82.0,18,2,35.0,4,1.15,34.0,36.0,-2.0,-0.09,-0.22,30.8,37.5,-6.7,-0.3,-0.52,Matches
Jorge Cuenca,es ESP,DF,23.0,29,1963.0,68.0,57.4,21.8,21,84.0,16,8,26.0,6,1.41,31.0,42.0,-11.0,-0.5,-1.18,31.3,35.9,-4.7,-0.21,-0.31,Matches
Santi Comesaña,es ESP,MF,26.0,27,1653.0,61.0,48.3,18.4,20,76.0,9,7,20.0,6,1.59,33.0,25.0,8.0,0.44,0.84,27.6,25.0,2.6,0.14,0.43,Matches
Ilias Akhomach,ma MAR,"MF,FW",19.0,31,1511.0,49.0,44.2,16.8,17,70.0,2,14,23.0,6,1.45,26.0,33.0,-7.0,-0.42,-0.75,25.5,29.0,-3.4,-0.2,-0.22,Matches
Alberto Moreno,es ESP,DF,31.0,27,1484.0,55.0,43.4,16.5,17,71.0,3,10,27.0,3,1.48,37.0,26.0,11.0,0.67,1.18,24.2,24.2,0.1,0.0,0.15,Matches
