Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Mark Flekken,nl NED,GK,30.0,37,37,3285,36.5,63,1.73,176,113,65.3,10,9,18,7,18.9,2,2,0,0,0.0,Matches
Thomas Strakosha,al ALB,GK,28.0,2,1,135,1.5,2,1.33,8,6,75.0,0,0,1,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,26.6,38,38,3420,38.0,65,1.71,184,119,65.8,10,9,19,7,18.4,2,2,0,0,0.0,0
Opponent Total,0,0,26.1,38,38,3420,38.0,56,1.47,162,108,67.3,19,9,10,8,21.1,3,3,0,0,0.0,0
