Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Mark Flekken,nl NED,GK,30.0,36.5,1131,1580,71.6,32732,22385,159,161,98.8,575,580,99.1,394,832,47.4,1,0.5,0.2,0.5,4,37,1,0,5,Matches
Vitaly Janelt,de GER,"MF,DF",25.0,33.9,1088,1398,77.8,17534,5211,579,666,86.9,394,496,79.4,84,156,53.8,3,4.8,3.7,-1.8,37,107,32,15,123,Matches
Christian Nørgaard,dk DEN,MF,29.0,27.8,1199,1501,79.9,19114,6144,639,725,88.1,458,559,81.9,78,146,53.4,1,1.9,2.4,-0.9,24,113,26,4,161,Matches
Nathan Collins,ie IRL,DF,22.0,29.5,1261,1552,81.3,23470,8772,462,528,87.5,660,757,87.2,116,214,54.2,1,2.2,1.1,-1.2,11,78,6,0,97,Matches
Yoane Wissa,cd COD,FW,26.0,27.7,327,462,70.8,4297,1135,197,248,79.4,84,124,67.7,16,29,55.2,3,3.9,2.0,-0.9,30,26,16,4,48,Matches
Ethan Pinnock,jm JAM,DF,30.0,28.0,1192,1432,83.2,22546,7516,399,466,85.6,672,739,90.9,98,178,55.1,0,1.0,0.8,-1.0,4,76,5,0,61,Matches
Mathias Jensen,dk DEN,MF,27.0,24.5,875,1202,72.8,17423,6338,362,423,85.6,337,439,76.8,152,268,56.7,3,4.0,4.8,-1.0,41,88,41,11,123,Matches
Mads Roerslev,dk DEN,DF,24.0,22.1,496,742,66.8,8448,2978,238,301,79.1,202,297,68.0,47,93,50.5,2,1.8,1.4,0.2,15,32,23,21,43,Matches
Bryan Mbeumo,cm CMR,FW,23.0,21.8,511,765,66.8,7853,2424,299,373,80.2,144,220,65.5,48,91,52.7,6,4.6,5.6,1.4,32,32,36,4,88,Matches
Kristoffer Ajer,no NOR,DF,25.0,20.4,610,810,75.3,10210,3786,291,337,86.4,263,332,79.2,45,103,43.7,1,2.3,2.7,-1.3,12,56,10,3,61,Matches
Ivan Toney,eng ENG,FW,27.0,16.1,228,426,53.5,2972,1188,135,219,61.6,56,103,54.4,15,31,48.4,2,1.5,1.4,0.5,12,20,18,5,40,Matches
Keane Lewis-Potter,eng ENG,"FW,DF",22.0,16.0,289,415,69.6,4218,969,169,206,82.0,89,119,74.8,19,56,33.9,1,1.7,2.0,-0.7,13,11,14,4,32,Matches
Ben Mee,eng ENG,DF,33.0,14.1,511,667,76.6,9030,3658,218,249,87.6,235,285,82.5,49,103,47.6,0,0.3,0.7,-0.3,6,45,4,2,49,Matches
Sergio Reguilón,es ESP,DF,26.0,12.4,351,522,67.2,6057,2626,161,194,83.0,147,201,73.1,34,82,41.5,4,2.8,2.2,1.2,20,17,17,13,38,Matches
Neal Maupay,fr FRA,FW,26.0,14.7,282,392,71.9,4002,913,172,208,82.7,66,97,68.0,23,32,71.9,3,2.3,2.2,0.7,15,17,17,2,37,Matches
Mathias Jørgensen,dk DEN,DF,33.0,12.1,446,593,75.2,7338,3528,227,262,86.6,186,238,78.2,27,62,43.5,0,0.9,0.5,-0.9,7,52,9,1,50,Matches
Frank Onyeka,ng NGA,MF,25.0,12.9,299,396,75.5,4662,1127,159,181,87.8,114,152,75.0,18,35,51.4,2,1.8,1.4,0.2,12,23,11,5,33,Matches
Aaron Hickey,sct SCO,DF,21.0,7.9,243,277,87.7,3813,894,134,140,95.7,92,106,86.8,14,20,70.0,0,0.1,0.1,-0.1,1,10,2,0,21,Matches
Mikkel Damsgaard,dk DEN,MF,23.0,9.4,300,432,69.4,4940,1897,151,194,77.8,116,151,76.8,26,55,47.3,2,1.4,0.9,0.6,10,50,11,1,61,Matches
Saman Ghoddos,ir IRN,DF,29.0,8.2,325,448,72.5,5565,1748,164,187,87.7,131,167,78.4,27,78,34.6,0,1.1,1.0,-1.1,9,29,10,4,36,Matches
Yehor Yarmoliuk,ua UKR,MF,19.0,7.6,221,298,74.2,3416,801,117,140,83.6,80,102,78.4,12,28,42.9,0,0.1,0.6,-0.1,3,17,10,1,35,Matches
Rico Henry,eng ENG,DF,26.0,4.5,147,183,80.3,2291,763,82,94,87.2,51,61,83.6,11,19,57.9,1,1.0,0.8,0.0,4,10,7,2,20,Matches
Kevin Schade,de GER,"FW,MF",21.0,3.7,58,95,61.1,819,220,36,49,73.5,19,32,59.4,2,4,50.0,1,0.7,0.7,0.3,4,8,3,2,9,Matches
Shandon Baptiste,gd GRN,MF,25.0,2.5,66,90,73.3,1144,351,33,39,84.6,25,28,89.3,7,15,46.7,1,0.2,0.4,0.8,4,7,3,2,5,Matches
Thomas Strakosha,al ALB,GK,28.0,1.5,52,71,73.2,1509,977,6,6,100.0,27,28,96.4,19,37,51.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Michael Olakigbe,eng ENG,"DF,FW",19.0,0.7,27,40,67.5,347,74,17,20,85.0,7,10,70.0,1,5,20.0,0,0.0,0.0,0.0,0,2,1,0,4,Matches
Josh Dasilva,eng ENG,"DF,FW",24.0,0.3,10,19,52.6,153,59,5,7,71.4,5,7,71.4,0,2,0.0,0,0.2,0.2,-0.2,1,0,0,0,2,Matches
Myles Peart-Harris,eng ENG,"DF,MF",20.0,0.1,6,10,60.0,68,10,5,5,100.0,1,2,50.0,0,2,0.0,0,0.0,0.0,0.0,1,1,0,0,1,Matches
Squad Total,0,0,26.6,38.0,12551,16818,74.6,225971,88492,5616,6628,84.7,5236,6432,81.4,1382,2776,49.8,38,42.7,40.0,-4.7,332,965,333,106,1283,0
Opponent Total,0,0,26.1,38.0,16393,20488,80.0,267829,93765,8497,9480,89.6,6112,7202,84.9,1287,2632,48.9,50,43.6,40.7,6.4,417,1447,425,89,1585,0
