Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Mark Flekken,nl NED,GK,30.0,36.5,63,2,0,6,0,55.4,0.31,-7.6,-0.21,242,647,37.4,1288,131,36.6,34.5,289,60.9,46.7,568,44,7.7,37,1.01,12.6,Matches
Thomas Strakosha,al ALB,GK,28.0,1.5,2,0,0,0,0,1.5,0.2,-0.5,-0.3,12,30,40.0,56,5,41.1,35.8,15,46.7,39.9,37,2,5.4,1,0.67,10.0,Matches
Squad Total,0,0,26.6,38.0,65,2,0,6,0,57.0,0.3,-8.0,-0.21,254,677,37.5,1330,136,37.1,35.8,318,57.5,44.9,605,46,7.6,38,1.0,10.0,0
Opponent Total,0,0,26.1,38.0,56,3,2,6,2,52.5,0.31,-1.5,-0.04,228,717,31.8,1039,151,52.0,40.7,278,63.7,44.9,557,50,9.0,50,1.32,15.5,0
