Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Mark Flekken,nl NED,GK,30.0,36.5,1580,1122,455,166,0,5,0,0,0,0,0,0,1131,3,0,Matches
Vitaly Janelt,de GER,"MF,DF",25.0,33.9,1398,1345,49,14,4,12,59,29,6,2,1,2,1088,4,26,Matches
Christian Nørgaard,dk DEN,MF,29.0,27.8,1501,1422,73,23,8,8,22,32,1,0,0,0,1199,6,16,Matches
Nathan Collins,ie IRL,DF,22.0,29.5,1552,1423,123,46,2,13,4,74,0,0,0,0,1261,6,16,Matches
Yoane Wissa,cd COD,FW,26.0,27.7,462,444,17,1,3,3,21,0,2,0,0,0,327,1,19,Matches
Ethan Pinnock,jm JAM,DF,30.0,28.0,1432,1374,55,26,0,8,7,24,0,0,0,0,1192,3,13,Matches
Mathias Jensen,dk DEN,MF,27.0,24.5,1202,924,272,47,8,25,113,111,65,32,16,5,875,6,24,Matches
Mads Roerslev,dk DEN,DF,24.0,22.1,742,664,74,3,1,3,62,71,0,0,0,0,496,4,29,Matches
Bryan Mbeumo,cm CMR,FW,23.0,21.8,765,668,89,26,15,4,92,15,47,21,10,3,511,8,29,Matches
Kristoffer Ajer,no NOR,DF,25.0,20.4,810,730,79,9,1,9,22,65,0,0,0,0,610,1,11,Matches
Ivan Toney,eng ENG,FW,27.0,16.1,426,395,23,8,5,0,22,8,2,0,0,0,228,8,22,Matches
Keane Lewis-Potter,eng ENG,"FW,DF",22.0,16.0,415,404,10,3,2,4,50,6,0,0,0,0,289,1,13,Matches
Ben Mee,eng ENG,DF,33.0,14.1,667,594,72,15,0,3,5,56,0,0,0,0,511,1,6,Matches
Sergio Reguilón,es ESP,DF,26.0,12.4,522,428,91,29,1,1,72,35,27,8,11,0,351,3,19,Matches
Neal Maupay,fr FRA,FW,26.0,14.7,392,362,28,6,5,2,8,10,1,0,0,0,282,2,28,Matches
Mathias Jørgensen,dk DEN,DF,33.0,12.1,593,526,64,3,1,0,8,61,0,0,0,0,446,3,11,Matches
Frank Onyeka,ng NGA,MF,25.0,12.9,396,389,6,2,2,0,16,4,0,0,0,0,299,1,13,Matches
Aaron Hickey,sct SCO,DF,21.0,7.9,277,254,23,3,1,3,5,20,0,0,0,0,243,0,7,Matches
Mikkel Damsgaard,dk DEN,MF,23.0,9.4,432,409,21,5,10,3,29,7,7,4,3,0,300,2,19,Matches
Saman Ghoddos,ir IRN,DF,29.0,8.2,448,370,74,15,0,3,42,34,24,10,10,0,325,4,8,Matches
Yehor Yarmoliuk,ua UKR,MF,19.0,7.6,298,296,2,0,0,1,14,2,0,0,0,0,221,0,11,Matches
Rico Henry,eng ENG,DF,26.0,4.5,183,165,17,2,0,3,11,15,0,0,0,0,147,1,4,Matches
Kevin Schade,de GER,"FW,MF",21.0,3.7,95,93,0,0,1,0,5,0,0,0,0,0,58,2,4,Matches
Shandon Baptiste,gd GRN,MF,25.0,2.5,90,87,3,0,0,0,3,1,0,0,0,0,66,0,5,Matches
Thomas Strakosha,al ALB,GK,28.0,1.5,71,45,26,11,0,0,0,0,0,0,0,0,52,0,0,Matches
Michael Olakigbe,eng ENG,"DF,FW",19.0,0.7,40,38,2,1,0,0,7,1,0,0,0,0,27,0,3,Matches
Josh Dasilva,eng ENG,"DF,FW",24.0,0.3,19,17,2,0,0,0,6,0,2,2,0,0,10,0,1,Matches
Myles Peart-Harris,eng ENG,"DF,MF",20.0,0.1,10,8,2,0,0,0,1,2,0,0,0,0,6,0,0,Matches
Squad Total,0,0,26.6,38.0,16818,14996,1752,464,70,113,706,683,184,79,51,10,12551,70,357,0
Opponent Total,0,0,26.1,38.0,20488,18673,1759,439,47,90,764,731,218,106,72,4,16393,56,383,0
