Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Pascal Groß,de GER,"MF,DF",32.0,34.6,2774,3223,86.1,42905,13360,1583,1674,94.6,914,1035,88.3,193,359,53.8,10,8.1,9.2,1.9,103,242,73,27,302,Matches
Lewis Dunk,eng ENG,DF,31.0,31.9,2977,3233,92.1,50791,19478,1343,1382,97.2,1340,1417,94.6,216,340,63.5,1,0.9,2.2,0.1,13,204,8,1,152,Matches
Jan Paul van Hecke,nl NED,DF,23.0,26.3,2225,2415,92.1,38300,14722,939,991,94.8,1109,1181,93.9,136,186,73.1,0,0.9,1.1,-0.9,10,156,10,1,147,Matches
Simon Adingra,ci CIV,FW,21.0,24.7,634,840,75.5,8828,1713,412,491,83.9,185,245,75.5,20,38,52.6,1,3.7,3.5,-2.7,33,17,33,11,50,Matches
Billy Gilmour,sct SCO,MF,22.0,23.6,1915,2107,90.9,29399,7671,1049,1093,96.0,703,759,92.6,106,170,62.4,1,2.0,2.5,-1.0,22,183,33,3,193,Matches
Bart Verbruggen,nl NED,GK,20.0,21.0,753,862,87.4,14982,10381,304,307,99.0,309,315,98.1,129,226,57.1,0,0.0,0.0,0.0,0,3,0,0,3,Matches
Danny Welbeck,eng ENG,"FW,MF",32.0,18.8,423,515,82.1,4847,730,304,349,87.1,91,106,85.8,1,2,50.0,1,1.7,1.4,-0.7,22,23,13,0,44,Matches
João Pedro,br BRA,"FW,MF",21.0,22.7,659,818,80.6,8706,1876,425,483,88.0,178,217,82.0,24,43,55.8,3,3.8,4.7,-0.8,37,43,44,4,92,Matches
Igor,br BRA,DF,25.0,18.2,1398,1497,93.4,21855,7143,714,742,96.2,615,640,96.1,49,68,72.1,0,0.7,0.5,-0.7,7,123,2,0,107,Matches
Joël Veltman,nl NED,DF,31.0,17.6,758,906,83.7,12317,3297,373,419,89.0,330,376,87.8,48,82,58.5,1,0.5,0.6,0.5,4,51,8,0,85,Matches
Jason Steele,eng ENG,GK,32.0,17.0,570,673,84.7,12217,8275,185,186,99.5,265,270,98.1,111,206,53.9,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Facundo Buonanotte,ar ARG,"FW,MF",18.0,15.2,404,478,84.5,5038,1028,270,306,88.2,95,109,87.2,9,15,60.0,1,1.8,1.2,-0.8,18,26,14,1,42,Matches
Kaoru Mitoma,jp JPN,FW,26.0,16.5,509,650,78.3,6210,1486,357,413,86.4,110,153,71.9,9,24,37.5,4,2.7,3.6,1.3,25,23,34,5,64,Matches
Evan Ferguson,ie IRL,FW,18.0,15.2,244,303,80.5,3028,349,156,180,86.7,54,63,85.7,11,15,73.3,0,0.5,0.8,-0.5,6,11,4,0,15,Matches
Carlos Baleba,cm CMR,MF,19.0,14.7,713,775,92.0,10618,2185,402,429,93.7,267,278,96.0,24,30,80.0,0,0.3,0.3,-0.3,8,38,3,0,50,Matches
Pervis Estupiñán,ec ECU,DF,25.0,13.8,809,962,84.1,11736,3617,480,524,91.6,270,313,86.3,32,64,50.0,3,3.5,2.3,-0.5,26,66,25,11,83,Matches
Adam Webster,eng ENG,DF,28.0,12.7,997,1096,91.0,16938,5838,428,462,92.6,495,529,93.6,56,79,70.9,0,0.1,0.3,-0.1,5,92,4,0,80,Matches
Adam Lallana,eng ENG,"MF,FW",35.0,9.4,451,509,88.6,4936,1088,326,352,92.6,78,90,86.7,7,8,87.5,1,1.7,2.0,-0.7,15,21,16,1,39,Matches
James Milner,eng ENG,"DF,MF",37.0,8.6,492,585,84.1,7622,2496,269,297,90.6,181,210,86.2,27,46,58.7,2,1.8,1.7,0.2,16,46,17,6,69,Matches
Tariq Lamptey,gh GHA,"DF,FW",22.0,10.2,379,454,83.5,5485,916,217,242,89.7,135,163,82.8,13,22,59.1,3,1.2,0.8,1.8,10,6,12,6,17,Matches
Jack Hinshelwood,eng ENG,DF,18.0,9.7,418,498,83.9,5999,1172,233,267,87.3,156,175,89.1,9,22,40.9,0,0.7,0.4,-0.7,8,24,5,1,19,Matches
Solly March,eng ENG,"FW,DF",29.0,6.2,203,261,77.8,3145,899,118,139,84.9,62,78,79.5,17,27,63.0,1,1.0,1.0,0.0,7,10,7,0,24,Matches
Jakub Moder,pl POL,"MF,DF",24.0,6.9,243,304,79.9,3263,908,150,165,90.9,75,94,79.8,5,14,35.7,0,0.8,0.8,-0.8,4,15,3,0,23,Matches
Mahmoud Dahoud,de GER,MF,27.0,5.0,284,328,86.6,4011,886,169,176,96.0,84,99,84.8,16,25,64.0,1,0.9,0.4,0.1,10,21,1,1,11,Matches
