Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Pascal Groß,de GER,"MF,DF",32.0,34.6,70,46,33,21,16,31,72,43.1,41,41,8,33,22,92,32,3,Matches
Lewis Dunk,eng ENG,DF,31.0,31.9,27,14,17,9,1,13,36,36.1,23,49,37,12,31,58,90,1,Matches
Jan Paul van Hecke,nl NED,DF,23.0,26.3,47,26,25,19,3,27,45,60.0,18,49,27,22,30,77,76,4,Matches
Simon Adingra,ci CIV,FW,21.0,24.7,45,20,23,11,11,19,42,45.2,23,31,1,30,19,64,22,0,Matches
Billy Gilmour,sct SCO,MF,22.0,23.6,26,16,14,10,2,11,35,31.4,24,23,9,14,11,37,14,1,Matches
Bart Verbruggen,nl NED,GK,20.0,21.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,11,3,Matches
Danny Welbeck,eng ENG,"FW,MF",32.0,18.8,35,17,9,17,9,10,17,58.8,7,12,0,12,9,44,17,1,Matches
João Pedro,br BRA,"FW,MF",21.0,22.7,31,14,10,13,8,14,24,58.3,10,15,2,13,11,42,28,0,Matches
Igor,br BRA,DF,25.0,18.2,25,18,7,16,2,17,29,58.6,12,22,9,13,14,39,52,1,Matches
Joël Veltman,nl NED,DF,31.0,17.6,54,41,32,17,5,39,58,67.2,19,17,7,10,18,72,57,1,Matches
Jason Steele,eng ENG,GK,32.0,17.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,8,1,Matches
Facundo Buonanotte,ar ARG,"FW,MF",18.0,15.2,42,22,13,22,7,14,44,31.8,30,22,3,19,8,50,5,0,Matches
Kaoru Mitoma,jp JPN,FW,26.0,16.5,13,6,3,7,3,5,19,26.3,14,15,1,14,5,18,12,0,Matches
Evan Ferguson,ie IRL,FW,18.0,15.2,14,6,4,7,3,5,14,35.7,9,10,3,7,2,16,8,0,Matches
Carlos Baleba,cm CMR,MF,19.0,14.7,40,20,17,19,4,23,46,50.0,23,35,7,28,18,58,30,3,Matches
Pervis Estupiñán,ec ECU,DF,25.0,13.8,26,13,12,11,3,14,30,46.7,16,14,4,10,21,47,20,0,Matches
Adam Webster,eng ENG,DF,28.0,12.7,14,12,8,5,1,6,18,33.3,12,16,12,4,16,30,43,1,Matches
Adam Lallana,eng ENG,"MF,FW",35.0,9.4,8,3,4,4,0,0,4,0.0,4,2,1,1,3,11,1,0,Matches
James Milner,eng ENG,"DF,MF",37.0,8.6,20,14,9,10,1,9,14,64.3,5,9,0,9,8,28,16,0,Matches
Tariq Lamptey,gh GHA,"DF,FW",22.0,10.2,21,14,14,5,2,13,22,59.1,9,7,3,4,6,27,6,0,Matches
Jack Hinshelwood,eng ENG,DF,18.0,9.7,14,5,7,4,3,5,13,38.5,8,6,2,4,14,28,18,0,Matches
Solly March,eng ENG,"FW,DF",29.0,6.2,19,14,9,7,3,8,14,57.1,6,5,0,5,11,30,8,0,Matches
Jakub Moder,pl POL,"MF,DF",24.0,6.9,19,10,9,5,5,9,18,50.0,9,8,2,6,2,21,12,0,Matches
Mahmoud Dahoud,de GER,MF,27.0,5.0,9,4,2,4,3,3,9,33.3,6,4,1,3,1,10,5,0,Matches
Julio Enciso,py PAR,"MF,FW",19.0,5.3,6,2,3,2,1,2,7,28.6,5,11,0,11,0,6,3,0,Matches
Ansu Fati,es ESP,"MF,FW",20.0,5.8,5,3,1,2,2,1,11,9.1,10,8,0,8,3,8,3,0,Matches
Valentín Barco,ar ARG,"DF,FW",19.0,3.4,11,5,4,5,2,6,8,75.0,2,3,0,3,4,15,3,1,Matches
Odeluga Offiah,eng ENG,DF,20.0,1.4,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches
Mark O'Mahony,ie IRL,FW,18.0,0.7,1,0,1,0,0,1,2,50.0,1,2,1,1,0,1,1,0,Matches
Benicio Boaitey,eng ENG,"FW,DF",19.0,0.4,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,Matches
Squad Total,0,0,25.9,38.0,644,366,292,252,100,307,658,46.7,351,437,140,297,288,932,603,21,0
Opponent Total,0,0,26.3,38.0,664,396,330,253,81,322,619,52.0,297,454,165,289,355,1019,733,12,0
