Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Pascal Groß,de GER,"MF,DF",32.0,34.6,4,54,18,33.3,1.56,0.52,0.06,0.17,19.8,4,1,1,6.5,5.7,0.11,-2.5,-2.7,Matches
Lewis Dunk,eng ENG,DF,31.0,31.9,3,33,12,36.4,1.04,0.38,0.09,0.25,13.4,4,0,0,3.1,3.1,0.09,-0.1,-0.1,Matches
Jan Paul van Hecke,nl NED,DF,23.0,26.3,0,15,6,40.0,0.57,0.23,0.0,0.0,11.3,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
Simon Adingra,ci CIV,FW,21.0,24.7,6,52,22,42.3,2.11,0.89,0.12,0.27,15.9,0,0,0,4.3,4.3,0.08,1.7,1.7,Matches
Billy Gilmour,sct SCO,MF,22.0,23.6,0,25,5,20.0,1.06,0.21,0.0,0.0,25.4,0,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches
Bart Verbruggen,nl NED,GK,20.0,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Danny Welbeck,eng ENG,"FW,MF",32.0,18.8,5,41,16,39.0,2.18,0.85,0.12,0.31,14.5,1,0,0,5.3,5.3,0.13,-0.3,-0.3,Matches
João Pedro,br BRA,"FW,MF",21.0,22.7,9,70,20,28.6,3.08,0.88,0.07,0.25,14.4,0,4,5,11.9,7.9,0.11,-2.9,-2.9,Matches
Igor,br BRA,DF,25.0,18.2,0,5,0,0.0,0.27,0.0,0.0,0.0,21.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Joël Veltman,nl NED,DF,31.0,17.6,1,5,3,60.0,0.28,0.17,0.2,0.33,14.2,0,0,0,0.4,0.4,0.08,0.6,0.6,Matches
Jason Steele,eng ENG,GK,32.0,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Facundo Buonanotte,ar ARG,"FW,MF",18.0,15.2,3,21,8,38.1,1.39,0.53,0.14,0.38,16.8,0,0,0,2.4,2.4,0.11,0.6,0.6,Matches
Kaoru Mitoma,jp JPN,FW,26.0,16.5,3,34,15,44.1,2.06,0.91,0.09,0.2,13.2,0,0,0,3.5,3.5,0.1,-0.5,-0.5,Matches
Evan Ferguson,ie IRL,FW,18.0,15.2,6,33,20,60.6,2.17,1.32,0.18,0.3,15.5,0,0,0,4.6,4.6,0.14,1.4,1.4,Matches
Carlos Baleba,cm CMR,MF,19.0,14.7,0,21,5,23.8,1.43,0.34,0.0,0.0,24.4,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Pervis Estupiñán,ec ECU,DF,25.0,13.8,2,11,6,54.5,0.8,0.43,0.18,0.33,18.8,0,0,0,1.0,1.0,0.09,1.0,1.0,Matches
Adam Webster,eng ENG,DF,28.0,12.7,0,8,0,0.0,0.63,0.0,0.0,0.0,9.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Adam Lallana,eng ENG,"MF,FW",35.0,9.4,0,11,2,18.2,1.16,0.21,0.0,0.0,17.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
James Milner,eng ENG,"DF,MF",37.0,8.6,0,5,1,20.0,0.58,0.12,0.0,0.0,17.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Tariq Lamptey,gh GHA,"DF,FW",22.0,10.2,0,6,0,0.0,0.59,0.0,0.0,0.0,18.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Jack Hinshelwood,eng ENG,DF,18.0,9.7,3,14,8,57.1,1.45,0.83,0.21,0.38,9.2,0,0,0,1.9,1.9,0.14,1.1,1.1,Matches
Solly March,eng ENG,"FW,DF",29.0,6.2,3,14,6,42.9,2.27,0.97,0.21,0.5,16.6,1,0,0,2.0,2.0,0.14,1.0,1.0,Matches
Jakub Moder,pl POL,"MF,DF",24.0,6.9,0,11,3,27.3,1.6,0.44,0.0,0.0,17.8,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
