Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Josep Martinez,es ESP,GK,25.0,36.0,1430,1129,295,124,0,5,0,0,0,0,0,0,1017,6,2,Matches
Morten Frendrup,dk DEN,MF,22.0,34.9,1224,1181,41,10,1,4,12,22,0,0,0,0,979,2,38,Matches
Albert Guðmundsson,is ISL,"FW,MF",26.0,33.5,1213,1006,204,80,5,8,179,16,93,34,48,2,907,3,34,Matches
Johan Vásquez,mx MEX,DF,24.0,31.7,1394,1196,194,34,0,5,30,129,0,0,0,0,1069,4,27,Matches
Milan Badelj,hr CRO,MF,34.0,28.2,1407,1344,59,39,5,14,14,9,0,0,0,0,1136,4,20,Matches
Stefano Sabelli,it ITA,DF,30.0,27.0,977,781,192,7,1,6,99,185,0,0,0,0,611,4,43,Matches
Mattia Bani,it ITA,DF,29.0,25.6,1152,1059,88,45,0,1,1,6,0,0,0,0,962,5,8,Matches
Koni De Winter,be BEL,DF,21.0,26.4,1269,1158,111,35,1,0,5,45,0,0,0,0,1122,0,14,Matches
Mateo Retegui,it ITA,FW,24.0,24.6,412,381,27,0,0,0,20,2,0,0,0,0,265,4,21,Matches
Radu Drăgușin,ro ROU,DF,21.0,19.0,721,623,98,20,0,3,1,34,0,0,0,0,592,0,3,Matches
Ruslan Malinovskyi,ua UKR,MF,30.0,17.2,719,688,26,15,5,9,19,5,5,4,0,1,573,5,13,Matches
Aarón Martín,es ESP,DF,26.0,15.3,619,495,119,16,0,2,106,71,32,7,21,0,431,5,22,Matches
Kevin Strootman,nl NED,MF,33.0,13.4,670,632,37,21,1,1,20,11,5,2,1,0,550,1,9,Matches
Alessandro Vogliacco,it ITA,DF,24.0,13.0,626,571,52,17,0,4,12,34,0,0,0,0,494,3,5,Matches
Junior Messias,br BRA,"MF,DF",32.0,11.7,337,307,30,5,1,3,24,14,4,2,2,0,245,0,7,Matches
Caleb Ekuban,gh GHA,FW,29.0,12.6,211,205,6,0,1,1,4,0,0,0,0,0,138,0,10,Matches
Morten Thorsby,no NOR,MF,27.0,12.9,332,329,3,1,0,0,9,2,0,0,0,0,206,0,10,Matches
Djed Spence,eng ENG,DF,22.0,9.5,342,275,67,4,0,2,12,63,0,0,0,0,272,0,5,Matches
Ridgeciano Haps,sr SUR,DF,30.0,8.6,221,199,22,0,0,0,16,22,0,0,0,0,161,0,7,Matches
Vitinha,pt POR,"FW,MF",23.0,3.2,60,52,7,0,0,1,9,3,1,0,0,0,34,1,2,Matches
Nicola Leali,it ITA,GK,30.0,2.0,72,53,19,9,0,0,0,0,0,0,0,0,40,0,0,Matches
George Pușcaș,ro ROU,FW,27.0,2.1,61,58,3,0,0,0,0,0,0,0,0,0,34,0,3,Matches
Silvan Hefti,ch SUI,"MF,DF",25.0,1.3,39,30,9,0,0,0,2,9,0,0,0,0,24,0,1,Matches
Giorgio Cittadini,it ITA,DF,21.0,1.2,31,28,3,0,0,0,0,3,0,0,0,0,19,0,0,Matches
Alan Matturro,uy URU,DF,18.0,1.2,25,24,1,0,0,0,0,1,0,0,0,0,16,0,1,Matches
Davide Biraschi,it ITA,DF,29.0,1.0,37,28,9,2,0,0,0,7,0,0,0,0,31,0,0,Matches
Berkan Kutlu,tr TUR,MF,25.0,2.2,64,59,5,2,0,2,12,0,2,1,1,0,46,0,3,Matches
David Akpan Ankeye,ng NGA,FW,21.0,0.6,9,9,0,0,0,0,1,0,0,0,0,0,8,0,0,Matches
Emil Bohinen,no NOR,MF,24.0,0.6,34,33,1,1,0,1,2,0,0,0,0,0,26,0,0,Matches
Seydou Fini,it ITA,"DF,FW",17.0,0.4,14,12,2,0,0,0,1,2,0,0,0,0,9,0,0,Matches
Filip Jagiełło,pl POL,MF,25.0,0.4,17,17,0,0,0,0,0,0,0,0,0,0,15,0,1,Matches
Pablo Galdames Millán,cl CHI,"MF,DF",26.0,0.1,23,23,0,0,0,0,0,0,0,0,0,0,21,0,0,Matches
Daniele Sommariva,it ITA,GK,26.0,0.1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Christos Papadopoulos,gr GRE,FW,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.7,38.0,15765,13987,1731,487,21,72,610,695,142,50,73,3,12053,47,309,0
Opponent Total,0,0,26.4,38.0,20157,18253,1836,470,38,122,774,812,203,69,79,0,16363,68,354,0
