Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Josep Martinez,es ESP,GK,25.0,36.0,1502,1121,1482,20,1,0,1502,3,3,100.0,0,0.0,974,6451,4095,0,0,0,0,0,800,0,Matches
Morten Frendrup,dk DEN,MF,22.0,34.9,1651,70,404,922,345,36,1651,25,16,64.0,8,32.0,762,3773,1611,36,20,4,55,14,870,69,Matches
Albert Guðmundsson,is ISL,"FW,MF",26.0,33.5,1526,18,168,708,678,71,1521,96,42,43.8,41,42.7,900,6120,2951,82,71,17,89,51,1031,168,Matches
Johan Vásquez,mx MEX,DF,24.0,31.7,1772,186,768,775,236,61,1772,22,10,45.5,7,31.8,859,4192,2183,29,26,5,25,11,975,61,Matches
Milan Badelj,hr CRO,MF,34.0,28.2,1696,81,425,1029,255,18,1696,33,17,51.5,13,39.4,904,3806,1728,18,17,1,31,19,1097,36,Matches
Stefano Sabelli,it ITA,DF,30.0,27.0,1230,56,303,499,440,16,1230,33,8,24.2,20,60.6,616,3388,1772,69,44,4,39,11,684,101,Matches
Mattia Bani,it ITA,DF,29.0,25.6,1418,230,868,517,37,17,1418,4,1,25.0,2,50.0,749,3417,1524,5,2,0,10,2,834,4,Matches
Koni De Winter,be BEL,DF,21.0,26.4,1497,190,731,655,120,23,1497,9,7,77.8,2,22.2,853,4867,2480,21,13,1,25,10,913,15,Matches
Mateo Retegui,it ITA,FW,24.0,24.6,685,33,77,307,308,92,684,36,14,38.9,18,50.0,393,1613,386,18,12,8,81,40,503,112,Matches
Radu Drăgușin,ro ROU,DF,21.0,19.0,909,173,487,347,80,28,909,1,0,0.0,1,100.0,447,1898,922,6,6,1,5,4,495,13,Matches
Ruslan Malinovskyi,ua UKR,MF,30.0,17.2,891,27,191,503,211,4,891,27,10,37.0,13,48.1,532,3228,1398,24,28,0,22,22,605,31,Matches
