Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Josep Martinez,es ESP,GK,25.0,36.0,1017,1430,71.1,30756,22375,123,125,98.4,498,513,97.1,392,777,50.5,0,0.0,0.1,0.0,1,37,0,0,2,Matches
Morten Frendrup,dk DEN,MF,22.0,34.9,979,1224,80.0,14254,3493,548,625,87.7,333,401,83.0,45,83,54.2,5,1.6,1.4,3.4,13,69,14,1,105,Matches
Albert Guðmundsson,is ISL,"FW,MF",26.0,33.5,907,1213,74.8,15139,4812,447,514,87.0,282,359,78.6,120,230,52.2,4,5.2,6.5,-1.2,81,86,34,8,120,Matches
Johan Vásquez,mx MEX,DF,24.0,31.7,1069,1394,76.7,19696,6461,415,465,89.2,532,640,83.1,108,223,48.4,1,0.8,1.1,0.2,11,61,8,4,81,Matches
Milan Badelj,hr CRO,MF,34.0,28.2,1136,1407,80.7,19451,6788,504,579,87.0,474,547,86.7,110,189,58.2,3,1.1,1.4,1.9,18,140,23,4,151,Matches
Stefano Sabelli,it ITA,DF,30.0,27.0,611,977,62.5,10552,4661,307,377,81.4,228,347,65.7,61,164,37.2,1,1.9,1.9,-0.9,20,58,35,15,88,Matches
Mattia Bani,it ITA,DF,29.0,25.6,962,1152,83.5,18643,6794,325,356,91.3,533,586,91.0,95,181,52.5,0,0.1,0.1,-0.1,2,36,1,0,37,Matches
Koni De Winter,be BEL,DF,21.0,26.4,1122,1269,88.4,19280,6416,465,509,91.4,568,615,92.4,67,99,67.7,1,1.0,0.3,0.0,5,54,5,0,76,Matches
Mateo Retegui,it ITA,FW,24.0,24.6,265,412,64.3,3135,410,177,233,76.0,61,104,58.7,6,15,40.0,2,0.7,0.6,1.3,11,10,5,0,17,Matches
Radu Drăgușin,ro ROU,DF,21.0,19.0,592,721,82.1,10460,3372,233,270,86.3,308,343,89.8,41,83,49.4,1,0.8,0.9,0.2,7,22,2,0,29,Matches
Ruslan Malinovskyi,ua UKR,MF,30.0,17.2,573,719,79.7,10195,3368,247,283,87.3,245,273,89.7,61,113,54.0,1,0.6,0.7,0.4,11,67,11,1,83,Matches
Aarón Martín,es ESP,DF,26.0,15.3,431,619,69.6,7748,2727,195,216,90.3,169,227,74.4,54,128,42.2,1,1.7,1.7,-0.7,26,26,16,11,35,Matches
