Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Wladimiro Falcone,it ITA,GK,28.0,38.0,54,5,1,7,1,53.2,0.28,0.2,0.01,152,489,31.1,893,159,42.6,34.9,248,44.0,35.2,522,20,3.8,20,0.53,11.0,Matches
Squad Total,0,0,24.9,38.0,54,5,1,7,1,53.2,0.28,0.2,0.01,152,489,31.1,801,159,46.7,0.0,340,33.8,29.1,522,20,3.8,20,0.53,0.0,0
Opponent Total,0,0,26.5,38.0,32,3,1,4,2,31.6,0.18,1.6,0.04,178,489,36.4,1030,191,34.0,34.0,298,46.6,38.4,520,24,4.6,36,0.95,14.5,0
