Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Wladimiro Falcone,it ITA,GK,28.0,38,3420.0,90.0,100.0,38.0,38,90.0,38,0,0.0,0,1.0,32.0,54.0,-22.0,-0.58,0.0,43.1,53.3,-10.2,-0.27,0.0,Matches
Federico Baschirotto,it ITA,DF,26.0,37,3294.0,89.0,96.3,36.6,37,89.0,36,0,0.0,0,0.95,31.0,54.0,-23.0,-0.63,-1.34,42.2,51.9,-9.6,-0.26,0.14,Matches
Marin Pongračić,hr CRO,DF,25.0,36,3219.0,89.0,94.1,35.8,36,89.0,35,0,0.0,0,1.06,32.0,48.0,-16.0,-0.45,2.24,40.9,48.6,-7.7,-0.22,0.91,Matches
Valentin Gendrey,fr FRA,DF,23.0,37,3044.0,82.0,89.0,33.8,35,86.0,26,2,25.0,0,1.03,28.0,42.0,-14.0,-0.41,1.5,38.4,46.1,-7.7,-0.23,0.38,Matches
Ylber Ramadani,al ALB,MF,27.0,34,2970.0,87.0,86.8,33.0,34,87.0,27,0,0.0,0,0.88,21.0,49.0,-28.0,-0.85,-2.05,33.5,48.2,-14.7,-0.45,-1.34,Matches
Antonino Gallo,it ITA,DF,23.0,35,2490.0,71.0,72.8,27.7,30,78.0,13,5,31.0,3,1.03,21.0,41.0,-20.0,-0.72,-0.53,32.6,37.4,-4.7,-0.17,0.36,Matches
Nikola Krstović,me MNE,FW,23.0,35,2373.0,68.0,69.4,26.4,30,76.0,10,5,18.0,1,0.91,21.0,35.0,-14.0,-0.53,0.16,29.2,34.6,-5.5,-0.21,0.2,Matches
Pontus Almqvist,se SWE,"FW,MF",24.0,30,2107.0,70.0,61.6,23.4,25,79.0,12,5,24.0,1,0.97,20.0,32.0,-12.0,-0.51,0.17,26.0,33.0,-7.0,-0.3,-0.08,Matches
Remi Oudin,fr FRA,"MF,FW",26.0,31,1819.0,59.0,53.2,20.2,21,75.0,2,10,25.0,5,0.94,11.0,23.0,-12.0,-0.59,-0.03,22.5,23.5,-1.1,-0.05,0.46,Matches
Patrick Dorgu,dk DEN,"DF,MF",18.0,32,1564.0,49.0,45.7,17.4,17,71.0,4,15,24.0,4,1.06,14.0,20.0,-6.0,-0.35,0.43,18.8,23.9,-5.1,-0.29,-0.04,Matches
Lameck Banda,zm ZAM,FW,22.0,21,1350.0,64.0,39.5,15.0,17,73.0,2,4,29.0,1,1.0,15.0,24.0,-9.0,-0.6,-0.03,16.0,21.4,-5.3,-0.36,-0.15,Matches
Hamza Rafia,tn TUN,MF,24.0,28,1204.0,43.0,35.2,13.4,17,60.0,0,11,16.0,7,0.93,10.0,21.0,-11.0,-0.82,-0.38,13.8,19.0,-5.3,-0.39,-0.19,Matches
Alexis Blin,fr FRA,MF,26.0,31,1642.0,53.0,48.0,18.2,16,81.0,9,15,23.0,4,1.16,19.0,25.0,-6.0,-0.33,0.48,22.6,25.8,-3.3,-0.18,0.17,Matches
Mohamed Kaba,fr FRA,MF,21.0,23,1378.0,60.0,40.3,15.3,15,77.0,6,8,27.0,1,1.0,13.0,23.0,-10.0,-0.65,-0.12,17.2,22.0,-4.8,-0.31,-0.07,Matches
Joan Gonzàlez,es ESP,MF,21.0,29,1291.0,45.0,37.7,14.3,13,70.0,4,16,24.0,8,0.97,15.0,23.0,-8.0,-0.56,0.03,18.6,19.6,-1.1,-0.08,0.31,Matches
