Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Wladimiro Falcone,it ITA,GK,28.0,38.0,1145,836,305,57,0,2,0,0,0,0,0,0,778,4,0,Matches
Federico Baschirotto,it ITA,DF,26.0,36.6,1808,1668,136,66,0,10,3,9,0,0,0,0,1516,4,10,Matches
Marin Pongračić,hr CRO,DF,25.0,35.8,1872,1701,166,139,0,10,1,5,0,0,0,0,1583,5,9,Matches
Valentin Gendrey,fr FRA,DF,23.0,33.8,1380,1030,347,31,4,2,61,316,0,0,0,0,1031,3,32,Matches
Ylber Ramadani,al ALB,MF,27.0,33.0,1250,1229,19,17,3,6,14,2,0,0,0,0,991,2,27,Matches
Antonino Gallo,it ITA,DF,23.0,27.7,1408,1087,313,49,0,9,138,249,15,1,7,0,995,8,37,Matches
Nikola Krstović,me MNE,FW,23.0,26.4,526,476,48,1,5,2,4,7,0,0,0,0,354,2,20,Matches
Pontus Almqvist,se SWE,"FW,MF",24.0,23.4,478,472,6,2,1,0,21,3,1,1,0,0,351,0,19,Matches
Remi Oudin,fr FRA,"MF,FW",26.0,20.2,804,626,173,66,2,19,156,17,87,44,31,0,497,5,21,Matches
Patrick Dorgu,dk DEN,"DF,MF",18.0,17.4,729,612,115,19,0,5,41,91,5,0,0,0,582,2,16,Matches
Lameck Banda,zm ZAM,FW,22.0,15.0,342,325,15,2,1,2,51,4,9,5,2,0,250,2,14,Matches
Hamza Rafia,tn TUN,MF,24.0,13.4,504,469,34,12,4,4,38,4,14,5,7,0,359,1,18,Matches
Alexis Blin,fr FRA,MF,26.0,18.2,779,744,30,18,1,2,11,8,0,0,0,0,671,5,9,Matches
Mohamed Kaba,fr FRA,MF,21.0,15.3,438,414,21,7,1,1,7,2,0,0,0,0,349,3,7,Matches
Joan Gonzàlez,es ESP,MF,21.0,14.3,463,444,16,5,0,7,10,5,0,0,0,0,348,3,10,Matches
Gabriel Strefezza,br BRA,FW,26.0,12.4,412,352,57,19,3,6,42,10,22,7,2,0,300,3,9,Matches
Roberto Piccoli,it ITA,FW,22.0,15.3,246,229,16,0,1,1,6,1,0,0,0,0,147,1,9,Matches
Nicola Sansone,it ITA,"FW,MF",31.0,8.5,277,253,22,6,1,5,28,0,16,8,7,0,207,2,5,Matches
Lorenzo Venuti,it ITA,DF,28.0,4.0,219,176,43,5,0,1,10,38,0,0,0,0,174,0,6,Matches
Ahmed Touba,dz ALG,DF,25.0,3.1,137,125,12,3,0,0,0,0,0,0,0,0,115,0,1,Matches
Medon Berisha,al ALB,"FW,MF",19.0,2.3,98,91,7,3,0,2,3,0,3,2,1,0,84,0,1,Matches
Santiago Pierotti,ar ARG,"MF,FW",22.0,2.2,67,65,1,0,0,0,4,0,0,0,0,0,48,1,2,Matches
Federico Di Francesco,it ITA,"FW,MF",29.0,0.2,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0,Matches
Jeppe Corfitzen,dk DEN,FW,18.0,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Rareș-Cătălin Burnete,ro ROU,FW,19.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Marcin Listkowski,pl POL,FW,25.0,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Squad Total,0,0,24.9,38.0,15397,13439,1902,527,27,96,650,771,172,73,57,0,11742,56,282,0
Opponent Total,0,0,26.5,38.0,19242,17302,1903,529,50,107,680,818,189,88,66,0,15354,37,372,0
