Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Wladimiro Falcone,it ITA,GK,28.0,38.0,1250,1113,1246,4,0,0,1250,0,0,0.0,0,0.0,708,4067,2547,0,1,1,1,0,568,0,Matches
Federico Baschirotto,it ITA,DF,26.0,36.6,2092,322,1171,876,53,24,2092,0,0,0.0,0,0.0,1138,6160,3312,28,9,0,12,4,1290,3,Matches
Marin Pongračić,hr CRO,DF,25.0,35.8,2191,322,1143,1018,60,23,2191,23,15,65.2,4,17.4,1324,10044,5792,45,18,1,15,3,1324,7,Matches
Valentin Gendrey,fr FRA,DF,23.0,33.8,1728,123,586,808,353,45,1728,34,16,47.1,11,32.4,807,4816,2894,76,32,6,38,20,849,86,Matches
Ylber Ramadani,al ALB,MF,27.0,33.0,1588,75,434,957,232,6,1588,40,23,57.5,14,35.0,843,4599,1919,36,31,0,35,25,888,14,Matches
Antonino Gallo,it ITA,DF,23.0,27.7,1656,84,567,719,395,22,1656,42,19,45.2,20,47.6,804,4815,2858,69,53,12,27,13,848,101,Matches
Nikola Krstović,me MNE,FW,23.0,26.4,864,30,60,429,386,127,861,61,29,47.5,26,42.6,485,2134,849,32,21,17,102,39,641,126,Matches
Pontus Almqvist,se SWE,"FW,MF",24.0,23.4,779,11,105,332,360,80,779,93,37,39.8,43,46.2,505,4048,1930,72,47,35,59,39,558,137,Matches
Remi Oudin,fr FRA,"MF,FW",26.0,20.2,984,31,148,470,377,28,984,11,4,36.4,7,63.6,466,2097,902,19,21,3,21,20,544,82,Matches
Patrick Dorgu,dk DEN,"DF,MF",18.0,17.4,949,57,263,431,265,32,949,38,15,39.5,16,42.1,535,2892,1460,37,34,4,41,20,567,86,Matches
Lameck Banda,zm ZAM,FW,22.0,15.0,602,2,75,231,315,61,602,99,42,42.4,50,50.5,414,3556,1752,70,34,34,57,29,404,136,Matches
Hamza Rafia,tn TUN,MF,24.0,13.4,687,16,109,386,198,12,687,30,12,40.0,14,46.7,399,1621,609,15,12,3,29,22,451,37,Matches
Alexis Blin,fr FRA,MF,26.0,18.2,947,53,260,581,112,16,947,10,5,50.0,5,50.0,496,2053,971,7,8,0,5,11,547,11,Matches
Mohamed Kaba,fr FRA,MF,21.0,15.3,609,18,114,345,162,22,609,26,14,53.8,8,30.8,327,1760,755,14,13,3,39,21,372,32,Matches
Joan Gonzàlez,es ESP,MF,21.0,14.3,607,17,127,334,158,19,607,31,19,61.3,9,29.0,335,1832,886,25,22,4,26,11,378,41,Matches
Gabriel Strefezza,br BRA,FW,26.0,12.4,561,11,61,235,278,21,560,35,15,42.9,15,42.9,368,2360,1136,34,37,4,24,24,385,81,Matches
Roberto Piccoli,it ITA,FW,22.0,15.3,478,15,57,206,224,77,477,34,13,38.2,19,55.9,265,1364,598,25,12,14,49,31,330,72,Matches
Nicola Sansone,it ITA,"FW,MF",31.0,8.5,372,4,48,170,159,26,372,24,11,45.8,11,45.8,220,1519,683,15,10,6,7,18,261,75,Matches
Lorenzo Venuti,it ITA,DF,28.0,4.0,247,18,80,132,38,2,247,3,2,66.7,0,0.0,123,630,344,7,6,1,1,0,144,15,Matches
Ahmed Touba,dz ALG,DF,25.0,3.1,176,35,106,67,5,1,176,0,0,0.0,0,0.0,81,409,217,0,2,0,1,0,84,1,Matches
Medon Berisha,al ALB,"FW,MF",19.0,2.3,111,3,23,72,19,3,111,5,1,20.0,2,40.0,71,374,123,3,2,0,2,2,86,3,Matches
Santiago Pierotti,ar ARG,"MF,FW",22.0,2.2,110,0,7,56,50,13,110,11,7,63.6,4,36.4,64,322,91,4,3,4,10,5,74,20,Matches
Federico Di Francesco,it ITA,"FW,MF",29.0,0.2,15,0,2,8,5,3,15,1,0,0.0,1,100.0,9,65,18,1,0,0,0,0,9,3,Matches
Jeppe Corfitzen,dk DEN,FW,18.0,0.1,6,0,0,3,3,0,6,0,0,0.0,0,0.0,4,28,18,1,1,0,1,0,4,0,Matches
Rareș-Cătălin Burnete,ro ROU,FW,19.0,0.1,4,0,0,2,2,1,4,0,0,0.0,0,0.0,2,6,0,0,0,0,2,0,3,2,Matches
Marcin Listkowski,pl POL,FW,25.0,0.1,5,0,1,3,1,0,5,0,0,0.0,0,0.0,4,15,4,0,0,0,1,0,4,0,Matches
Squad Total,0,0,24.9,38.0,19618,2360,6793,8875,4210,664,19613,651,299,45.9,279,42.9,10797,63586,32668,635,429,152,605,357,11613,1171,0
Opponent Total,0,0,26.5,38.0,23213,2311,7052,10937,5429,806,23207,625,277,44.3,289,46.2,12987,69723,35154,638,481,148,598,316,15226,1504,0
