Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Pablo Cuñat,es ESP,GK,22-054,26.0,29,4,2,4,2,32.9,0.26,5.9,0.23,177,503,35.2,687,86,52.0,41.1,211,69.2,52.5,409,24,5.9,46,1.77,14.8,Matches
Jon Mikel Magunagoitia,es ESP,GK,23-320,16.0,24,1,1,4,0,30.3,0.31,6.3,0.4,90,310,29.0,415,76,51.3,40.4,143,67.8,52.4,286,28,9.8,12,0.75,11.3,Matches
Squad Total,0,0,27.3,42.0,53,5,3,8,2,63.2,0.29,12.2,0.29,267,813,32.8,1086,162,52.5,0.0,370,65.7,50.6,695,52,7.5,58,1.38,0.0,0
Opponent Total,0,0,27.8,42.0,37,3,1,7,0,37.8,0.27,0.8,0.02,166,443,37.5,984,190,31.0,31.7,308,44.8,39.1,666,51,7.7,45,1.07,13.6,0
