Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Josué Dorrio,es ESP,"MF,FW",30-110,37.5,670,1002,66.9,10412,2592,370,451,82.0,209,292,71.6,59,150,39.3,6,5.6,5.0,0.4,52,36,32,19,61,Matches
Kwasi Sibo,gh GHA,MF,25-363,34.9,1274,1551,82.1,23235,5475,528,625,84.5,577,661,87.3,136,195,69.7,0,0.7,0.9,-0.7,16,108,7,1,111,Matches
Núñez,es ESP,"DF,MF",23-350,35.0,1627,2010,80.9,27574,9771,782,851,91.9,674,820,82.2,142,265,53.6,2,5.0,3.8,-3.0,45,128,46,28,151,Matches
Felix Garreta,es ESP,DF,20-061,27.6,1046,1283,81.5,20015,7714,383,435,88.0,535,618,86.6,120,201,59.7,1,1.2,0.9,-0.2,12,80,12,1,103,Matches
Pablo Cuñat,es ESP,GK,22-054,26.0,538,904,59.5,18306,14665,66,67,98.5,239,246,97.2,232,583,39.8,0,0.0,0.1,0.0,1,28,0,0,0,Matches
Xabier Etxeita,es ESP,DF,36-234,25.3,806,999,80.7,17579,7177,182,217,83.9,499,552,90.4,122,218,56.0,1,0.8,0.4,0.2,3,57,2,0,52,Matches
Eneko Jauregi,es ESP,FW,27-344,25.2,276,488,56.6,3929,758,166,276,60.1,82,129,63.6,14,25,56.0,2,0.6,1.3,1.4,9,20,9,1,43,Matches
Daniel Lasure,es ESP,"DF,MF",30-115,24.2,857,1171,73.2,15414,6109,402,454,88.5,355,443,80.1,92,221,41.6,2,1.2,1.1,0.8,14,85,22,10,92,Matches
Jon Morcillo,es ESP,"MF,FW",25-280,23.4,525,857,61.3,9972,3095,220,278,79.1,217,315,68.9,77,206,37.4,2,2.6,3.1,-0.6,31,46,27,21,55,Matches
Àlex Carbonell,es ESP,MF,26-280,21.8,842,1077,78.2,14704,4426,387,442,87.6,342,423,80.9,89,160,55.6,0,1.7,1.1,-1.7,16,118,14,2,119,Matches
Erik Morán,es ESP,MF,33-027,19.2,732,977,74.9,14742,4076,245,303,80.9,372,452,82.3,105,187,56.1,4,1.0,1.2,3.0,17,109,8,1,129,Matches
Manu Hernando,es ESP,DF,25-338,21.3,875,1065,82.2,18336,6506,246,287,85.7,506,556,91.0,120,198,60.6,0,0.1,0.3,-0.1,4,51,2,2,59,Matches
Josep Antoni Gayá,es ESP,DF,23-350,17.2,668,792,84.3,13763,4860,160,187,85.6,420,466,90.1,82,121,67.8,0,0.0,0.1,0.0,0,35,1,0,48,Matches
Unai Bustinza,es ESP,DF,32-140,16.5,680,894,76.1,14035,6146,224,253,88.5,350,423,82.7,105,196,53.6,0,0.5,0.7,-0.5,5,74,4,1,58,Matches
Jon Mikel Magunagoitia,es ESP,GK,23-320,16.0,325,562,57.8,10182,8266,38,38,100.0,163,168,97.0,124,351,35.3,0,0.0,0.0,0.0,0,8,0,0,0,Matches
Ryan Edwards,au AUS,"MF,FW",30-217,14.8,263,395,66.6,4282,958,136,176,77.3,98,137,71.5,21,41,51.2,0,0.4,0.3,-0.4,10,26,3,1,36,Matches
Rayco Rodríguez Medina,es ESP,"MF,FW",27-210,13.1,282,432,65.3,5105,1265,133,183,72.7,92,132,69.7,43,70,61.4,2,1.7,1.7,0.3,11,21,5,1,35,Matches
Jorge Mier,es ESP,"DF,MF",25-138,11.6,333,477,69.8,6105,2364,148,171,86.5,145,190,76.3,38,95,40.0,0,0.5,0.9,-0.5,9,30,9,7,24,Matches
Iker Unzueta,es ESP,FW,25-322,11.1,143,237,60.3,2149,390,87,124,70.2,34,61,55.7,14,19,73.7,0,0.3,0.4,-0.3,7,15,2,0,18,Matches
Javier Eraso,es ESP,"FW,MF",34-091,8.8,192,243,79.0,3075,712,94,110,85.5,69,84,82.1,18,26,69.2,0,0.7,0.9,-0.7,9,13,3,3,19,Matches
Javier Avilés,es ESP,"FW,MF",26-309,7.0,91,147,61.9,1225,249,58,72,80.6,23,37,62.2,5,14,35.7,0,0.2,0.4,-0.2,4,9,2,2,8,Matches
Iker Seguín,es ESP,"DF,MF",34-345,6.5,172,280,61.4,3150,1519,74,85,87.1,74,110,67.3,22,71,31.0,0,0.7,1.1,-0.7,8,12,13,9,16,Matches
Cosimo Marco Da Graca,it ITA,"FW,MF",22-051,4.9,44,65,67.7,593,53,21,30,70.0,14,18,77.8,2,3,66.7,0,0.1,0.1,-0.1,2,0,2,0,3,Matches
Jorge Yriarte,ve VEN,MF,24-109,4.2,128,181,70.7,2484,791,42,63,66.7,67,81,82.7,19,27,70.4,0,0.1,0.2,-0.1,3,18,2,2,16,Matches
Luis Quintero,co COL,"FW,MF",19-253,4.1,104,157,66.2,1448,311,64,78,82.1,33,50,66.0,4,13,30.8,1,0.2,0.3,0.8,6,11,3,1,21,Matches
Angel Troncho,es ESP,"MF,FW",21-263,2.2,58,77,75.3,986,248,32,42,76.2,19,22,86.4,7,12,58.3,0,0.0,0.3,0.0,1,3,3,0,4,Matches
Jürgen Locadia,cw CUW,"FW,MF",30-227,0.6,13,18,72.2,185,22,8,9,88.9,5,7,71.4,0,0,0.0,0,0.1,0.0,-0.1,2,2,0,0,0,Matches
Squad Total,0,0,27.3,42.0,13564,18341,74.0,262985,100518,5296,6307,84.0,6213,7493,82.9,1812,3668,49.4,23,25.1,26.4,-2.1,297,1143,233,113,1281,0
Opponent Total,0,0,27.8,42.0,16733,21350,78.4,307152,110891,7107,8090,87.8,7341,8674,84.6,1896,3518,53.9,32,37.3,38.1,-5.3,401,1427,350,130,1743,0
