Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Josué Dorrio,es ESP,"MF,FW",30-110,37.5,39,24,10,25,4,13,43,30.2,30,23,1,22,18,57,19,0,Matches
Kwasi Sibo,gh GHA,MF,25-363,34.9,79,49,25,51,3,48,76,63.2,28,37,8,29,37,116,58,0,Matches
Núñez,es ESP,"DF,MF",23-350,35.0,55,34,33,20,2,31,53,58.5,22,28,13,15,34,89,66,0,Matches
Felix Garreta,es ESP,DF,20-061,27.6,46,29,35,7,4,27,44,61.4,17,33,17,16,43,89,146,0,Matches
Pablo Cuñat,es ESP,GK,22-054,26.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,23,1,Matches
Xabier Etxeita,es ESP,DF,36-234,25.3,35,18,26,8,1,27,39,69.2,12,19,12,7,22,57,128,0,Matches
Eneko Jauregi,es ESP,FW,27-344,25.2,6,2,2,3,1,1,3,33.3,2,13,2,11,6,12,21,0,Matches
Daniel Lasure,es ESP,"DF,MF",30-115,24.2,39,23,16,17,6,22,34,64.7,12,23,5,18,23,62,59,0,Matches
Jon Morcillo,es ESP,"MF,FW",25-280,23.4,17,12,7,8,2,8,28,28.6,20,25,3,22,19,36,16,0,Matches
Àlex Carbonell,es ESP,MF,26-280,21.8,38,24,17,18,3,13,38,34.2,25,22,2,20,29,67,31,1,Matches
Erik Morán,es ESP,MF,33-027,19.2,27,20,8,15,4,15,40,37.5,25,17,4,13,19,46,17,0,Matches
Manu Hernando,es ESP,DF,25-338,21.3,32,20,23,7,2,18,27,66.7,9,20,15,5,31,63,101,1,Matches
Josep Antoni Gayá,es ESP,DF,23-350,17.2,35,26,24,11,0,15,26,57.7,11,21,11,10,25,60,73,0,Matches
Unai Bustinza,es ESP,DF,32-140,16.5,35,20,24,10,1,21,31,67.7,10,21,11,10,22,57,76,0,Matches
Jon Mikel Magunagoitia,es ESP,GK,23-320,16.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,0,Matches
Ryan Edwards,au AUS,"MF,FW",30-217,14.8,17,10,9,4,4,7,18,38.9,11,11,2,9,7,24,13,0,Matches
Rayco Rodríguez Medina,es ESP,"MF,FW",27-210,13.1,19,8,4,12,3,8,20,40.0,12,14,2,12,8,27,8,0,Matches
Jorge Mier,es ESP,"DF,MF",25-138,11.6,30,22,21,5,4,16,27,59.3,11,20,4,16,11,41,41,0,Matches
Iker Unzueta,es ESP,FW,25-322,11.1,3,0,1,1,1,0,4,0.0,4,7,1,6,2,5,9,0,Matches
Javier Eraso,es ESP,"FW,MF",34-091,8.8,2,0,2,0,0,1,8,12.5,7,3,0,3,2,4,6,0,Matches
Javier Avilés,es ESP,"FW,MF",26-309,7.0,7,3,2,3,2,2,4,50.0,2,5,0,5,1,8,3,0,Matches
Iker Seguín,es ESP,"DF,MF",34-345,6.5,12,8,10,2,0,9,11,81.8,2,8,2,6,6,18,15,0,Matches
Cosimo Marco Da Graca,it ITA,"FW,MF",22-051,4.9,1,1,0,1,0,0,0,0.0,0,4,0,4,1,2,6,0,Matches
Jorge Yriarte,ve VEN,MF,24-109,4.2,8,4,4,3,1,5,8,62.5,3,1,0,1,4,12,13,0,Matches
Luis Quintero,co COL,"FW,MF",19-253,4.1,4,4,2,2,0,2,8,25.0,6,4,0,4,5,9,2,0,Matches
Angel Troncho,es ESP,"MF,FW",21-263,2.2,2,1,0,2,0,1,6,16.7,5,4,0,4,0,2,0,0,Matches
Jürgen Locadia,cw CUW,"FW,MF",30-227,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,0,0,27.3,42.0,588,362,305,235,48,310,598,51.8,288,383,115,268,375,963,956,3,0
Opponent Total,0,0,27.8,42.0,576,372,286,226,64,285,550,51.8,265,429,113,316,344,920,899,14,0
