Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Pablo Cuñat,es ESP,GK,22-054,26,26,2340,26.0,29,1.12,107,79,76.6,4,9,13,7,26.9,5,4,1,0,20.0,Matches
Jon Mikel Magunagoitia,es ESP,GK,23-320,16,16,1440,16.0,24,1.5,93,68,75.3,7,3,6,5,31.3,2,1,1,0,50.0,Matches
Squad Total,0,0,27.3,42,42,3780,42.0,53,1.26,200,147,76.0,11,12,19,12,28.6,7,5,2,0,28.6,0
Opponent Total,0,0,27.8,42,42,3780,42.0,37,0.88,124,86,72.6,19,12,11,18,42.9,5,3,1,1,25.0,0
