Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Yassin Oukili,nl NED,MF,22.0,31.0,6,0,0,51,42,2,24,30,53,0,1,0,196,43,18,70.5,Matches
Etienne Vaessen,sr SUR,GK,28.0,29.4,3,1,0,1,9,0,0,0,1,0,0,0,57,11,4,73.3,Matches
Dario Van den Buijs,be BEL,DF,27.0,28.9,4,0,0,23,7,0,7,25,25,0,1,1,153,86,40,68.3,Matches
Julian Lelieveld,nl NED,DF,25.0,26.9,4,0,0,21,11,1,80,28,58,0,0,1,130,33,21,61.1,Matches
Godfried Roemeratoe,cw CUW,MF,23.0,25.9,8,1,0,21,13,0,3,29,31,0,0,0,156,30,34,46.9,Matches
Aaron Meijers,nl NED,DF,35.0,25.6,7,0,0,25,27,0,136,30,29,0,2,0,141,33,25,56.9,Matches
Shawn Adewoye,be BEL,DF,23.0,26.0,1,1,0,17,4,0,1,32,24,0,1,0,127,71,39,64.5,Matches
Denilho Cleonise,nl NED,"FW,MF",21.0,20.0,0,0,0,14,40,6,86,12,9,1,0,0,84,5,11,31.3,Matches
Chris Lokesa,be BEL,"FW,MF",18.0,22.9,3,0,0,19,24,4,29,13,13,0,0,0,112,14,14,50.0,Matches
Michiel Kramer,nl NED,FW,34.0,20.3,4,0,0,19,16,8,3,0,2,0,0,0,34,72,72,50.0,Matches
David Min,nl NED,FW,24.0,18.4,3,0,0,21,21,3,4,3,9,1,0,0,65,30,44,40.5,Matches
Reuven Niemeijer,nl NED,"MF,FW",28.0,17.8,1,0,0,20,22,0,24,7,7,0,1,0,57,17,40,29.8,Matches
Juriën Gaari,cw CUW,DF,29.0,18.3,5,0,0,30,5,1,18,20,23,0,0,0,103,29,20,59.2,Matches
Mats Seuntjens,nl NED,"FW,MF",31.0,9.0,2,0,0,12,7,1,36,0,4,0,0,0,33,7,5,58.3,Matches
Kevin Felida,cw CUW,MF,23.0,8.8,2,0,0,10,10,0,3,10,22,0,0,0,66,10,7,58.8,Matches
Zakaria Bakkali,be BEL,"MF,FW",27.0,8.0,0,0,0,11,13,0,45,2,9,0,0,0,36,2,6,25.0,Matches
Thierry Lutonda,be BEL,DF,22.0,8.0,0,0,0,6,6,0,10,18,14,0,0,0,51,11,14,44.0,Matches
Filip Stevanovic,rs SRB,"FW,MF",20.0,6.9,1,0,0,2,4,1,44,3,9,0,0,0,31,3,8,27.3,Matches
Richonell Margaret,nl NED,"FW,MF",22.0,9.3,2,0,0,17,15,2,18,8,8,0,0,0,52,8,12,40.0,Matches
Jeffrey Bruma,nl NED,DF,31.0,4.4,2,1,1,9,2,0,0,4,4,0,1,0,24,12,8,60.0,Matches
Jeroen Houwen,nl NED,GK,27.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,Matches
Mark Spenkelink,nl NED,GK,26.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,Matches
Ilias Takidine,be BEL,"FW,MF",22.0,1.0,0,0,0,1,2,0,6,1,1,0,0,0,3,2,3,40.0,Matches
Raz Meir,il ISR,DF,26.0,0.6,0,0,0,2,0,0,1,1,2,0,0,0,4,0,3,0.0,Matches
Daouda Weidmann,ci CIV,"MF,DF",20.0,0.3,0,0,0,3,1,0,1,1,0,0,0,0,4,1,1,50.0,Matches
Patrick Vroegh,nl NED,MF,23.0,0.2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Squad Total,0,0,26.2,34.0,58,4,1,355,303,29,579,277,357,2,7,2,1729,531,449,54.2,0
Opponent Total,0,0,25.1,34.0,32,3,0,321,333,34,723,288,343,3,5,1,1828,449,531,45.8,0
