Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Yassin Oukili,nl NED,MF,22.0,32,2789.0,87.0,91.1,31.0,32,87.0,27,0,0.0,0,0.91,33.0,49.0,-16.0,-0.52,0.15,38.0,52.6,-14.6,-0.47,-0.96,Matches
Etienne Vaessen,sr SUR,GK,28.0,30,2644.0,88.0,86.4,29.4,30,88.0,29,0,0.0,0,0.87,35.0,49.0,-14.0,-0.48,0.39,41.5,46.6,-5.1,-0.17,1.57,Matches
Dario Van den Buijs,be BEL,DF,27.0,30,2604.0,87.0,85.1,28.9,30,87.0,25,0,0.0,1,0.97,35.0,43.0,-8.0,-0.28,1.7,37.8,44.6,-6.9,-0.24,1.0,Matches
Julian Lelieveld,nl NED,DF,25.0,34,2422.0,71.0,79.2,26.9,29,80.0,16,5,19.0,0,0.85,27.0,44.0,-17.0,-0.63,-0.49,35.8,42.8,-7.0,-0.26,0.6,Matches
Godfried Roemeratoe,cw CUW,MF,23.0,29,2328.0,80.0,76.1,25.9,28,82.0,15,1,20.0,0,0.86,30.0,39.0,-9.0,-0.35,0.76,32.9,42.4,-9.5,-0.37,0.08,Matches
Aaron Meijers,nl NED,DF,35.0,28,2306.0,82.0,75.4,25.6,27,84.0,19,1,45.0,3,1.0,27.0,35.0,-8.0,-0.31,0.88,32.4,40.7,-8.3,-0.32,0.26,Matches
Shawn Adewoye,be BEL,DF,23.0,29,2338.0,81.0,76.4,26.0,26,87.0,23,3,23.0,2,0.93,32.0,40.0,-8.0,-0.31,0.94,32.2,43.9,-11.7,-0.45,-0.27,Matches
Denilho Cleonise,nl NED,"FW,MF",21.0,33,1800.0,55.0,58.8,20.0,24,67.0,3,9,22.0,0,0.85,21.0,31.0,-10.0,-0.5,0.07,25.5,33.1,-7.6,-0.38,0.02,Matches
Chris Lokesa,be BEL,"FW,MF",18.0,31,2065.0,67.0,67.5,22.9,23,78.0,6,8,33.0,3,0.84,24.0,33.0,-9.0,-0.39,0.42,29.4,41.1,-11.7,-0.51,-0.39,Matches
Michiel Kramer,nl NED,FW,34.0,29,1823.0,63.0,59.6,20.3,20,86.0,14,9,12.0,3,0.76,22.0,36.0,-14.0,-0.69,-0.4,26.5,31.1,-4.6,-0.23,0.39,Matches
David Min,nl NED,FW,24.0,29,1652.0,57.0,54.0,18.4,19,77.0,8,10,19.0,3,0.83,22.0,27.0,-5.0,-0.27,0.56,26.0,31.9,-5.9,-0.32,0.14,Matches
Reuven Niemeijer,nl NED,"MF,FW",28.0,29,1603.0,55.0,52.4,17.8,18,75.0,1,11,24.0,0,0.9,20.0,25.0,-5.0,-0.28,0.52,24.0,30.3,-6.3,-0.35,0.07,Matches
Juriën Gaari,cw CUW,DF,29.0,29,1648.0,57.0,53.9,18.3,16,86.0,13,13,21.0,3,0.97,22.0,35.0,-13.0,-0.71,-0.39,24.3,33.8,-9.5,-0.52,-0.29,Matches
Mats Seuntjens,nl NED,"FW,MF",31.0,12,813.0,68.0,26.6,9.0,10,78.0,2,2,17.0,0,0.75,13.0,13.0,0.0,0.0,0.72,12.1,17.0,-4.9,-0.54,-0.21,Matches
Kevin Felida,cw CUW,MF,23.0,17,794.0,47.0,25.9,8.8,8,80.0,4,9,17.0,16,1.06,11.0,22.0,-11.0,-1.25,-0.97,13.4,16.8,-3.4,-0.39,0.0,Matches
Zakaria Bakkali,be BEL,"MF,FW",27.0,18,722.0,40.0,23.6,8.0,8,68.0,2,10,18.0,11,0.61,6.0,18.0,-12.0,-1.5,-1.26,10.5,12.7,-2.2,-0.27,0.15,Matches
Thierry Lutonda,be BEL,DF,22.0,13,722.0,56.0,23.6,8.0,7,83.0,5,6,24.0,17,0.38,10.0,20.0,-10.0,-1.25,-0.94,11.8,15.9,-4.1,-0.52,-0.17,Matches
Filip Stevanovic,rs SRB,"FW,MF",20.0,16,625.0,39.0,20.4,6.9,7,68.0,0,9,17.0,11,1.06,10.0,10.0,0.0,0.0,0.67,9.7,9.2,0.5,0.07,0.57,Matches
Richonell Margaret,nl NED,"FW,MF",22.0,24,836.0,35.0,27.3,9.3,5,67.0,0,19,26.0,4,0.96,13.0,18.0,-5.0,-0.54,-0.01,13.5,14.9,-1.5,-0.16,0.32,Matches
Jeffrey Bruma,nl NED,DF,31.0,12,400.0,33.0,13.1,4.4,3,84.0,1,9,17.0,17,0.83,2.0,9.0,-7.0,-1.58,-1.2,6.3,10.6,-4.3,-0.95,-0.65,Matches
Jeroen Houwen,nl NED,GK,27.0,4,322.0,81.0,10.5,3.6,3,90.0,3,1,52.0,29,0.75,2.0,5.0,-3.0,-0.84,-0.35,2.5,6.9,-4.4,-1.22,-0.93,Matches
Mark Spenkelink,nl NED,GK,26.0,1,90.0,90.0,2.9,1.0,1,90.0,1,0,0.0,32,0.0,1.0,2.0,-1.0,-1.0,-0.48,0.5,4.2,-3.7,-3.72,-3.44,Matches
Ilias Takidine,be BEL,"FW,MF",22.0,8,92.0,12.0,3.0,1.0,0,0.0,0,8,12.0,8,0.5,0.0,5.0,-5.0,-4.89,-4.5,1.4,2.9,-1.5,-1.48,-1.13,Matches
Raz Meir,il ISR,DF,26.0,4,56.0,14.0,1.8,0.6,0,0.0,0,4,14.0,12,0.0,0.0,3.0,-3.0,-4.82,-4.37,0.5,1.1,-0.6,-0.9,-0.52,Matches
Daouda Weidmann,ci CIV,"MF,DF",20.0,3,23.0,8.0,0.8,0.3,0,0.0,0,3,8.0,20,0.0,0.0,0.0,0.0,0.0,0.53,0.5,0.3,0.2,0.84,1.23,Matches
Patrick Vroegh,nl NED,MF,23.0,3,15.0,5.0,0.5,0.2,0,0.0,0,3,5.0,29,1.0,0.0,0.0,0.0,0.0,0.53,0.0,0.2,-0.2,-1.35,-0.97,Matches
