Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Yassin Oukili,nl NED,MF,22.0,31.0,758,970,78.1,12698,3293,350,422,82.9,297,348,85.3,75,121,62.0,1,2.1,2.1,-1.1,30,78,23,9,96,Matches
Etienne Vaessen,sr SUR,GK,28.0,29.4,908,1340,67.8,27846,20568,138,139,99.3,417,421,99.0,353,773,45.7,0,0.0,0.2,0.0,1,39,2,0,4,Matches
Dario Van den Buijs,be BEL,DF,27.0,28.9,1473,1821,80.9,32112,12661,351,409,85.8,879,979,89.8,231,397,58.2,3,2.1,1.4,0.9,11,193,8,2,201,Matches
Julian Lelieveld,nl NED,DF,25.0,26.9,1115,1469,75.9,21440,8565,440,532,82.7,506,628,80.6,148,218,67.9,3,5.6,5.9,-2.6,51,120,52,22,149,Matches
Godfried Roemeratoe,cw CUW,MF,23.0,25.9,742,919,80.7,13658,3674,291,343,84.8,339,394,86.0,94,130,72.3,2,1.3,1.2,0.7,12,104,10,1,91,Matches
Aaron Meijers,nl NED,DF,35.0,25.6,1032,1466,70.4,18277,6840,492,563,87.4,405,541,74.9,122,302,40.4,6,3.5,3.7,2.5,31,103,19,6,119,Matches
Shawn Adewoye,be BEL,DF,23.0,26.0,972,1129,86.1,19469,6137,253,283,89.4,605,649,93.2,101,158,63.9,0,0.4,0.4,-0.4,6,73,3,0,97,Matches
Denilho Cleonise,nl NED,"FW,MF",21.0,20.0,347,492,70.5,4974,1125,205,232,88.4,98,142,69.0,24,61,39.3,4,3.3,4.1,0.7,27,14,27,15,38,Matches
Chris Lokesa,be BEL,"FW,MF",18.0,22.9,423,556,76.1,6629,1609,248,289,85.8,131,166,78.9,33,65,50.8,2,3.1,2.0,-1.1,24,46,17,0,69,Matches
Michiel Kramer,nl NED,FW,34.0,20.3,261,386,67.6,3675,751,150,208,72.1,87,123,70.7,8,15,53.3,0,0.8,1.1,-0.8,16,17,7,0,27,Matches
David Min,nl NED,FW,24.0,18.4,210,307,68.4,2959,664,118,145,81.4,67,92,72.8,9,22,40.9,1,1.7,1.3,-0.7,15,11,12,0,21,Matches
Reuven Niemeijer,nl NED,"MF,FW",28.0,17.8,266,401,66.3,4247,1224,139,184,75.5,91,130,70.0,24,47,51.1,2,2.2,1.8,-0.2,18,18,10,2,34,Matches
Juriën Gaari,cw CUW,DF,29.0,18.3,716,903,79.3,14681,4299,198,230,86.1,422,483,87.4,91,159,57.2,0,0.4,0.7,-0.4,4,53,5,1,64,Matches
Mats Seuntjens,nl NED,"FW,MF",31.0,9.0,180,310,58.1,3366,1040,83,107,77.6,68,105,64.8,25,65,38.5,1,2.0,1.5,-1.0,19,22,9,1,25,Matches
Kevin Felida,cw CUW,MF,23.0,8.8,238,295,80.7,4090,1179,102,118,86.4,109,132,82.6,19,29,65.5,0,0.2,0.4,-0.2,5,17,3,1,22,Matches
Zakaria Bakkali,be BEL,"MF,FW",27.0,8.0,183,269,68.0,2745,557,97,113,85.8,65,91,71.4,11,35,31.4,0,0.8,1.1,-0.8,10,5,6,3,21,Matches
Thierry Lutonda,be BEL,DF,22.0,8.0,305,383,79.6,5003,1391,150,169,88.8,123,152,80.9,28,38,73.7,0,0.3,0.4,-0.3,5,14,4,1,21,Matches
Filip Stevanovic,rs SRB,"FW,MF",20.0,6.9,167,268,62.3,2811,776,86,117,73.5,46,68,67.6,25,47,53.2,0,0.9,1.1,-0.9,11,10,3,2,17,Matches
Richonell Margaret,nl NED,"FW,MF",22.0,9.3,176,238,73.9,2489,746,109,124,87.9,51,75,68.0,8,19,42.1,1,2.3,1.2,-1.3,17,11,8,3,26,Matches
Jeffrey Bruma,nl NED,DF,31.0,4.4,198,242,81.8,3996,1475,56,65,86.2,120,136,88.2,21,34,61.8,0,0.1,0.0,-0.1,1,14,0,0,24,Matches
Jeroen Houwen,nl NED,GK,27.0,3.6,92,155,59.4,2831,2316,18,18,100.0,39,39,100.0,35,98,35.7,0,0.2,0.1,-0.2,1,6,1,0,0,Matches
Mark Spenkelink,nl NED,GK,26.0,1.0,29,43,67.4,821,621,10,11,90.9,10,10,100.0,9,22,40.9,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Ilias Takidine,be BEL,"FW,MF",22.0,1.0,16,26,61.5,242,66,8,9,88.9,5,10,50.0,1,3,33.3,0,0.0,0.0,0.0,0,1,1,0,2,Matches
Raz Meir,il ISR,DF,26.0,0.6,37,46,80.4,654,162,16,19,84.2,20,23,87.0,1,2,50.0,0,0.0,0.0,0.0,0,4,0,0,5,Matches
Daouda Weidmann,ci CIV,"MF,DF",20.0,0.3,8,10,80.0,137,31,2,2,100.0,6,6,100.0,0,1,0.0,0,0.1,0.0,-0.1,1,1,0,0,0,Matches
Patrick Vroegh,nl NED,MF,23.0,0.2,6,10,60.0,98,24,4,6,66.7,1,2,50.0,1,2,50.0,0,0.0,0.0,0.0,1,0,0,0,1,Matches
Squad Total,0,0,26.2,34.0,10858,14454,75.1,211948,81794,4114,4857,84.7,5007,5945,84.2,1497,2863,52.3,26,33.3,31.8,-7.3,317,975,230,69,1174,0
Opponent Total,0,0,25.1,34.0,14032,17659,79.5,251363,94533,6207,6999,88.7,6108,7132,85.6,1387,2690,51.6,37,39.5,51.3,-2.5,407,1208,381,92,1649,0
