Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Yassin Oukili,nl NED,MF,22.0,31.0,1374,112,374,660,360,40,1374,62,35,56.5,17,27.4,678,3154,1237,22,26,5,47,23,754,74,Matches
Etienne Vaessen,sr SUR,GK,28.0,29.4,1451,1167,1419,32,1,0,1451,3,3,100.0,0,0.0,850,4566,2888,0,0,0,3,0,725,0,Matches
Dario Van den Buijs,be BEL,DF,27.0,28.9,2162,286,1076,1001,97,24,2162,6,3,50.0,3,50.0,1156,6747,4333,36,7,0,15,3,1368,9,Matches
Julian Lelieveld,nl NED,DF,25.0,26.9,1756,119,588,706,471,40,1756,21,8,38.1,10,47.6,812,3450,1871,42,28,4,21,9,945,129,Matches
Godfried Roemeratoe,cw CUW,MF,23.0,25.9,1166,81,346,692,144,2,1166,16,10,62.5,5,31.3,499,2399,1043,17,14,1,24,14,553,11,Matches
Aaron Meijers,nl NED,DF,35.0,25.6,1752,112,553,787,425,17,1752,17,5,29.4,9,52.9,776,4671,2668,66,32,8,27,16,915,87,Matches
Shawn Adewoye,be BEL,DF,23.0,26.0,1489,283,789,638,69,26,1489,8,7,87.5,0,0.0,740,5351,3241,26,10,0,19,10,817,3,Matches
Denilho Cleonise,nl NED,"FW,MF",21.0,20.0,739,6,66,242,448,70,739,91,43,47.3,38,41.8,487,4489,2480,99,69,36,53,40,528,145,Matches
Chris Lokesa,be BEL,"FW,MF",18.0,22.9,868,26,120,377,387,73,868,73,22,30.1,39,53.4,514,3365,1549,62,41,24,54,37,578,136,Matches
Michiel Kramer,nl NED,FW,34.0,20.3,534,39,72,248,219,74,530,12,5,41.7,7,58.3,210,721,215,7,8,1,21,8,358,60,Matches
David Min,nl NED,FW,24.0,18.4,553,22,54,242,268,77,552,47,23,48.9,20,42.6,302,1836,638,26,17,18,67,44,368,100,Matches
Reuven Niemeijer,nl NED,"MF,FW",28.0,17.8,567,21,96,243,230,51,567,30,11,36.7,17,56.7,247,925,398,9,6,2,26,10,334,63,Matches
Juriën Gaari,cw CUW,DF,29.0,18.3,1095,143,537,465,101,7,1095,17,11,64.7,5,29.4,587,3587,1953,22,10,1,11,17,602,25,Matches
Mats Seuntjens,nl NED,"FW,MF",31.0,9.0,404,11,54,176,182,32,404,29,10,34.5,17,58.6,234,1719,823,22,18,14,23,10,278,39,Matches
Kevin Felida,cw CUW,MF,23.0,8.8,392,23,145,202,51,0,392,6,4,66.7,2,33.3,163,807,342,6,7,0,7,9,184,10,Matches
Zakaria Bakkali,be BEL,"MF,FW",27.0,8.0,367,4,39,122,211,23,367,31,16,51.6,13,41.9,243,1580,809,32,23,9,20,13,255,71,Matches
Thierry Lutonda,be BEL,DF,22.0,8.0,514,36,230,203,88,4,514,22,5,22.7,16,72.7,230,1042,439,6,4,3,16,7,262,29,Matches
Filip Stevanovic,rs SRB,"FW,MF",20.0,6.9,367,6,35,115,220,25,367,27,8,29.6,18,66.7,187,1221,667,34,17,10,20,13,226,65,Matches
Richonell Margaret,nl NED,"FW,MF",22.0,9.3,428,5,50,153,240,47,428,64,23,35.9,37,57.8,279,1901,932,39,25,15,48,23,297,88,Matches
Jeffrey Bruma,nl NED,DF,31.0,4.4,302,40,154,136,15,4,302,1,1,100.0,0,0.0,179,1274,790,5,1,1,6,2,192,1,Matches
Jeroen Houwen,nl NED,GK,27.0,3.6,169,144,167,2,0,0,169,0,0,0.0,0,0.0,95,543,288,0,0,0,2,0,75,0,Matches
Mark Spenkelink,nl NED,GK,26.0,1.0,53,51,53,0,0,0,53,0,0,0.0,0,0.0,28,142,75,0,0,0,0,0,17,0,Matches
Ilias Takidine,be BEL,"FW,MF",22.0,1.0,48,0,6,13,29,6,48,4,1,25.0,3,75.0,32,202,86,4,4,2,7,4,39,12,Matches
Raz Meir,il ISR,DF,26.0,0.6,54,0,17,28,10,1,54,0,0,0.0,0,0.0,26,110,57,0,1,0,0,0,32,5,Matches
Daouda Weidmann,ci CIV,"MF,DF",20.0,0.3,17,1,2,7,8,0,17,1,0,0.0,0,0.0,9,65,30,1,0,0,1,1,7,2,Matches
Patrick Vroegh,nl NED,MF,23.0,0.2,10,0,2,6,2,0,10,0,0,0.0,0,0.0,7,29,11,0,0,0,0,0,7,0,Matches
Squad Total,0,0,26.2,34.0,18631,2738,7044,7496,4276,643,18626,588,254,43.2,276,46.9,9570,55896,29863,583,368,154,538,313,10716,1164,0
Opponent Total,0,0,25.1,34.0,21634,2071,6396,9508,5969,1023,21627,655,286,43.7,308,47.0,12161,69797,37714,735,528,216,567,313,13854,1634,0
