Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Yassin Oukili,nl NED,MF,22.0,31.0,73,2.36,57,0,5,5,4,2,2,0.06,1,0,0,1,0,0,Matches
Etienne Vaessen,sr SUR,GK,28.0,29.4,11,0.37,7,4,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Dario Van den Buijs,be BEL,DF,27.0,28.9,41,1.42,34,1,0,3,0,3,6,0.21,5,0,0,0,0,1,Matches
Julian Lelieveld,nl NED,DF,25.0,26.9,88,3.27,79,5,2,1,1,0,5,0.19,5,0,0,0,0,0,Matches
Godfried Roemeratoe,cw CUW,MF,23.0,25.9,27,1.04,25,0,1,0,0,1,2,0.08,2,0,0,0,0,0,Matches
Aaron Meijers,nl NED,DF,35.0,25.6,57,2.22,37,15,0,2,2,1,8,0.31,4,3,0,1,0,0,Matches
Shawn Adewoye,be BEL,DF,23.0,26.0,21,0.81,17,1,0,2,0,1,2,0.08,1,0,0,0,0,1,Matches
Denilho Cleonise,nl NED,"FW,MF",21.0,20.0,64,3.2,34,5,12,8,5,0,8,0.4,3,1,2,1,1,0,Matches
Chris Lokesa,be BEL,"FW,MF",18.0,22.9,61,2.66,42,3,4,7,3,2,6,0.26,4,0,0,1,1,0,Matches
Michiel Kramer,nl NED,FW,34.0,20.3,33,1.63,30,0,1,2,0,0,2,0.1,2,0,0,0,0,0,Matches
David Min,nl NED,FW,24.0,18.4,42,2.29,27,0,8,3,3,1,3,0.16,1,0,0,1,1,0,Matches
Reuven Niemeijer,nl NED,"MF,FW",28.0,17.8,38,2.13,25,1,1,7,4,0,3,0.17,2,0,1,0,0,0,Matches
Juriën Gaari,cw CUW,DF,29.0,18.3,14,0.76,13,0,1,0,0,0,3,0.16,3,0,0,0,0,0,Matches
Mats Seuntjens,nl NED,"FW,MF",31.0,9.0,35,3.87,22,9,2,0,2,0,4,0.44,3,0,1,0,0,0,Matches
Kevin Felida,cw CUW,MF,23.0,8.8,13,1.47,13,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
Zakaria Bakkali,be BEL,"MF,FW",27.0,8.0,28,3.49,14,5,4,1,4,0,2,0.25,0,0,1,0,1,0,Matches
Thierry Lutonda,be BEL,DF,22.0,8.0,13,1.62,13,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
Filip Stevanovic,rs SRB,"FW,MF",20.0,6.9,22,3.17,6,10,1,3,2,0,0,0.0,0,0,0,0,0,0,Matches
Richonell Margaret,nl NED,"FW,MF",22.0,9.3,33,3.55,25,0,5,0,3,0,2,0.22,1,0,1,0,0,0,Matches
Jeffrey Bruma,nl NED,DF,31.0,4.4,4,0.89,4,0,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
Jeroen Houwen,nl NED,GK,27.0,3.6,3,0.84,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mark Spenkelink,nl NED,GK,26.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ilias Takidine,be BEL,"FW,MF",22.0,1.0,1,0.99,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Raz Meir,il ISR,DF,26.0,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Daouda Weidmann,ci CIV,"MF,DF",20.0,0.3,2,7.83,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Patrick Vroegh,nl NED,MF,23.0,0.2,1,6.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.2,34.0,725,21.32,528,60,48,44,34,11,61,1.79,40,4,6,5,4,2,0
Opponent Total,0,0,25.1,34.0,965,28.38,699,88,54,82,33,9,92,2.71,70,2,4,10,4,2,0
