Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Henrikh Mkhitaryan,am ARM,MF,34.0,30.9,1982,50,301,1079,628,64,1982,38,19,50.0,17,44.7,1191,6710,3583,92,77,13,39,19,1472,127,Matches
Yann Sommer,ch SUI,GK,34.0,34.0,1293,1074,1289,4,0,0,1293,0,0,0.0,0,0.0,806,3232,1881,0,0,0,0,0,814,0,Matches
Nicolò Barella,it ITA,MF,26.0,31.6,2425,43,424,1281,739,58,2425,59,29,49.2,24,40.7,1556,7283,3389,68,73,9,39,29,1941,144,Matches
Marcus Thuram,fr FRA,FW,25.0,29.9,967,26,83,422,474,176,967,51,33,64.7,11,21.6,540,3480,1696,68,28,40,81,35,756,192,Matches
Hakan Çalhanoğlu,tr TUR,MF,29.0,28.4,2591,81,632,1389,586,26,2581,15,7,46.7,7,46.7,1604,7646,3868,45,65,1,27,7,1878,34,Matches
Lautaro Martínez,ar ARG,FW,25.0,29.5,1176,12,88,532,564,178,1173,68,19,27.9,39,57.4,735,3228,1486,54,29,28,68,45,878,172,Matches
Federico Dimarco,it ITA,DF,25.0,23.1,1538,35,340,572,641,74,1538,18,6,33.3,12,66.7,841,3487,1924,51,34,10,29,7,1057,198,Matches
Alessandro Bastoni,it ITA,DF,24.0,25.2,2127,209,769,986,388,35,2127,19,10,52.6,8,42.1,1434,7294,4361,63,66,6,12,10,1612,77,Matches
Matteo Darmian,it ITA,DF,33.0,26.7,1586,109,540,766,286,27,1586,15,5,33.3,10,66.7,832,3149,1584,18,15,2,18,1,1082,82,Matches
Francesco Acerbi,it ITA,DF,35.0,26.5,1977,219,941,946,98,25,1977,3,2,66.7,1,33.3,1211,5779,3081,21,11,0,4,1,1446,24,Matches
Benjamin Pavard,fr FRA,DF,27.0,18.6,1473,140,599,693,184,31,1473,7,2,28.6,1,14.3,923,4411,2195,25,25,1,7,0,1092,47,Matches
Denzel Dumfries,nl NED,DF,27.0,18.2,977,32,231,385,367,73,977,33,14,42.4,12,36.4,502,2532,1121,50,19,11,29,9,626,147,Matches
Stefan de Vrij,nl NED,DF,31.0,17.6,1155,111,571,563,26,14,1155,2,2,100.0,0,0.0,608,2800,1460,6,5,0,7,0,777,2,Matches
Carlos Augusto,br BRA,DF,24.0,19.2,1285,96,425,553,317,52,1285,21,12,57.1,6,28.6,733,3634,1863,42,32,12,21,14,876,88,Matches
Yann Aurel Bisseck,de GER,DF,22.0,10.0,737,88,350,306,84,19,737,13,5,38.5,7,53.8,497,2911,1551,24,24,1,10,4,576,20,Matches
Davide Frattesi,it ITA,MF,23.0,10.6,428,28,96,194,140,56,428,21,7,33.3,13,61.9,250,1689,781,27,17,10,17,16,301,40,Matches
Kristjan Asllani,al ALB,MF,21.0,8.7,813,19,197,483,136,3,813,5,3,60.0,2,40.0,547,2487,1030,5,7,0,6,3,636,8,Matches
Alexis Sánchez,cl CHI,"FW,MF",34.0,8.5,453,0,28,189,240,37,452,22,12,54.5,8,36.4,294,1426,584,16,16,4,22,15,356,58,Matches
Marko Arnautović,at AUT,FW,34.0,8.9,358,8,25,169,165,41,358,6,1,16.7,5,83.3,208,819,272,12,8,4,22,10,281,77,Matches
Emil Audero,it ITA,GK,26.0,3.7,200,173,200,0,0,0,200,0,0,0.0,0,0.0,147,639,377,0,0,0,0,0,139,0,Matches
Davy Klaassen,nl NED,MF,30.0,2.3,119,5,24,68,28,5,119,1,1,100.0,0,0.0,47,194,37,1,0,1,5,0,68,5,Matches
Juan Cuadrado,co COL,DF,35.0,3.0,217,3,37,102,79,13,217,5,1,20.0,2,40.0,151,869,513,17,9,7,3,2,169,35,Matches
Tajon Buchanan,ca CAN,DF,24.0,1.8,100,5,14,23,65,9,100,11,4,36.4,4,36.4,74,545,336,12,4,3,6,1,76,22,Matches
Stefano Sensi,it ITA,MF,27.0,0.5,58,1,8,39,11,0,58,1,1,100.0,0,0.0,33,203,101,3,2,0,1,1,45,4,Matches
Raffaele Di Gennaro,it ITA,GK,29.0,0.3,19,16,18,1,0,0,19,0,0,0.0,0,0.0,18,72,57,0,0,0,0,0,13,0,Matches
Ebenezer Akinsanmiro,ng NGA,MF,18.0,0.2,9,0,3,6,1,0,9,0,0,0.0,0,0.0,9,83,11,0,1,0,1,1,10,0,Matches
Lucien Agoume,fr FRA,MF,21.0,0.1,6,0,1,4,1,0,6,1,0,0.0,1,100.0,2,7,5,0,1,0,0,0,4,0,Matches
Squad Total,0,0,29.1,38.0,26069,2583,8234,11755,6248,1016,26055,435,195,44.8,190,43.7,15793,76609,39147,720,568,163,474,230,18981,1603,0
Opponent Total,0,0,26.2,38.0,20616,2525,6771,9368,4668,621,20612,522,240,46.0,234,44.8,11738,64564,32145,660,500,126,483,306,13593,1185,0
