Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Henrikh Mkhitaryan,am ARM,MF,34.0,36,35,2785.0,30.9,2.0,8.0,10.0,2.0,0.0,0.0,4.0,0.0,3.6,3.6,4.5,8.1,92.0,192.0,127.0,0.06,0.26,0.32,0.06,0.32,0.12,0.15,0.26,0.12,0.26,Matches
Yann Sommer,ch SUI,GK,34.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicolò Barella,it ITA,MF,26.0,37,34,2846.0,31.6,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,5.1,5.1,3.4,8.5,68.0,278.0,144.0,0.06,0.09,0.16,0.06,0.16,0.16,0.11,0.27,0.16,0.27,Matches
Marcus Thuram,fr FRA,FW,25.0,35,34,2687.0,29.9,13.0,7.0,20.0,13.0,0.0,0.0,3.0,0.0,14.3,14.3,3.7,18.0,68.0,47.0,192.0,0.44,0.23,0.67,0.44,0.67,0.48,0.12,0.6,0.48,0.6,Matches
Hakan Çalhanoğlu,tr TUR,MF,29.0,32,32,2556.0,28.4,13.0,3.0,16.0,3.0,10.0,10.0,5.0,0.0,10.1,2.3,4.7,7.0,45.0,186.0,34.0,0.46,0.11,0.56,0.11,0.21,0.36,0.17,0.52,0.08,0.25,Matches
Lautaro Martínez,ar ARG,FW,25.0,33,31,2656.0,29.5,24.0,3.0,27.0,22.0,2.0,3.0,5.0,0.0,17.6,15.3,3.6,18.8,54.0,80.0,172.0,0.81,0.1,0.91,0.75,0.85,0.6,0.12,0.72,0.52,0.64,Matches
Federico Dimarco,it ITA,DF,25.0,30,29,2077.0,23.1,5.0,6.0,11.0,5.0,0.0,0.0,0.0,0.0,2.9,2.7,8.5,11.1,51.0,100.0,198.0,0.22,0.26,0.48,0.22,0.48,0.13,0.37,0.49,0.12,0.48,Matches
Alessandro Bastoni,it ITA,DF,24.0,28,28,2268.0,25.2,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,3.4,4.6,63.0,142.0,77.0,0.04,0.12,0.16,0.04,0.16,0.05,0.13,0.18,0.05,0.18,Matches
Matteo Darmian,it ITA,DF,33.0,33,27,2404.0,26.7,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,1.8,3.0,18.0,72.0,82.0,0.07,0.04,0.11,0.07,0.11,0.04,0.07,0.11,0.04,0.11,Matches
Francesco Acerbi,it ITA,DF,35.0,29,26,2388.0,26.5,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.6,1.6,1.8,3.4,21.0,87.0,24.0,0.11,0.04,0.15,0.11,0.15,0.06,0.07,0.13,0.06,0.13,Matches
Benjamin Pavard,fr FRA,DF,27.0,23,21,1672.0,18.6,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,1.4,2.1,25.0,89.0,47.0,0.0,0.11,0.11,0.0,0.11,0.04,0.07,0.11,0.04,0.11,Matches
Denzel Dumfries,nl NED,DF,27.0,31,19,1639.0,18.2,4.0,4.0,8.0,4.0,0.0,0.0,2.0,1.0,2.3,2.3,4.9,7.1,50.0,51.0,147.0,0.22,0.22,0.44,0.22,0.44,0.12,0.27,0.39,0.12,0.39,Matches
Stefan de Vrij,nl NED,DF,31.0,25,17,1586.0,17.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,6.0,43.0,2.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,Matches
Carlos Augusto,br BRA,DF,24.0,37,14,1725.0,19.2,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.8,3.9,42.0,54.0,88.0,0.0,0.16,0.16,0.0,0.16,0.05,0.15,0.2,0.05,0.2,Matches
Yann Aurel Bisseck,de GER,DF,22.0,16,9,904.0,10.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.9,0.9,0.5,1.4,24.0,30.0,20.0,0.2,0.0,0.2,0.2,0.2,0.09,0.05,0.14,0.09,0.14,Matches
Davide Frattesi,it ITA,MF,23.0,32,6,955.0,10.6,6.0,3.0,9.0,6.0,0.0,0.0,1.0,0.0,7.1,7.1,1.9,9.0,27.0,37.0,40.0,0.57,0.28,0.85,0.57,0.85,0.67,0.18,0.85,0.67,0.85,Matches
Kristjan Asllani,al ALB,MF,21.0,23,6,787.0,8.7,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,1.1,1.6,5.0,32.0,8.0,0.11,0.23,0.34,0.11,0.34,0.07,0.12,0.19,0.06,0.18,Matches
