Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Yann Sommer,ch SUI,GK,34.0,34.0,19,2,0,3,0,25.5,0.23,6.5,0.19,104,226,46.0,1033,120,17.4,26.1,201,22.9,27.9,395,18,4.6,14,0.41,12.1,Matches
Emil Audero,it ITA,GK,26.0,3.7,3,0,0,0,0,3.1,0.28,0.1,0.02,6,24,25.0,177,28,11.9,24.6,18,16.7,27.2,54,6,11.1,2,0.53,10.2,Matches
Raffaele Di Gennaro,it ITA,GK,29.0,0.3,0,0,0,0,0,0.5,0.13,0.5,2.08,1,2,50.0,15,3,13.3,25.2,1,0.0,10.0,4,0,0.0,0,0.0,0.0,Matches
Squad Total,0,0,29.1,38.0,22,2,0,3,0,29.2,0.23,7.2,0.19,111,252,44.0,1196,151,16.9,0.0,249,20.1,25.8,453,24,5.3,16,0.42,0.0,0
Opponent Total,0,0,26.2,38.0,89,13,0,8,2,74.7,0.3,-12.3,-0.32,161,490,32.9,896,153,36.8,36.5,342,46.8,41.1,622,21,3.4,30,0.79,12.9,0
