Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Henrikh Mkhitaryan,am ARM,MF,34.0,36,2785.0,77.0,81.4,30.9,35,79.0,14,1,37.0,2,2.5,72.0,18.0,54.0,1.75,-0.1,62.8,23.9,38.9,1.26,0.09,Matches
Yann Sommer,ch SUI,GK,34.0,34,3060.0,90.0,89.5,34.0,34,90.0,34,0,0.0,3,2.56,81.0,19.0,62.0,1.82,0.57,69.8,27.7,42.2,1.24,0.01,Matches
Nicolò Barella,it ITA,MF,26.0,37,2846.0,77.0,83.2,31.6,34,81.0,17,3,26.0,0,2.46,72.0,18.0,54.0,1.71,-0.33,64.8,23.2,41.6,1.31,0.45,Matches
Marcus Thuram,fr FRA,FW,25.0,35,2687.0,77.0,78.6,29.9,34,78.0,13,1,26.0,1,2.51,69.0,19.0,50.0,1.67,-0.41,60.1,24.7,35.4,1.18,-0.26,Matches
Hakan Çalhanoğlu,tr TUR,MF,29.0,32,2556.0,80.0,74.7,28.4,32,80.0,12,0,0.0,3,2.47,59.0,19.0,40.0,1.41,-1.4,56.5,23.2,33.3,1.17,-0.26,Matches
Lautaro Martínez,ar ARG,FW,25.0,33,2656.0,80.0,77.7,29.5,31,84.0,18,2,32.0,2,2.58,73.0,16.0,57.0,1.93,0.75,60.9,22.5,38.4,1.3,0.28,Matches
Federico Dimarco,it ITA,DF,25.0,30,2077.0,69.0,60.7,23.1,29,71.0,1,1,19.0,6,2.5,54.0,17.0,37.0,1.6,-0.41,46.7,19.3,27.4,1.19,-0.13,Matches
Alessandro Bastoni,it ITA,DF,24.0,28,2268.0,81.0,66.3,25.2,28,81.0,14,0,0.0,6,2.43,53.0,16.0,37.0,1.47,-0.88,50.4,20.9,29.5,1.17,-0.21,Matches
Matteo Darmian,it ITA,DF,33.0,33,2404.0,73.0,70.3,26.7,27,81.0,14,6,36.0,5,2.61,62.0,15.0,47.0,1.76,-0.01,56.0,21.8,34.2,1.28,0.13,Matches
Francesco Acerbi,it ITA,DF,35.0,29,2388.0,82.0,69.8,26.5,26,89.0,25,3,25.0,2,2.41,55.0,19.0,36.0,1.36,-1.35,52.2,23.3,28.9,1.09,-0.5,Matches
Benjamin Pavard,fr FRA,DF,27.0,23,1672.0,73.0,48.9,18.6,21,79.0,13,2,4.0,8,2.52,37.0,11.0,26.0,1.4,-0.71,33.9,12.9,21.0,1.13,-0.21,Matches
Denzel Dumfries,nl NED,DF,27.0,31,1639.0,53.0,47.9,18.2,19,72.0,5,12,23.0,3,2.35,46.0,13.0,33.0,1.81,0.09,36.6,14.0,22.6,1.24,0.01,Matches
Stefan de Vrij,nl NED,DF,31.0,25,1586.0,63.0,46.4,17.6,17,86.0,16,8,16.0,9,2.68,48.0,5.0,43.0,2.44,1.26,37.8,12.3,25.5,1.45,0.39,Matches
Carlos Augusto,br BRA,DF,24.0,37,1725.0,47.0,50.4,19.2,14,85.0,11,23,23.0,0,2.51,49.0,8.0,41.0,2.14,0.76,41.9,15.3,26.6,1.39,0.3,Matches
Yann Aurel Bisseck,de GER,DF,22.0,16,904.0,57.0,26.4,10.0,9,90.0,8,7,14.0,22,2.5,26.0,6.0,20.0,1.99,0.31,23.2,11.2,12.1,1.21,-0.04,Matches
Davide Frattesi,it ITA,MF,23.0,32,955.0,30.0,27.9,10.6,6,76.0,2,26,19.0,4,2.38,26.0,8.0,18.0,1.7,-0.09,24.2,12.9,11.3,1.06,-0.24,Matches
Kristjan Asllani,al ALB,MF,21.0,23,787.0,34.0,23.0,8.7,6,81.0,4,17,18.0,14,2.61,26.0,3.0,23.0,2.63,1.13,18.5,7.9,10.6,1.22,-0.03,Matches
Alexis Sánchez,cl CHI,"FW,MF",34.0,23,763.0,33.0,22.3,8.5,6,77.0,3,17,18.0,10,2.22,16.0,4.0,12.0,1.42,-0.45,18.7,6.9,11.9,1.4,0.2,Matches
Marko Arnautović,at AUT,FW,34.0,27,801.0,30.0,23.4,8.9,5,74.0,2,22,20.0,3,2.59,22.0,5.0,17.0,1.91,0.19,18.8,8.8,10.1,1.13,-0.14,Matches
Emil Audero,it ITA,GK,26.0,4,337.0,84.0,9.9,3.7,4,84.0,3,0,0.0,34,1.75,8.0,3.0,5.0,1.34,-0.47,7.5,3.1,4.4,1.17,-0.08,Matches
Davy Klaassen,nl NED,MF,30.0,13,206.0,16.0,6.0,2.3,1,53.0,0,12,13.0,23,2.38,6.0,0.0,6.0,2.62,0.91,4.9,1.7,3.2,1.39,0.16,Matches
Juan Cuadrado,co COL,DF,35.0,10,267.0,27.0,7.8,3.0,0,0.0,0,10,27.0,5,2.1,8.0,0.0,8.0,2.7,1.01,6.2,2.7,3.5,1.19,-0.05,Matches
Tajon Buchanan,ca CAN,DF,24.0,10,161.0,16.0,4.7,1.8,0,0.0,0,10,16.0,9,1.9,6.0,0.0,6.0,3.35,1.67,5.3,1.4,3.9,2.18,0.99,Matches
Stefano Sensi,it ITA,MF,27.0,4,46.0,12.0,1.3,0.5,0,0.0,0,4,12.0,23,3.0,4.0,0.0,4.0,7.83,6.15,1.4,0.8,0.7,1.31,0.07,Matches
Raffaele Di Gennaro,it ITA,GK,29.0,1,23.0,23.0,0.7,0.3,0,0.0,0,1,23.0,36,1.0,0.0,0.0,0.0,0.0,-1.78,0.9,0.4,0.5,2.11,0.87,Matches
Ebenezer Akinsanmiro,ng NGA,MF,18.0,1,15.0,15.0,0.4,0.2,0,0.0,0,1,15.0,4,3.0,0.0,0.0,0.0,0.0,-1.77,0.3,0.0,0.3,1.76,0.52,Matches
Lucien Agoume,fr FRA,MF,21.0,1,5.0,5.0,0.1,0.1,0,0.0,0,1,5.0,16,3.0,1.0,0.0,1.0,18.0,16.26,0.3,0.0,0.3,5.27,4.04,Matches
Alessandro Calligaris,it ITA,GK,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joaquín Correa,ar ARG,"FW,MF",28.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tomasso Guercio,pl POL,DF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Issiaka Kamate,fr FRA,MF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matteo Motta,it ITA,DF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Amadou Sarr,sn SEN,FW,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giacomo Stabile,it ITA,DF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Aleksandar Stanković,rs SRB,FW,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,29.1,38,3420.0,90.0,100.0,38.0,418,81.0,229,190,20.0,289,2.47,89.0,22.0,67.0,1.76,0.0,78.2,31.2,47.1,1.24,0.0,0
Opponent Total,0,0,26.2,38,3420.0,90.0,100.0,38.0,418,81.0,237,177,21.0,298,0.34,22.0,89.0,-67.0,-1.76,0.0,31.2,78.2,-47.1,-1.24,0.0,0
