Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Wéverton,br BRA,GK,36-190,9.0,318,258,317,1,0,0,318,0,0,0.0,0,0.0,188,1171,657,0,0,0,0,1,145,0,Matches
Murilo Cerqueira,br BRA,DF,27-085,7.8,433,49,191,218,27,12,433,2,1,50.0,1,50.0,237,1345,764,8,4,0,3,2,269,1,Matches
Joaquín Piquerez,uy URU,DF,25-301,7.4,479,19,119,218,146,8,478,11,4,36.4,6,54.5,253,1211,658,14,9,0,9,0,287,36,Matches
Raphael Veiga,br BRA,MF,29-001,7.3,366,5,28,197,146,13,365,12,5,41.7,4,33.3,188,998,570,15,14,3,18,4,235,25,Matches
Aníbal Moreno,ar ARG,MF,25-038,6.6,374,11,70,261,47,3,374,8,4,50.0,3,37.5,182,769,325,3,5,1,9,3,222,2,Matches
Rony,br BRA,FW,29-040,6.4,148,4,6,48,94,34,148,9,4,44.4,5,55.6,84,348,113,4,1,2,10,5,97,40,Matches
Gustavo Gómez,py PAR,DF,31-045,6.0,341,26,144,177,21,16,340,1,1,100.0,0,0.0,174,1073,682,1,0,0,1,0,207,2,Matches
Endrick,br BRA,"MF,FW",17-335,5.0,175,2,11,86,85,13,175,22,9,40.9,10,45.5,117,760,343,10,13,3,13,9,126,28,Matches
Estevão,br BRA,FW,18-057,4.9,206,1,26,71,117,27,205,33,15,45.5,15,45.5,135,1091,655,18,11,7,17,16,140,50,Matches
Marcos Rocha,br BRA,DF,35-192,5.2,405,27,126,198,85,3,405,4,2,50.0,2,50.0,187,976,652,8,10,0,2,3,226,22,Matches
Richard Ríos,co COL,MF,24-018,4.9,230,4,35,134,66,3,230,15,5,33.3,7,46.7,127,687,332,8,5,0,14,6,138,16,Matches
Lázaro,br BRA,"FW,DF",22-100,4.8,229,2,10,87,134,16,229,13,5,38.5,7,53.8,141,902,478,19,15,1,5,7,174,46,Matches
Mayke,br BRA,DF,31-223,4.2,262,7,56,154,57,4,262,5,2,40.0,3,60.0,128,760,317,4,9,0,4,3,139,24,Matches
Gabriel Menino,br BRA,MF,23-265,3.4,238,5,34,146,59,2,238,6,3,50.0,1,16.7,125,608,358,6,4,1,9,3,163,11,Matches
Zé Rafael,br BRA,MF,31-004,3.2,162,4,25,107,35,1,162,6,1,16.7,4,66.7,88,437,287,4,4,1,4,6,101,6,Matches
José López,ar ARG,"FW,MF",23-197,2.8,82,2,4,32,46,10,82,3,1,33.3,1,33.3,50,208,73,4,3,1,4,6,64,15,Matches
Luan Garcia,br BRA,DF,31-041,2.6,105,13,54,50,1,0,105,2,1,50.0,1,50.0,58,427,250,0,0,0,1,0,68,0,Matches
Kaiky Naves,br BRA,DF,22-043,2.0,130,17,72,57,3,1,130,0,0,0.0,0,0.0,61,242,177,1,1,0,1,0,66,0,Matches
Luis Guilherme,br BRA,"FW,DF",18-132,2.0,108,1,7,40,61,9,108,10,7,70.0,3,30.0,71,650,344,12,9,5,3,1,87,19,Matches
Vanderlan,br BRA,DF,21-287,1.4,45,3,10,21,14,4,45,1,0,0.0,1,100.0,22,81,41,0,0,0,2,1,19,5,Matches
Romulo,br BRA,"MF,FW",22-257,1.1,57,1,8,15,34,2,57,2,0,0.0,0,0.0,34,120,67,2,4,1,6,0,36,18,Matches
Fabinho,br BRA,MF,22-072,0.5,49,3,9,30,10,1,49,0,0,0.0,0,0.0,25,92,56,0,0,0,0,1,30,1,Matches
Caio Paulista,br BRA,"DF,FW",26-040,0.3,21,0,5,7,9,0,21,3,0,0.0,2,66.7,10,68,45,1,1,0,1,0,14,5,Matches
Squad Total,0,0,27.2,9.0,4963,464,1367,2355,1297,182,4959,168,70,41.7,76,45.2,2685,15024,8244,142,122,26,136,77,3053,372,0
Opponent Total,0,0,28.3,9.0,4418,626,1690,1980,799,139,4417,156,81,51.9,58,37.2,2135,12177,5975,122,91,34,139,96,2570,221,0
