Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Wéverton,br BRA,GK,36-190,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Murilo Cerqueira,br BRA,DF,27-085,8,8,706.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.6,8.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches
Joaquín Piquerez,uy URU,DF,25-301,8,8,666.0,7.4,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.6,0.8,1.5,2.3,14.0,45.0,36.0,0.27,0.0,0.27,0.14,0.14,0.21,0.2,0.41,0.11,0.3,Matches
Raphael Veiga,br BRA,MF,29-001,8,8,655.0,7.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.7,0.9,0.6,1.5,15.0,43.0,25.0,0.0,0.0,0.0,0.0,0.0,0.23,0.08,0.32,0.13,0.21,Matches
Aníbal Moreno,ar ARG,MF,25-038,7,7,591.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,3.0,38.0,2.0,0.15,0.0,0.15,0.15,0.15,0.04,0.02,0.05,0.04,0.05,Matches
Rony,br BRA,FW,29-040,9,6,577.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.6,2.6,0.8,3.4,4.0,5.0,40.0,0.16,0.0,0.16,0.16,0.16,0.41,0.12,0.53,0.41,0.53,Matches
Gustavo Gómez,py PAR,DF,31-045,6,6,540.0,6.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,1.2,0.5,1.0,1.5,1.0,20.0,2.0,0.17,0.17,0.33,0.0,0.17,0.21,0.17,0.38,0.08,0.25,Matches
Endrick,br BRA,"MF,FW",17-335,6,6,453.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,0.7,1.8,10.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.21,0.14,0.35,0.21,0.35,Matches
Estevão,br BRA,FW,18-057,9,6,442.0,4.9,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.7,0.9,1.4,2.3,18.0,15.0,50.0,0.41,0.41,0.81,0.2,0.61,0.35,0.28,0.63,0.19,0.47,Matches
Marcos Rocha,br BRA,DF,35-192,7,5,470.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,8.0,31.0,22.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches
Richard Ríos,co COL,MF,24-018,7,5,439.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,8.0,17.0,16.0,0.21,0.0,0.21,0.21,0.21,0.07,0.04,0.11,0.07,0.11,Matches
Lázaro,br BRA,"FW,DF",22-100,9,4,431.0,4.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,2.5,19.0,29.0,46.0,0.42,0.0,0.42,0.42,0.42,0.42,0.09,0.52,0.42,0.52,Matches
Mayke,br BRA,DF,31-223,7,4,376.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,4.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.05,Matches
