Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Wéverton,br BRA,GK,36-190,9.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,Matches
Murilo Cerqueira,br BRA,DF,27-085,7.8,16,10,4,10,2,5,11,45.5,6,7,4,3,11,27,28,0,Matches
Joaquín Piquerez,uy URU,DF,25-301,7.4,12,9,6,4,2,8,13,61.5,5,9,0,9,10,22,17,0,Matches
Raphael Veiga,br BRA,MF,29-001,7.3,9,5,1,8,0,2,9,22.2,7,7,4,3,1,10,4,0,Matches
Aníbal Moreno,ar ARG,MF,25-038,6.6,11,6,6,5,0,4,17,23.5,13,4,0,4,16,27,2,0,Matches
Rony,br BRA,FW,29-040,6.4,7,5,0,5,2,0,5,0.0,5,2,0,2,0,7,4,0,Matches
Gustavo Gómez,py PAR,DF,31-045,6.0,9,6,2,7,0,4,5,80.0,1,7,6,1,4,13,13,0,Matches
Endrick,br BRA,"MF,FW",17-335,5.0,5,2,1,4,0,3,5,60.0,2,5,0,5,0,5,2,0,Matches
Estevão,br BRA,FW,18-057,4.9,9,6,4,2,3,6,12,50.0,6,3,0,3,3,12,3,0,Matches
Marcos Rocha,br BRA,DF,35-192,5.2,7,3,3,3,1,1,2,50.0,1,6,1,5,4,11,15,0,Matches
Richard Ríos,co COL,MF,24-018,4.9,14,7,4,5,5,3,14,21.4,11,5,0,5,4,18,2,0,Matches
Lázaro,br BRA,"FW,DF",22-100,4.8,5,2,0,1,4,3,4,75.0,1,6,0,6,0,5,2,0,Matches
Mayke,br BRA,DF,31-223,4.2,10,5,2,8,0,4,7,57.1,3,5,1,4,14,24,5,0,Matches
Gabriel Menino,br BRA,MF,23-265,3.4,9,6,5,4,0,4,10,40.0,6,6,2,4,1,10,5,0,Matches
Zé Rafael,br BRA,MF,31-004,3.2,7,3,0,6,1,3,6,50.0,3,4,2,2,2,9,3,0,Matches
José López,ar ARG,"FW,MF",23-197,2.8,2,0,0,2,0,1,5,20.0,4,5,1,4,1,3,1,0,Matches
Luan Garcia,br BRA,DF,31-041,2.6,2,1,0,2,0,1,3,33.3,2,2,2,0,2,4,5,1,Matches
Kaiky Naves,br BRA,DF,22-043,2.0,6,3,4,2,0,1,1,100.0,0,3,1,2,8,14,14,0,Matches
Luis Guilherme,br BRA,"FW,DF",18-132,2.0,2,2,1,0,1,1,1,100.0,0,0,0,0,0,2,1,0,Matches
Vanderlan,br BRA,DF,21-287,1.4,3,2,1,2,0,2,3,66.7,1,1,0,1,1,4,3,0,Matches
Romulo,br BRA,"MF,FW",22-257,1.1,6,4,3,1,2,2,4,50.0,2,1,0,1,0,6,0,0,Matches
Fabinho,br BRA,MF,22-072,0.5,3,2,2,1,0,0,1,0.0,1,3,2,1,0,3,1,0,Matches
Caio Paulista,br BRA,"DF,FW",26-040,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,0,0,27.2,9.0,154,89,49,82,23,58,139,41.7,81,91,26,65,82,236,131,1,0
Opponent Total,0,0,28.3,9.0,153,107,79,62,12,76,146,52.1,70,103,45,58,75,228,235,2,0
