Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Lorenzo Montipò,it ITA,GK,27.0,37.0,1272,833,432,127,0,2,0,0,0,0,0,0,783,7,0,Matches
Michael Folorunsho,it ITA,"MF,FW",25.0,30.9,796,768,25,14,1,12,64,11,0,0,0,0,486,3,32,Matches
Ondrej Duda,sk SVK,MF,28.0,27.3,1209,1049,156,94,5,20,94,5,54,11,32,0,906,4,19,Matches
Giangiacomo Magnani,it ITA,DF,27.0,27.2,994,939,49,48,0,21,12,1,0,0,0,0,785,6,6,Matches
Paweł Dawidowicz,pl POL,DF,28.0,23.8,1173,1102,70,52,0,11,2,10,0,0,0,0,972,1,12,Matches
Tomáš Suslov,sk SVK,"MF,FW",21.0,23.2,573,473,97,27,3,15,72,9,29,8,19,0,416,3,23,Matches
Darko Lazović,rs SRB,"FW,MF",32.0,21.4,671,581,88,18,1,3,97,41,28,13,14,0,431,2,33,Matches
Jackson Tchatchoua,cm CMR,DF,21.0,19.2,799,621,177,6,0,2,64,171,0,0,0,0,604,1,16,Matches
Suat Serdar,de GER,MF,26.0,18.4,602,570,29,23,0,12,9,2,0,0,0,0,445,3,19,Matches
Diego Coppola,it ITA,DF,19.0,18.2,718,687,30,28,0,7,0,1,0,0,0,0,555,1,6,Matches
Juan David Cabal,co COL,DF,22.0,16.6,790,620,168,14,1,6,33,153,1,0,0,0,561,2,29,Matches
Cyril Ngonge,be BEL,"FW,MF",23.0,15.9,361,324,35,10,4,5,51,2,10,2,7,0,234,2,12,Matches
Tijjani Noslin,nl NED,"FW,MF",24.0,14.9,338,330,7,0,0,0,15,0,0,0,0,0,235,1,9,Matches
Filippo Terracciano,it ITA,DF,20.0,14.4,713,559,153,19,1,10,59,121,13,2,10,0,507,1,15,Matches
Milan Đurić,ba BIH,FW,33.0,13.4,334,330,4,0,0,3,1,0,0,0,0,0,181,0,3,Matches
Martin Hongla,cm CMR,MF,25.0,12.0,474,448,24,19,0,2,4,4,0,0,0,0,391,2,5,Matches
Josh Doig,sct SCO,DF,21.0,9.2,338,261,74,4,0,1,30,70,0,0,0,0,251,3,9,Matches
Federico Bonazzoli,it ITA,"FW,MF",26.0,11.3,314,294,17,0,3,5,7,1,0,0,0,0,242,3,11,Matches
Isak Hien,se SWE,DF,24.0,9.6,394,381,13,12,0,2,0,1,0,0,0,0,324,0,2,Matches
Fabien Centonze,fr FRA,DF,27.0,7.5,317,238,77,0,0,0,28,77,0,0,0,0,213,2,10,Matches
Davide Faraoni,it ITA,DF,31.0,6.7,304,235,65,4,1,4,19,59,2,0,1,0,228,4,6,Matches
Bruno Amione,ar ARG,DF,21.0,6.4,273,267,6,4,0,1,1,2,0,0,0,0,217,0,3,Matches
Jordi Mboula,es ESP,"FW,MF",24.0,3.4,69,68,1,1,0,1,8,0,0,0,0,0,46,0,9,Matches
Stefan Mitrović,rs SRB,"FW,MF",20.0,4.3,105,101,2,0,0,1,15,0,2,0,2,0,77,2,5,Matches
Karol Świderski,pl POL,"FW,MF",26.0,5.6,120,108,9,0,0,0,3,0,1,0,0,0,84,3,8,Matches
Daniel Bandeira,pt POR,MF,23.0,5.0,233,224,7,2,3,4,7,3,2,0,1,0,187,2,2,Matches
Riccardo Saponara,it ITA,"FW,MF",31.0,3.8,124,118,4,3,1,2,8,1,0,0,0,0,87,2,8,Matches
Thomas Henry,fr FRA,FW,28.0,3.7,67,66,1,0,0,1,3,1,0,0,0,0,33,0,2,Matches
Rúben Vinagre,pt POR,"DF,FW",24.0,3.1,127,107,20,5,0,0,16,15,0,0,0,0,86,0,3,Matches
Juan Cruz,ar ARG,"FW,MF",24.0,1.2,27,27,0,0,0,0,1,0,0,0,0,0,18,0,1,Matches
Reda Belahyane,fr FRA,MF,19.0,1.0,25,24,1,1,0,0,0,0,0,0,0,0,23,0,0,Matches
Simone Perilli,it ITA,GK,28.0,1.0,38,29,8,3,0,0,0,0,0,0,0,0,17,1,0,Matches
Elayis Tavsan,nl NED,"MF,FW",22.0,0.6,8,7,1,0,0,0,1,0,1,1,0,0,7,0,0,Matches
Charlys,br BRA,MF,19.0,0.3,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Alphadjo Cissè,it ITA,FW,16.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Yayah Kallon,sl SLE,FW,22.0,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,0,0,25.7,38.0,14710,12799,1850,538,24,153,724,761,143,37,86,0,10639,61,318,0
Opponent Total,0,0,26.5,38.0,18516,16354,2078,576,41,119,617,895,215,82,94,0,14365,84,320,0
