D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-12,21:00,Coppa Italia,First round,Sat,Home,W,3,1,Ascoli,0.0,0.0,55,8746,Paweł Dawidowicz,3-4-3,Marco Piccinini,Match Report,0.0
2023-08-19,18:30,Serie A,Matchweek 1,Sat,Away,W,1,0,Empoli,0.5,0.7,52,7940,Paweł Dawidowicz,3-4-3,Luca Massimi,Match Report,0.0
2023-08-26,20:45,Serie A,Matchweek 2,Sat,Home,W,2,1,Roma,0.7,1.5,29,23147,Paweł Dawidowicz,3-4-3,Daniele Doveri,Match Report,0.0
2023-09-01,18:30,Serie A,Matchweek 3,Fri,Away,L,1,3,Sassuolo,0.6,1.7,53,10356,Davide Faraoni,3-4-1-2,Marco Piccinini,Match Report,0.0
2023-09-18,20:45,Serie A,Matchweek 4,Mon,Home,D,0,0,Bologna,0.4,0.6,40,18863,Davide Faraoni,3-4-3,Federico La Penna,Match Report,0.0
2023-09-23,15:00,Serie A,Matchweek 5,Sat,Away,L,0,1,Milan,0.6,0.9,46,71070,Davide Faraoni,3-4-3,Fabio Maresca,Match Report,0.0
2023-09-27,18:30,Serie A,Matchweek 6,Wed,Home,L,0,1,Atalanta,0.5,1.2,51,15936,Davide Faraoni,3-4-3,Federico Dionisi,Match Report,0.0
2023-10-02,18:30,Serie A,Matchweek 7,Mon,Away,D,0,0,Torino,0.3,0.6,45,19419,Darko Lazović,3-4-3,Ermanno Feliciani,Match Report,0.0
2023-10-08,15:00,Serie A,Matchweek 8,Sun,Away,L,1,2,Frosinone,0.8,1.8,48,13034,Darko Lazović,3-4-1-2,Maria Sole Ferrieri Caputi,Match Report,0.0
2023-10-21,15:00,Serie A,Matchweek 9,Sat,Home,L,1,3,Napoli,1.3,2.3,40,20549,Davide Faraoni,3-4-3,Rosario Abisso,Match Report,0.0
2023-10-28,20:45,Serie A,Matchweek 10,Sat,Away,L,0,1,Juventus,0.3,3.3,46,39429,Davide Faraoni,3-4-1-2,Ermanno Feliciani,Match Report,0.0
2023-10-31,21:00,Coppa Italia,Second round,Tue,Away,L,0,2,Bologna,0.0,0.0,36,11593,Darko Lazović,3-5-2,Federico Dionisi,Match Report,0.0
2023-11-05,12:30,Serie A,Matchweek 11,Sun,Home,L,1,3,Monza,1.0,0.9,46,17505,Davide Faraoni,3-5-2,Giuseppe Collu,Match Report,0.0
2023-11-10,20:45,Serie A,Matchweek 12,Fri,Away,L,0,1,Genoa,0.2,1.6,50,30421,Giangiacomo Magnani,3-5-2,Daniele Orsato,Match Report,0.0
2023-11-27,18:30,Serie A,Matchweek 13,Mon,Home,D,2,2,Lecce,1.7,1.0,49,16730,Milan Đurić,4-2-3-1,Federico La Penna,Match Report,0.0
2023-12-03,15:00,Serie A,Matchweek 14,Sun,Away,D,3,3,Udinese,1.3,1.9,60,22294,Darko Lazović,4-2-3-1,Fabio Maresca,Match Report,0.0
2023-12-09,15:00,Serie A,Matchweek 15,Sat,Home,D,1,1,Lazio,1.0,1.0,29,28311,Milan Đurić,4-2-3-1,Giovanni Ayroldi,Match Report,0.0
2023-12-17,15:00,Serie A,Matchweek 16,Sun,Away,L,0,1,Fiorentina,2.5,0.5,35,26311,Darko Lazović,4-2-3-1,Maria Sole Ferrieri Caputi,Match Report,0.0
