Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Lorenzo Montipò,it ITA,GK,27.0,37.0,49,2,0,6,1,40.7,0.26,-7.3,-0.2,323,763,42.3,960,109,54.5,41.1,305,78.7,56.4,487,22,4.5,43,1.16,15.3,Matches
Simone Perilli,it ITA,GK,28.0,1.0,2,0,0,0,0,2.7,0.29,0.7,0.75,8,28,28.6,32,2,75.0,49.5,5,80.0,62.0,5,0,0.0,2,2.0,18.0,Matches
Squad Total,0,0,25.7,38.0,51,2,0,6,1,43.5,0.26,-6.5,-0.17,331,791,41.8,983,111,55.6,0.0,319,76.5,55.3,492,22,4.5,45,1.18,0.0,0
Opponent Total,0,0,26.5,38.0,38,3,0,4,0,38.3,0.22,0.3,0.01,170,558,30.5,1125,194,36.4,34.3,316,46.8,38.7,553,44,8.0,27,0.71,11.8,0
