Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Luís Maximiano,pt POR,GK,24.0,33.0,1355,1096,1336,19,0,0,1355,3,3,100.0,0,0.0,710,3504,2214,0,0,0,0,0,592,0,Matches
Édgar González,es ESP,"DF,MF",26.0,28.0,1671,258,905,706,67,25,1671,11,7,63.6,3,27.3,829,3736,1951,6,7,0,14,5,1034,6,Matches
Adri Embarba,es ESP,"FW,MF",31.0,27.5,1316,18,195,514,633,65,1315,119,46,38.7,65,54.6,749,4984,2406,94,55,24,79,35,821,167,Matches
Lucas Robertone,ar ARG,MF,26.0,26.5,1675,72,405,975,316,17,1675,21,8,38.1,9,42.9,873,4221,2061,31,27,4,27,16,1041,37,Matches
Juan Brandáriz,es ESP,DF,24.0,27.0,1462,230,830,582,58,11,1462,6,5,83.3,1,16.7,830,3815,1960,11,10,0,14,4,944,4,Matches
Dion Lopy,sn SEN,MF,21.0,21.3,1108,65,310,656,162,8,1108,48,29,60.4,15,31.3,652,4181,1705,23,23,2,23,15,695,19,Matches
Sergio Arribas,es ESP,"MF,FW",21.0,22.7,1010,13,118,498,411,78,1010,49,16,32.7,31,63.3,554,3041,1685,56,39,12,40,16,648,94,Matches
Pubill,es ESP,DF,20.0,20.9,1250,112,435,555,278,33,1250,65,33,50.8,23,35.4,580,3384,1864,59,42,7,33,14,645,85,Matches
Léo Baptistão,br BRA,FW,30.0,20.4,793,23,123,416,267,67,793,28,12,42.9,14,50.0,399,2131,1118,26,21,8,38,17,532,88,Matches
César Montes,mx MEX,DF,26.0,19.9,1156,148,650,468,43,23,1156,3,3,100.0,0,0.0,593,2990,1805,7,5,1,7,1,730,2,Matches
Sergio Akieme,es ESP,DF,25.0,18.6,959,54,338,420,216,20,959,40,21,52.5,18,45.0,498,2520,1141,27,23,2,15,16,525,72,Matches
Largie Ramazani,be BEL,"FW,MF",22.0,17.3,578,11,90,251,263,59,578,74,31,41.9,38,51.4,381,3109,1775,59,41,27,45,33,396,104,Matches
Iddrisu Baba,gh GHA,MF,27.0,15.9,822,47,254,521,58,4,822,19,14,73.7,3,15.8,460,2217,844,1,3,0,18,7,482,5,Matches
Jonathan Viera,es ESP,MF,33.0,10.1,629,4,79,357,198,19,629,19,9,47.4,10,52.6,412,2015,1145,35,29,6,17,9,506,29,Matches
Álex Centelles,es ESP,DF,25.0,10.9,635,39,208,284,149,8,635,9,4,44.4,5,55.6,291,1225,687,16,13,3,10,6,357,53,Matches
Gonzalo Melero,es ESP,"MF,FW",29.0,12.3,580,20,94,357,133,28,580,18,7,38.9,10,55.6,335,1739,919,23,11,3,26,13,407,33,Matches
Luis Javier Suárez,co COL,FW,25.0,10.2,334,11,28,151,160,56,333,23,12,52.2,9,39.1,195,1501,685,30,12,15,30,10,229,53,Matches
Anthony Lozano,hn HON,FW,30.0,8.6,244,15,27,126,91,22,244,17,4,23.5,11,64.7,130,676,287,12,10,5,25,16,172,24,Matches
Alejandro Pozo Pozo,es ESP,"DF,MF",24.0,10.8,708,28,186,340,184,11,708,14,1,7.1,12,85.7,353,1565,758,22,15,3,16,4,410,62,Matches
Bruno Langa,mz MOZ,DF,25.0,9.1,504,45,210,209,88,6,504,21,13,61.9,5,23.8,243,1250,720,14,10,2,5,3,265,30,Matches
Aleksandar Radovanović,rs SRB,DF,29.0,6.3,279,68,177,100,3,2,279,1,0,0.0,1,100.0,110,401,142,0,0,0,2,0,152,1,Matches
Kaiky,br BRA,DF,19.0,5.8,317,50,175,137,6,4,317,4,3,75.0,1,25.0,182,1023,683,4,0,0,1,0,200,1,Matches
Luka Romero,ar ARG,FW,18.0,4.9,226,5,39,118,71,5,226,16,7,43.8,8,50.0,143,750,341,11,12,1,20,9,155,20,Matches
Marcos Peña,es ESP,MF,18.0,4.9,274,15,104,162,11,1,274,1,0,0.0,1,100.0,103,443,140,0,2,0,3,3,158,0,Matches
Houboulang Mendes,gw GNB,DF,25.0,4.4,236,21,94,117,27,1,236,7,2,28.6,3,42.9,83,389,175,5,4,0,8,4,89,6,Matches
Fernando,es ESP,GK,33.0,4.0,169,138,167,2,0,0,169,0,0,0.0,0,0.0,93,536,339,0,0,0,0,0,74,0,Matches
Arnau Puigmal,es ESP,"FW,DF",22.0,2.8,122,2,20,56,48,2,122,7,2,28.6,4,57.1,76,437,210,4,3,0,7,2,78,17,Matches
Marko Milovanović,rs SRB,"FW,MF",19.0,3.4,102,5,13,56,34,13,102,4,1,25.0,2,50.0,51,177,59,2,1,1,6,4,66,13,Matches
Lázaro,br BRA,"FW,MF",21.0,3.2,152,2,19,64,69,14,152,16,5,31.3,10,62.5,89,547,224,5,3,2,11,5,100,34,Matches
Ibrahima Koné,ml MLI,FW,24.0,3.1,83,5,7,41,37,10,83,4,1,25.0,2,50.0,44,208,112,5,1,4,7,1,58,18,Matches
Srđan Babić,rs SRB,DF,27.0,1.0,69,5,29,38,2,1,69,0,0,0.0,0,0.0,44,285,199,1,1,0,0,0,49,0,Matches
Diego Mariño,es ESP,GK,33.0,1.0,32,26,32,0,0,0,32,0,0,0.0,0,0.0,22,94,53,0,0,0,0,0,20,0,Matches
Marciano Tchami,gw GNB,"FW,MF",19.0,0.5,28,0,2,17,9,0,28,0,0,0.0,0,0.0,12,87,24,1,1,0,1,1,16,3,Matches
Paco Sanz,es ESP,DF,18.0,0.3,15,3,11,4,0,0,15,0,0,0.0,0,0.0,5,12,11,0,0,0,1,0,8,0,Matches
Rachad Fettal,ma MAR,FW,18.0,0.2,9,0,1,6,2,1,9,0,0,0.0,0,0.0,4,3,2,0,0,0,1,0,6,2,Matches
Squad Total,0,0,25.6,38.0,20902,2654,7711,9323,4094,614,20900,667,299,44.8,314,47.1,11128,59196,30444,590,424,132,550,269,12660,1082,0
Opponent Total,0,0,27.1,38.0,23390,2099,6542,10880,6169,1003,23381,641,302,47.1,280,43.7,13182,69802,36749,751,563,204,518,353,15316,1620,0
