Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Luís Maximiano,pt POR,GK,24.0,33,2970.0,90.0,86.8,33.0,33,90.0,33,0,0.0,4,0.52,32.0,63.0,-31.0,-0.94,-0.74,42.7,53.2,-10.5,-0.32,0.15,Matches
Édgar González,es ESP,"DF,MF",26.0,31,2522.0,81.0,73.7,28.0,30,83.0,23,1,45.0,1,0.58,25.0,52.0,-27.0,-0.96,-0.46,32.3,45.9,-13.6,-0.49,-0.56,Matches
Adri Embarba,es ESP,"FW,MF",31.0,36,2476.0,69.0,72.4,27.5,29,79.0,12,7,28.0,2,0.58,25.0,52.0,-27.0,-0.98,-0.5,31.8,42.8,-10.9,-0.4,-0.21,Matches
Lucas Robertone,ar ARG,MF,26.0,33,2381.0,72.0,69.6,26.5,29,79.0,12,4,21.0,0,0.52,32.0,47.0,-15.0,-0.57,0.91,35.1,36.1,-1.0,-0.04,0.98,Matches
Juan Brandáriz,es ESP,DF,24.0,31,2434.0,79.0,71.2,27.0,26,88.0,24,5,30.0,6,0.58,34.0,55.0,-21.0,-0.78,0.23,36.5,44.5,-8.0,-0.3,0.14,Matches
Dion Lopy,sn SEN,MF,21.0,30,1916.0,64.0,56.0,21.3,23,78.0,12,7,17.0,5,0.37,20.0,44.0,-24.0,-1.13,-0.65,28.6,37.9,-9.3,-0.44,-0.22,Matches
Sergio Arribas,es ESP,"MF,FW",21.0,34,2047.0,60.0,59.9,22.7,22,76.0,4,12,31.0,4,0.5,28.0,41.0,-13.0,-0.57,0.67,29.8,35.9,-6.1,-0.27,0.18,Matches
Pubill,es ESP,DF,20.0,23,1883.0,82.0,55.1,20.9,22,84.0,15,1,25.0,1,0.7,26.0,36.0,-10.0,-0.48,0.81,27.2,28.7,-1.5,-0.07,0.59,Matches
Léo Baptistão,br BRA,FW,30.0,32,1837.0,57.0,53.7,20.4,22,75.0,8,10,19.0,1,0.59,22.0,39.0,-17.0,-0.83,0.02,25.2,30.3,-5.1,-0.24,0.21,Matches
César Montes,mx MEX,DF,26.0,21,1788.0,85.0,52.3,19.9,21,85.0,17,0,0.0,7,0.57,17.0,40.0,-23.0,-1.16,-0.66,24.7,31.8,-7.1,-0.36,-0.04,Matches
Sergio Akieme,es ESP,DF,25.0,19,1675.0,88.0,49.0,18.6,19,88.0,18,0,0.0,1,0.32,17.0,36.0,-19.0,-1.02,-0.35,24.7,33.0,-8.3,-0.45,-0.22,Matches
Largie Ramazani,be BEL,"FW,MF",22.0,29,1555.0,54.0,45.5,17.3,16,75.0,4,13,28.0,2,0.41,21.0,34.0,-13.0,-0.75,0.16,24.8,25.9,-1.1,-0.06,0.5,Matches
Iddrisu Baba,gh GHA,MF,27.0,25,1430.0,57.0,41.8,15.9,14,83.0,8,11,25.0,7,0.56,17.0,38.0,-21.0,-1.32,-0.82,18.0,29.5,-11.5,-0.72,-0.66,Matches
Jonathan Viera,es ESP,MF,33.0,12,912.0,76.0,26.7,10.1,12,76.0,2,0,0.0,2,0.83,16.0,18.0,-2.0,-0.2,0.88,14.4,12.8,1.6,0.16,0.68,Matches
Álex Centelles,es ESP,DF,25.0,14,980.0,70.0,28.7,10.9,11,83.0,8,3,23.0,22,0.64,12.0,24.0,-12.0,-1.1,-0.36,11.8,16.7,-4.9,-0.45,-0.16,Matches
